title,artist,lyrics
"Estupido Cupido","Celly Campello","Oh, Cupido, vê se deixa em paz
(Oh-oh, Cupido) meu coração que já não pode amar
(Oh-oh, Cupido) eu amei há muito tempo atrás
(Oh-oh, Cupido) já cansei de tanto soluçar
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido)

Eu dei meu coração a um belo rapaz
(Oh-oh, Cupido) que prometeu me amar e me fazer feliz
(Oh-oh, Cupido) porém, ele me passou pra trás
(Oh-oh, Cupido) meu beijo, recusou, e meu amor, não quis
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido)

Não fira um coração cansado de chorar
A flecha do amor só traz a angústia e a dor (oh-oh, Cupido)

Mas, seu Cupido, o meu coração
(Oh-oh, Cupido) não quer saber de mais uma paixão
(Oh-oh, Cupido) por favor, vê se me deixa em paz
(Oh-oh, Cupido) meu pobre coração já não aguenta mais
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim

(Oh-oh, Cupido) mas, seu Cupido, o meu coração
(Oh-oh, Cupido) não quer saber de mais uma paixão
(Oh-oh, Cupido) por favor, vê se me deixa em paz
(Oh-oh, Cupido) meu pobre coração já não aguenta mais
(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim

(Oh-oh, Cupido) hei, hei, é o fim
Oh-oh, Cupido, vá longe de mim
(Oh-oh, Cupido)
(Oh-oh, Cupido)"
"Vai, Mas Vai Mesmo","Nora Ney","Vai, vai mesmo
Eu não quero você mais
Nunca mais

Tenha santa paciência
Põe a mão na consciência
Deixe-me viver em paz
Vai ou não vai

Vai, vai mesmo
Eu não quero você mais
Nunca mais

Tenha santa paciência
Põe a mão na consciência
Deixe-me viver em paz

Sai de vez do meu caminho
Dê a outro o seu carinho
Me abandone, por favor

Ai, que dor
Você machucou meu peito
Não tem mais o direito
De mandar no meu amor"
"Quem E?","Osmar Navarro","Quem é
Que lhe cobre de beijos
Satisfaz seus desejos
E que muito lhe quer

Quem é
Que esforços não mede
Quando você me pede
Uma coisa qualquer

Quem é
Que de você tem ciúmes
Quem é
Que lhe ouve os queixumes

Quem é
Que lhe cobre de beijos
Satisfaz seus desejos
E que muito lhe quer"
"A Felicidade","Agostinho Dos Santos","Tristeza não tem fim
Felicidade, sim

A felicidade é como a pluma
Que o vento vai levando pelo ar
Voa tão leve
Mas tem a vida breve
Precisa que haja vento sem parar

A felicidade do pobre parece
A grande ilusão do carnaval
A gente trabalha o ano inteiro
Por um momento de sonho
Pra fazer a fantasia de rei, ou de pirata, ou jardineira
E tudo se acabar na quarta-feira

Tristeza não tem fim
Felicidade, sim

A felicidade é como a gota de orvalho
Numa pétala de flor
Brilha tranqüila
Depois de leve oscila
E cai como uma lágrima de amor

A minha felicidade está sonhando
Nos olhos da minha namorada
É como esta noite
Passando, passando
Em busca da madrugada
Falem baixo por favor
Pra que ela acorde alegre como o dia
Oferecendo beijos do amor

Tristeza não tem fim
Felicidade, sim"
"Lacinhos Cor De Rosa","Celly Campello","Tenho um amor puro e verdadeiro
É playboy é bom companheiro
Brotinho enxuto um amor
Mas não me liga que horror

Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar

Ele usa lambreta e é tão veloz
Se passa na corrida eu perco a voz
E fico desejando, Oh! meu Deus!
Que ele caia bem nos braços meus

Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar

Quando ele dança rock é uma sensação
Faz rápido dançar o meu coração
Seu beijo deve ter a delícia do amor
E ele não me beija que horror

Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar

Um dia resolvi, e ao broto fui falar
O que ele me disse deu vontade de chorar
Lacinhos cor de rosa ficam bem só na cabeça
Se quiser me conquistar você cresça e apareça

Um sapatinho eu vou
Com laço cor de rosa enfeitar
E perto dele eu vou
Andar devagarinho e o broto conquistar"
"Deusa Do Asfalto","Nelson Gonçalves","Um dia sonhei um porvir risonho
E coloquei o meu sonho
Num pedestal bem alto
Não devia e, por isso, me condeno
Sendo do morro e moreno
Amar a deusa do asfalto

Um dia ela casou com alguém
Lá do asfalto também
E dizem que bem me quer
Eu, triste boêmio da rua
Casei-me também com a Lua
Que ainda é minha mulher

É cantando que carrego a minha cruz
Abraçado ao amigo violão
Minha noite de luar já não tem luz
Quem me abraça é a negra solidão

É cantando que afasto do coração
Esta mágoa que ficou daquele amor
Se não fosse o amigo violão
Eu morria de saudade e de dor"
"Dindi","Sylvia Telles","Céu! Tão grande é o céu
E bandos de nuvens que passam ligeiras
Pra onde elas vão?
Ah! Eu não sei, não sei...
E o vento que fala nas folhas contando as histórias
que são de ninguém...
Mas que são minhas...
E de você também...
Ai, Dindi...
Se soubesses o bem que te eu quero
O mundo seria Dindi
Tudo, Dindi,
Lindo, Dindi...
Ai, Dindi...
Se um dia você for embora
Me leva contigo, Dindi
Fica Dindi...
Olha, Dindi...
E as águas desse rio onde vão eu não sei
A minha vida inteira esperei
Esperei por você, Dindi
Que é a coisa mais linda que existe
Ah, você não existe Dindi
Deixa, Dindi
Que eu te adore, Dindi"
"Não Digo O Nome","Anísio Silva","Não digo o nome de quem amo
De quem eu gosto nunca falo
Ninguém me escuta quando eu chamo
E é por isso que eu me calo

Não digo o nome de quem sabe
Que dia a dia eu fico louco
Alguém deseja que eu me acabe
Que eu morra pouco a pouco

Clamo e grito num deserto
Meu voz perdida a esmo
Sempre longe estando perto
Teu coração é sempre o mesmo

Não me ouves, não compreendes
Que te quero tanto, tanto
Vê se agora tu me entendes
Escutando este meu canto

Clamo e grito num deserto
Meu voz perdida a esmo
Sempre longe estando perto
Teu coração é sempre o mesmo

Não me ouves, não compreendes
Que te quero tanto, tanto
Vê se agora tu me entendes
Escutando este meu canto"
"Ave Maria","Carlos Galhardo","Cai a tarde tristonha e serena
Em macio e suave langor
Despertando no meu coração
A saudade do primeiro amor

Um gemido se esvai lá no espaço
Nessa hora de lenta agonia
Quando o sino saudoso murmura
Badaladas da Ave-Maria

Sino que tange com mágoa dorida
Recordando os sonhos da aurora da vida
Dai-me ao coração paz e harmonia
Na prece da Ave Maria

No alto do campanário
Uma cruz simboliza o passado
De um amor que já morreu
Deixando um coração amargurado"
"Ciclone","Carlos Nobre","Ela se enamorou de outro rapaz
Assim que o ciclone atingiu nossos destinos
Nenhum de nós pensou voltar atrás.
Que orgulho! Quantos desatinos!

Eu bebi champanhe em seu noivado,
Traguei minha mágoa no peito sem rancor
Fui o primeiro a chegar à igreja,
E amargurado, assisti o orgulho matar dois sonhos de amor...

Um noite já muito tempo depois ela veio chorando,
E chorando atirou-se em meus braços,
E disse ganhando meus beijos,
E disse ao sentir meus abraços,
Sou eu, que com fome de amor te vem procurar.
Sou eu, sua voz doce e meiga, com prazer ouvir.
Sou eu que cansei de mentir, de fingir e enganar.
Sou eu, que cansei de outra boca beijar pensando em ti.

Fui o primeiro a chegar à igreja,
E amargurado, assisti o orgulho matar dois sonhos de amor..."
"Tu Sómente Tú","Anisio Silva","Tu, somente tu
Seguirás meus passos
Tu, somente tu
Estarás junto a mim

Tu, somente tu
Entre meus braços
Tu, somente tu
Até o fim

Tu, somente tu
Viverás comigo
Tu que és um sonho
Que eu não vivi

Quem me dera
Viver a vida
Sempre contigo

Quem me dera
Estar agora
Perto de ti

Por te querer
Como te quero
Já chorei tanto

Nunca pensei
Em minha vida
Querer-te assim

Nunca pensei um só momento
Derramar meu pranto
A Deus eu peço
Que este sonho
Não tenha fim"
