title,artist,lyrics
"Evidências","Chitãozinho & Xororó","Quando eu digo que deixei de te amar
É porque eu te amo
Quando eu digo que não quero mais você
É porque eu te quero
Eu tenho medo de te dar meu coração
E confessar que eu estou em tuas mãos
Mas não posso imaginar
O que vai ser de mim
Se eu te perder um dia

Eu me afasto e me defendo de você
Mas depois me entrego
Faço tipo, falo coisas que eu não sou
Mas depois eu nego
Mas a verdade
É que eu sou louco por você
E tenho medo de pensar em te perder
Eu preciso aceitar que não dá mais
Pra separar as nossas vidas

E nessa loucura de dizer que não te quero
Vou negando as aparências
Disfarçando as evidências
Mas pra que viver fingindo
Se eu não posso enganar meu coração?
Eu sei que te amo!

Chega de mentiras
De negar o meu desejo
Eu te quero mais que tudo
Eu preciso do seu beijo
Eu entrego a minha vida
Pra você fazer o que quiser de mim
Só quero ouvir você dizer que sim!

Diz que é verdade, que tem saudade
Que ainda você pensa muito em mim
Diz que é verdade, que tem saudade
Que ainda você quer viver pra mim"
"Prefixo de Verão","Banda Mel","Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô, ô, ô, ô, ô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô

Quando você chegar
Quando você chegar
Quando você chegar
Numa nova estação
Te espero no verão

Salve, Salvador
Me bato, me quebro tudo por amor
Eu sou do Pelô
O negro é raça é fruto do amor
Salve, Salvador
Me bato, me quebro tudo por amor
Eu sou do Pelô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô, ô, ô, ô, ô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô

Quando você chegar
Quando você chegar
Quando você chegar
Numa nova estação
Te espero no verão

Salve, Salvador
Me bato, me quebro tudo por amor
Eu sou do Pelô
O negro é raça é fruto do amor
Salve, Salvador
Me bato, me quebro tudo por amor
Eu sou do Pelô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô, ô, ô, ô, ô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô

Salve, Salvador
Me bato, me quebro tudo por amor
Eu sou do Pelô
O negro é raça é fruto do amor
Salve, Salvador
Me bato, me quebro tudo por amor
Eu sou do Pelô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô, ô, ô, ô, ô

Aê, aê, aê, aê
Ei, ei, ei, ei
Ô, ô, ô, ô, ô, ô"
"Aguenta coração","José Augusto","Coração, diz pra mim
Por que é que eu fico sempre
Desse jeito
Coração, não faz assim
Você se apaixona
E a dor é no meu peito

Pra que que você foi se entregar
Se na verdade eu só queria uma aventura
Por que você não para de sonhar
É um desejo e nada mais

E agora o que é que eu faço
Pra esquecer tanta doçura
Isso ainda vai virar loucura
Não é justo entrar na minha vida
Não é certo não deixar saída
Não é não

Agora aguenta coração
Já que inventou essa paixão
Eu te falei que eu tinha medo
Amar não é nenhum brinquedo
Agora aguenta coração
Você não tem mais salvação
Você apronta
Esquece que você sou eu

Coração, diz pra mim
Por que é que eu fico
Sempre desse jeito

Pra que que você foi se entregar
Se na verdade eu só queria uma aventura
Por que você não para de sonhar
É um desejo e nada mais

E agora o que é que eu faço
Pra esquecer tanta doçura
Isso ainda vai virar loucura
Não é justo entrar na minha vida
Não é certo não deixar saída
Não é não

Agora aguenta coração
Já que inventou essa paixão
Eu te falei que eu tinha medo
Amar não é nenhum brinquedo
Agora aguenta coração
Você não tem mais salvação
Você apronta
Esquece que você sou eu

Agora aguenta coração
Já que inventou essa paixão
Eu te falei que eu tinha medo
Amar não é nenhum brinquedo
Agora aguenta coração
Você não tem mais salvação
Você apronta
Esquece que você sou eu

Coração! Coração!"
"Luar do sertão","Roberta Miranda","Não há, ó gente, oh, não
Luar como esse do sertão
Não há, ó gente, oh, não
Luar como esse do sertão

A lua nasce por detrás da verde mata
Mais parece um sol de prata, prateando a imensidão
E a gente pega na viola e ponteia
E a canção é lua cheia, a nos nascer do coração

Não há, ó gente, oh, não
Luar como esse do sertão
Não há, ó gente, oh, não
Luar como esse do sertão

Mas como é lindo ver depois, por entre o mato
Deslizar calmo o regato, transparente como um véu
No leito azul das suas águas murmurando
Ir por sua vez roubando as estrelas lá do céu

Não há, ó gente, oh, não
Luar como esse do sertão
Não há, ó gente, oh, não
Luar como esse do sertão

Coisa mais bela neste mundo não existe
Do que ouvir um galo triste, no sertão se faz luar
Parece até a alma da lua que descamba
Escondida na garganta desse galo a soluçar

Não há, ó gente, oh, não
Luar como esse do sertão
Não há, ó gente, oh, não
Luar como esse do sertão

Ai que saudades do luar da minha terra
Lá na serra branquejando folhas secas pelo chão
Este luar cá da cidade tão escuro
Não tem aquela saudade do luar lá do sertão

Não há, ó gente, oh, não
Luar como esse do sertão
Não há, ó gente, oh, não
Luar como esse do sertão"
"Beijinho Na Boca","Beto Barbosa","Beijinho na boca, gostoso doce mel
Meu amor, o que será?
Garotinha do bumbum arrebitado, vem
Que eu vou te ensinar a dançar merengue

Ai, ai, ai, ai, merengue
Ritmo gostoso pra balançar
Toca, toca merengue
Ai, senhorita, você vai gostar

Deixa rolar que vai, deixa rolar que vem
Fantasias na cabeça, todo mundo tem
Vou mergulhar na flor, sentir o teu sabor
Tá ficando, tá gostoso
E é nessa que eu vou"
"Coração pirata","Roupa Nova","Quando a paixão não dá certo
Não há porque me culpar (eu não me permito chorar)
(Já não vai adiantar) e recomeço do zero
Sem reclamar

O meu coração pirata
Toma tudo pela frente
Mas a alma adivinha
O preço que cobram da gente
E fica sozinha

Eu levo a vida como eu quero
Estou sempre com a razão
Eu jamais me desespero
Sou dono do meu coração
Ah, o espelho me disse
Você não mudou

Sou amante do sucesso
Nele eu mando, nunca peço
Eu compro o que a infância sonhou
Se errar, eu não confesso
Eu sei bem quem eu sou
Eu nunca me dou

Quando a paixão não dá certo
(Não há porque me culpar) eu não me permito chorar
(Já não vai adiantar) e recomeço do zero
Sem reclamar

Quando a paixão não dá certo
(Não há porque me culpar) eu não me permito chorar
(Já não vai adiantar) e recomeço do nada
Sem reclamar

As pessoas se convencem
De que a sorte me ajudou
Mas plantei cada semente
Que o meu coração desejou
Ah, o espelho me disse
Você não mudou

Sou amante do sucesso
Nele eu mando, nunca peço
Eu compro o que a infância sonhou
Se errar, eu não confesso
Eu sei bem quem eu sou
Eu nunca me dou

Quando a paixão não dá certo
(Não há porque me culpar) eu não me permito chorar
(Já não vai adiantar) e recomeço do zero
Sem reclamar

Quando a paixão não dá certo
(Não há porque me culpar) eu não me permito chorar
(Já não vai adiantar) e recomeço do nada
Sem reclamar

Faço o que quero
Estou sempre com a razão
Eu jamais me desespero
Sou dono do meu coração
Ah, o espelho me disse
Você não mudou

Você não mudou
Não mudou (não mudou)"
"Desculpe Mas Eu Vou Chorar","Leandro & Leonardo","As luzes da cidade acesa
Clareando a foto sobre a mesa
E eu comigo aqui, trancado
Nesse apartamento

Olhando o brilho dos faróis
Eu me pego a pensar em nós
Voando na velocidade
Do meu pensamento

E saio a te procurar
Nas esquinas, em qualquer lugar
E às vezes chego a te encontrar
Num gole de cerveja

E quando vem a lucidez
Estou sozinho outra vez
E então eu volto a conversar
Com minha tristeza

Vou chorar
Desculpe, mas eu vou chorar
Não ligue se eu não te ligar
Faz parte dessa solidão

Vou chorar
Desculpe, mas eu vou chorar
Na hora em que você voltar
Perdoe o meu coração

E saio a te procurar
Nas esquinas, em qualquer lugar
E às vezes chego a te encontrar
Num gole de cerveja

E quando vem a lucidez
Estou sozinho outra vez
E então eu volto a conversar
Com minha tristeza

Vou chorar
Desculpe, mas eu vou chorar
Não ligue se eu não te ligar
Faz parte dessa solidão

Vou chorar
Desculpe, mas eu vou chorar
Na hora em que você voltar
Perdoe o meu coração

Vou chorar
Desculpe, mas eu vou chorar
Não ligue se eu não te ligar
Faz parte dessa solidão

Vou chorar
Desculpe, mas eu vou chorar
Na hora em que você voltar
Perdoe o meu coração"
"Monte Castelo","Legião Urbana","Ainda que eu falasse
A língua dos homens
E falasse a língua dos anjos
Sem amor eu nada seria

É só o amor, é só o amor
Que conhece o que é verdade
O amor é bom, não quer o mal
Não sente inveja ou se envaidece

O amor é o fogo que arde sem se ver
É ferida que dói e não se sente
É um contentamento descontente
É dor que desatina sem doer

Ainda que eu falasse
A língua dos homens
E falasse a língua dos anjos
Sem amor eu nada seria

É um não querer mais que bem querer
É solitário andar por entre a gente
É um não contentar-se de contente
É cuidar que se ganha em se perder

É um estar-se preso por vontade
É servir a quem vence, o vencedor
É um ter com quem nos mata a lealdade
Tão contrário a si é o mesmo amor

Estou acordado e todos dormem
Todos dormem, todos dormem
Agora vejo em parte
Mas então veremos face a face

É só o amor, é só o amor
Que conhece o que é verdade

Ainda que eu falasse
A língua dos homens
E falasse a língua dos anjos
Sem amor eu nada seria"
"Meninos e meninas","Legião Urbana","Quero me encontrar, mas não sei onde estou
Vem comigo procurar algum lugar mais calmo
Longe dessa confusão e dessa gente que não se respeita
Tenho quase certeza que eu não sou daqui

Acho que gosto de São Paulo e gosto de São João
Gosto de São Francisco e São Sebastião
E eu gosto de meninos e meninas

Vai ver que é assim mesmo e vai ser assim pra sempre
Vai ficando complicado e ao mesmo tempo diferente
Estou cansado de bater e ninguém abrir
Você me deixou sentindo tanto frio
Não sei mais o que dizer

Te fiz comida, velei teu sono
Fui teu amigo, te levei comigo
E me diz: pra mim o que é que ficou?

Me deixa ver como viver é bom
Não é a vida como está, e sim as coisas como são
Você não quis tentar me ajudar
Então, a culpa é de quem? A culpa é de quem?

Eu canto em português errado
Acho que o imperfeito não participa do passado
Troco as pessoas, troco os pronomes

Preciso de oxigênio, preciso ter amigos
Preciso ter dinheiro, preciso de carinho
Acho que te amava, agora acho que te odeio
São tudo pequenas coisas e tudo deve passar

Acho que gosto de São Paulo e gosto de São João
Gosto de São Francisco e São Sebastião
E eu gosto de meninos e meninas"
"A noite","Fernanda Abreu","A tarde cai
E a noite vem atropelando
Todos os chatos desanimados
Tá na hora de acordar e sair
E ver que a vida é se divertir

A noite é negra
E os holofotes vasculham
Toda essa escuridão
À procura de um lugar ideal
Pra dançar e barbarizar

Dance
Se é que existe diferença entre o bem e o mal
Dance
Se é que existe diferença entre o inferno e o céu
Dance
Se é que existe diferença entre as trevas e a luz
Dance

A noite é quente
A noite é fria
Uma droga de arrepiar
E não importa mais se existe razão
Não tem pecado, nem perdão

You and me
Eu quero é me divertir
Moi et toi
A noite é feita pra dançar
You and me
Chuchu e caqui
Moi et toi...

D-I-S-C-O
We gonna disco all night"
