title,artist,lyrics
"Domingo de manhã","Marcos & Belutti","Tá com voz de sono
Foi mal se te acordei
Desligue e volte a dormir
Depois me ligue aqui

Eu nem sei
O que faria nesse inverno
Qualquer coisa que não fosse com você
Me causaria tédio

Poderia estar agora no espaço
Em um módulo lunar, oh, que chato
E se eu tivesse agora velejando
Num barquinho no Caribe, Deus me livre
Poderia estar agora num hotel mil estrelas em Dubai

Mas eu, eu, eu
Prefiro estar aqui te perturbando
Domingo de manhã
É que eu prefiro ouvir
Sua voz de sono
Domingo de manhã
Domingo de manhã"
"Cê Topa","Luan Santana","Já pensou se a gente for
Um pouco mais ousado nesse nosso lance
Já pensou, transformar
A nossa amizade num lindo romance

Presta atenção em tudo o que a gente faz
Já somos mais felizes que muitos casais
Desapega do medo e deixa acontecer
Eu tenho uma proposta para te fazer

Eu, você, dois filhos e um cachorro
Um edredom, um filme bom no frio de agosto
E aí, cê topa?

Eu, você, dois filhos e um cachorro
Um edredom, um filme bom no frio de agosto
Diz aí, cê topa?"
"Os 10 Mandamentos do Amor","Eduardo Costa","Os dez mandamentos do amor
Para conquistar uma mulher
Tem que ter carinho, tem que ter jeitinho
Tem que dar aquilo que ela quer

Primeiro, tudo começa com a paquera
O seu olhar bem dentro do olhar dela
E com jeitinho lhe tire para dançar
Dance macio pra ela se aconchegar
Segundo, um papo para derrubar avião
Suavemente já pegando sua mão

Terceiro é um cheiro pra sentir o seu perfume
Olhando as outras pra ela sentir ciúmes
O quarto é brincar no escurinho
Ser o lobo mau e ela o chapeuzinho
O quinto tem que ser bem safadinho

Preste atenção agora ao sexto mandamento
Ela não vai te esquecer um só momento
Repita a dose se sentir que ela gostou
Na hora h, lhe chame de meu amor

Sétimo toque é lhe falar de paixão
Falar somente das coisas do coração
Oitavo mandamento, diz para jurar
Lhe ser fiel até a morte lhe levar
No nono você diz que vai voltar
Diz que amanhã vai telefonar
E o décimo
Deixa ela esperar

Os dez mandamentos do amor
Para conquistar uma mulher
Tem que ter carinho, tem que ter jeitinho
Tem que dar aquilo que ela quer

Os dez mandamentos do amor
Para conquistar uma mulher
Tem que ter carinho, tem que ter jeitinho
Tem que dar aquilo que ela quer"
"O tempo não apaga","Victor e Leo","Olhando o céu, lembrei
Que tudo que vivemos não passou
E pra dizer mais, pensei
Que temos outra chance de fazer
Nosso Sol brilhar em mim, em você

O tempo não apaga, não desfaz
O beijo que eu desejo sempre mais
Não posso esquecer o seu olhar no meu
Eu sei que o nosso amor ainda não morreu

Olhando o céu, lembrei
Que tudo que vivemos não passou
E pra dizer mais, pensei
Que temos outra chance de fazer
Nosso Sol brilhar em mim, em você

O tempo não apaga, não desfaz
O beijo que eu desejo sempre mais
Não posso esquecer o seu olhar no meu
Eu sei que o nosso amor ainda não morreu

O tempo não apaga, não desfaz
O beijo que eu desejo sempre mais
Não posso esquecer o seu olhar no meu
Eu sei que o nosso amor ainda não morreu

O tempo não apaga, não desfaz
O beijo que eu desejo sempre mais
Não posso esquecer o seu olhar no meu
Eu sei que o nosso amor ainda não morreu

O tempo não apaga, não desfaz
O beijo que eu desejo sempre mais
Não posso esquecer o seu olhar no meu
Eu sei que o nosso amor ainda não morreu"
"Mozão","Lucas Lucco","Oh mozão, cheguei à conclusão
Já faz tempo que a gente fica
Quase um namoro, sei lá, a gente enrola
Eu sinto falta de você quando não está aqui

Sei lá, dá vontade de te amarrar
Colar em você e te prender a mim
Vontade de casar, ter filhos pra gente cuidar
Pra sempre namorar

Eu sei, tô viajando
Tô novo, mas o que custa sonhar?
Se o tempo não para de passar
E nunca vai parar

Num piscar de olhos, tá passando mais de um mês
A gente fica velho e o que a gente fez?
Não deixe o nosso plano acabar
Esteja aqui amanhã quando eu acordar

Momôzim, vamos fazer assim
Eu cuido de você, você cuida de mim
Não desisto de você e nem você de mim
Vamos até o fim

Momôzim, vamos fazer assim
Eu cuido de você, você cuida de mim
Não desisto de você e nem você de mim
Vamos até o fim, dá a mão pra mim"
"Vou Te Amarrar na Minha Cama","Bruno E Marrone","Gatinha manhosa, do beijo gostoso
Me afasta e me arranha
Mas as nossas desavenças não entram no quarto
Quando a gente se assanha

Esse amor escondido, minutos contados
Amor proibido, sabor de pecado
Ou a gente se assume ou acaba morrendo
De tanto ciúme

Esse amor escondido, minutos contados
Amor proibido, sabor de pecado
Ou a gente se assume ou acaba morrendo
De tanto ciúme

Vou te amarrar na minha cama
Só vai fazer amor comigo
Eu te quero e preciso
Só junto de você a minha vida faz sentido

Vou te amarrar na minha cama
Só vai fazer amor comigo
Eu te quero e preciso
Só junto de você a minha vida faz sentido"
"Flores em vida","Zezé Di Camargo e Luciano","Quero seu amor agora
Não a saudade depois
Seu carinho pela vida afora
Antes que o fim pare entre nós dois

Quero sua companhia
Caminhar na mesma direção
É certo que um certo dia
A vida nos separe em alguma estação

Quero flores em vida
Seu sorriso a me iluminar
As lágrimas de despedida
Não estarei por perto pra enxugar

Eu quero viver a vida, quero flores em vida
Colhidas no jardim do amor
Eu quero viver a vida, quero flores em vida
Colhidas no jardim do amor
Do nosso amor

Quero flores em vida
Seu sorriso a me iluminar
As lágrimas de despedida
Não estarei por perto pra enxugar

Eu quero viver a vida, quero flores em vida
Colhidas no jardim do amor
Eu quero viver a vida, quero flores em vida
Colhidas no jardim do amor
Do nosso amor

Do nosso amor
Do nosso amor"
"Tudo Com Você","Victor & Leo","Tudo com você
Seu corpo no meu
Sem nenhum porque
Hoje meu coração é seu

Sou tudo ao seu lado
Preciso te encontrar
Diga se estou errado
Algo me faz querer te amar

Então agora é só você e eu
Não tenha medo de dizer
Tudo de você é só meu

Só o amor
Faz voar
Meu amor
Vivo pra te amar"
"Maus Bocados","Cristiano Araújo","Sei que seu coração falou de mim
Sei que ele falou que eu tô fazendo falta
Ele falou também que sem mim tá difícil
As noitadas e os amigos não tão ajudando

Sei que seu coração gritou por mim
Na última moda sertaneja que o DJ tocou
Pra piorar era aquela que a gente dançava
A saudade bateu e você chorou
É, eu sei, tá difícil
E se me perguntar
Como sei tudo isso

É que eu também passei
Por esses maus bocados
Sofri, chorei, largado
E não te esqueci, não, não, não, não

Também passei
E te liguei bêbado fora de hora
Que nem cê tá fazendo agora
Ligando a cobrar
Chorando, querendo me amar

(Ô que maus bocados eu passei)

Sei que seu coração gritou por mim
Na última moda sertaneja que o DJ tocou
Pra piorar era aquela que a gente dançava
A saudade bateu e você chorou
É, eu sei, tá difícil
E se me perguntar
Como sei tudo isso

É que eu também passei
Por esses maus bocados
Sofri, chorei, largado
E não te esqueci, não, não, não, não

Também passei
E te liguei bêbado fora de hora
Que nem cê tá fazendo agora
Ligando a cobrar
Chorando, querendo me amar"
"Caraca Muleke","Thiaguinho","Caraca, muleke! Que dia! Que isso?
Põe um pagodinho só pra relaxar
Sol, praia, biquíni, gandaia
Abro uma gelada só pra refrescar

Caraca, muleke! Que dia! Que isso?
Põe um pagodinho só pra relaxar
Sol, praia, biquíni, gandaia
Abro uma gelada só pra refrescar

Tô com saúde, tô com dinheiro
Graças a Deus e aos meus guerreiros
Tá tudo armado, vou pro estouro
Hoje eu tô naquele pique de muleke doido!

E quando eu tô assim
É só aventura
Tira a mão de mim
Ninguém me segura

Cola comigo
Que eu tô no brilho!
Hoje eu vou me jogar!

Cola comigo
Que eu tô no brilho!
Hoje eu vou me jogar!"
