title,artist,lyrics
"Tô legal","Grupo Raça","Não faz mal, se o sonho chegou ao fim
Sem essa de baixo astral, no meu coração
Eu juro que não
Não faz mal, valeu enquanto durou
E agora que terminou, preciso cuidar de mim
Não faz mal, não foi a primeira vez
Que um grande amor se desfez
Sem ter uma explicação
Não faz mal, não tenho que lamentar
O tempo há de apagar, as marcas dessa paixão

Tô legal, apesar disso tudo, eu tô legal
Vou pensar no futuro, eu tô legal
É o meu coração que diz
Tô legal, apesar disso tudo, eu tô legal
Vou pensar no futuro, eu tô legal
Quero mais é te ver feliz"
"Lôrabúrra","Gabriel o Pensador","Existem mulheres que são uma beleza
Mas quando abrem a boca
Hmm que tristeza!
Não não é o seu hálito que apodrece o ar
O problema é o que elas falam que não dá pra agüentar
Nada na cabeça
Personalidade fraca
Tem a feminilidade e a sensualidade de uma vaca
Produzidas com roupinhas da estação
Que viram no anúncio da televisão
Milhões de pessoas transitam pelas ruas mas conhecemos facilmente esse tipo de perua
Bundinha empinada pra mostrar que é bonita
E a cabeça parafinada pra ficar igual paquita

Lôrabúrra!

Elas estão em toda parte do meu Rio de Janeiro
E às vezes me interrogo se elas tão no mundo inteiro
À procura de carros
À procura de dinheiro
O lugar dessas cadelas era mesmo no puteiro
Só se preocupam em chamar a atenção
Não pelas idéias mas pelo burrão
Não pensam em nada
Só querem badalar
Estar na moda tirar onda beber e fumar
Cadelinhas de boate ou ratinhas de praia
Apenas os otários aturam a sua laia
E enquanto o playboy te dá dinheiro e atenção
Eu só saio com você se for pra ser o Ricardão

Lôrabúrra!

Não eu não sou machista
Exigente talvez
Mas eu quero mulheres inteligentes
Não vocês
Vocês são o mais puro retrato da falsidade
Desculpa amor
Mas eu prefiro mulher de verdade
Você é medíocre e ainda sim orgulhosa
É mole?
Não tá com nada e tá prosa
E o seu jeito forçado de falar é deprimente
Já entendi seu problema
Vocês tão muito carentes
Mas eu só vou te usar
Você não é nada pra mim
(Hmm meu amor
Foi bom pra você?)
Ah deixa eu dormir
Pra que dar atenção pra quem não sabe conversar?
Pra falar sobre o tempo ou sobre como estava o mar? Não
Eu prefiro dormir
Sai daqui
Eu já fui bem claro mas vou repetir
E pra voce me entender vou ser ate mais direto
Lôrabúrra, cê não passa de mulher-objeto

Lôrabúrra!

Escravas da moda vocês são todas iguais
Cabelos, sorrisos e gestos artificiais
idéias banais e como dizem os Racionais
(Mulheres vulgares
Uma noite e nada mais)
Lôrabúrra você e vulgar sim
Seus valores são deturpados você é leviana
Pensa que está com tudo mas se engana em sua frágil cabecinha de porcelana
A sua filosofia é ser bonita e gostosa
Fora disso é uma sebosa tapada e preconceituosa
Seus lindos peitos não merecem respeito
Marionetes alienadas vocês não têm jeito
Eu não sou agressivo
Contundente talvez
O Pensador dá valor às mulheres
Mas não vocês
Vocês são o mais puro retrato da falsidade
Desculpa amor
Mas eu prefiro mulher de verdade

Lôrabúrra!

É o problema não tá no cabelo
Tá na cabeca
Não se esqueça
Nem todas são sócias da farmácia (Lorácia)
Tem muita Lôrabúrra de cabelo preto e castanho por aí
É, Lôrabúrra morena, ruiva, preta
Lôrabúrra careca
E tem a Lôrabúrra natural também (Loraça belzebúrra)
Cada Lôrabúrra é de um jeito mas todas sao iguais
Cê tá me entendendo?
(Eu gosto é de mulher)

Lôrabúrra!"
"O Mais Belo Dos Belos","Daniela Mercury","Quem é que sobe a ladeira do Curuzu?
E a coisa mais linda de se ver?
É o Ilê Aiyê
O Mais Belo Dos Belos
Sou eu, sou eu
Bata no peito mais forte
E diga: Eu sou Ilê

Não me pegue não, não, não
Me deixe à vontade
Não me pegue não, não, não
Me deixe à vontade
Deixe eu curtir o Ilê
O charme da liberdade
Como é que é?
Deixe eu curtir o Ilê
O charme da liberdade

Quem não curte não sabe, negão
o que está perdendo
É tanta felicidade
O Ilê Aiyê vem trazendo
18 anos de glória, não
São 18 dias
Nessa linda trajetória
No carnaval da Bahia

E a galera a dizer!
Não me pegue não, não, não
Me deixe à vontade
Não me pegue não, não, não
Me deixe à vontade
Deixe eu curtir o Ilê
O charme da Liberdade
Como é que é?
Deixe eu curtir o Ilê
O charme da liberdade

É tão hipnotizante, negão
O swing dessa banda
A minha beleza negra
Aqui é você quem manda
Vai exalar seu charme, vai
Para o mundo ver
Vem mostrar que você é
A Deusa Negra do Ilê
E a galera a dizer!

Não me pegue não, não, não
Me deixe à vontade
Não me pegue não, não, não
Me deixe à vontade
Deixe eu curtir o Ilê
O charme da liberdade
Deixe eu curtir o Ilê
O charme da liberdade

É sábado de carnaval, seu negão
Que tremendo zum, zum, zum
Ele está se preparando para subir o Curuzu
Quem não aguenta chora, não, não de tanta emoção
Deus teve o imenso prazer de criar essa perfeição
E a galera a dizer!

Não me pegue não, não, não
Me deixe à vontade
Não me pegue não, não, não
Me deixe à vontade
Deixe eu curtir o Ilê
O charme da liberdade
Como é que é?
Deixe eu curtir o Ilê
O charme da liberdade

Quem é que sobe a ladeira do Curuzu?
E a coisa mais linda de se ver?
É o Ilê Aiyê
O Mais Belo Dos Belos
Sou eu, sou eu
Bata no peito mais forte
E diga: eu sou Ilê"
"Faz Mais Uma Vez Comigo","Zezé Di Camargo & Luciano","Não paro de rolar na cama
Já nem trabalho mais direito
Sozinho, coração reclama
Dentro do meu peito

Eu ando tão apaixonado
Pagando todos os pecados
Não ligo mais pros meus amigos
Vivo tão calado

Faz mais uma vez comigo, oh, oh
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
Perdi o juízo

Faz mais uma vez comigo, oh, oh
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
É disso que eu preciso

Quase que bati o carro
Passando no farol vermelho
Olhando no retrovisor
Só vi você no espelho

Tô abusando do cigarro
Só fico por aí sofrendo
Preciso te encontrar depressa
Eu estou morrendo

Faz mais uma vez comigo, oh, oh
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
Perdi o juízo

Faz mais uma vez comigo
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
É disso que eu preciso

Faz mais uma vez comigo
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
Perdi o juízo

Faz mais uma vez comigo, oh, oh
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
É disso que eu preciso

Faz mais uma vez comigo, oh, oh
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
Perdi o juízo

Faz mais uma vez comigo, oh, oh
Só mais uma vez comigo
Eu quero te encontrar de novo
Volta pro meu corpo
É disso que eu preciso"
"Fera Ferida","Maria Bethânia","Acabei com tudo
Escapei com vida
Tive as roupas e os sonhos
Rasgados na minha saída

Mas saí ferido
Sufocando o meu gemido
Fui o alvo perfeito
Muitas vezes no peito atingido

Animal arisco
Domesticado esquece o risco
Me deixei enganar
E até me levar por você

Eu sei quanta tristeza eu tive
Mas mesmo assim se vive
Morrendo aos poucos por amor

Eu sei, o coração perdoa
Mas não esquece à toa
O que eu não me esqueci

Eu andei demais
Não olhei pra trás
Era solta em meus passos
Bicho livre, sem rumo, sem laços

Me senti sozinha
Tropeçando em meu caminho
À procura de abrigo
Uma ajuda, um lugar, um amigo

Animal ferido
Por instinto decidido
Os meus passos desfiz
Tentativa infeliz de esquecer

Eu sei que flores existiram
Mas que não resistiram
A vendavais constantes

Eu sei, as cicatrizes falam
Mas as palavras calam
O que eu não me esqueci

Não vou mudar
Esse caso não tem solução
Sou fera ferida
No corpo, na alma e no coração

Eu sei que flores existiram
Mas que não resistiram
A vendavais constantes

Eu sei, as cicatrizes falam
E as palavras calam
O que eu não me esqueci"
"Mexe Mexe","Leandro & Leonardo","Festa na roça é pra lá de bom
O sanfoneiro é quem comanda o som
A gente dança a moda sertaneja
Tomando cerveja, comendo batom

À meia-noite nada é proibido
Mulher casada troca de marido
O engraçadinho apaga o lampião
E o amassa mamão fica mais divertido

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio

Festa na roça é pra lá de bom
O sanfoneiro é quem comanda o som
A gente dança a moda sertaneja
Tomando cerveja e comendo batom

À meia-noite nada é proibido
Mulher casada troca de marido
O engraçadinho apaga o lampião
E o amassa mamão fica mais divertido

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio

É um mexe, mexe
Todo mundo apronta
Faz o que dá conta
É um beija, beija

E nessa peleja
Todo mundo tonto
Eu que não sou santo
Também tô no meio"
"Ai Que Saudade D’Ocê","Fábio Jr.","Não se admire se um dia
Um beija-flor invadir
A porta da tua casa
Te der um beijo e partir

Fui eu que mandei o beijo
Que é pra matar meu desejo
Faz tempo que não lhe vejo
Ah, que saudade de ocê
Ah, que saudade de ocê

Se um dia ocê se lembrar
Escreva uma carta pra mim
Bote logo no correio
Com frases dizendo assim

Faz tempo que não lhe vejo
Quero matar meu desejo
Lhe mando um monte de beijo
Ah, que saudade sem fim
Oh, ah, que saudade sem fim
Oh, ah, que saudade sem fim

E se quiser recordar
Aquele nosso namoro
Quando eu ia viajar
E ocê caía no choro

Eu chorando pela estrada
Mas o que eu posso fazer?
Trabalhar é minha sina
Eu gosto mesmo é de ocê

Se um dia ocê se lembrar
Escreva uma carta pra mim
Bote logo no correio
Com frases dizendo assim

Faz tempo que não lhe vejo
Quero matar meu desejo
Lhe mando um monte de beijo
Ah, que saudade sem fim
Ah, que saudade sem fim

E se quiser recordar
Aquele nosso namoro
Quando eu ia viajar
E ocê caía no choro

Eu chorando pela estrada
Mas o que eu posso fazer?
Trabalhar é minha sina
Eu gosto mesmo é de ocê

Ah, que saudade de ocê
Ah, que saudade de ocê

E aquele nosso namoro
Eu ia viajar, e ocê caía no choro
Ocê ficava daquele jeitinho
Que nem uma pamonha mal costurada, sabe?

Ah, que saudade de ocê
Ah, que saudade sem fim"
"Amor Impossível","Raça Negra","É triste ver você passar
E nem ao menos poder te tocar
É esse amor que me destrói
É esse amor que me corrói
E não posso fazer nada, nada,pra mudar.

A solução pra mim
É sonhar com você
Amor impossível
Amor impossível
E quando escuto suas alegações
E não é pra misturar emoções
Pois o que sente por mim
É pura amizade.

Mas tente entender
Não é minha verdade
Minha verdade é
Que amo você
Tente entender
Amo você
Tente entender
Amo você."
"O Cheiro Dela","João Paulo e Daniel","O vento me trouxe de longe
O cheiro excitante
O cheiro dela

Entrou pela janela
Dentro desse apartamento
O cheiro dela

Essência de paixão
Pura sedução
O cheiro dela

Aquele cheiro vicioso
Suave e gostoso
O cheiro dela

Cheiro de flor
Cheiro de amor
Me deixa louco

Meu coração
É só paixão
Nesse sufoco

Descompassado
Lento, acelerado
Bate assim por ela

Apaixonado
Louco, alucinado
Sentindo o cheiro dela

O vento me trouxe de longe
O cheiro excitante
O cheiro dela

Entrou pela janela
Dentro desse apartamento
O cheiro dela

Essência de paixão
Pura sedução
O cheiro dela

Aquele cheiro vicioso
Suave e gostoso
O cheiro dela

Cheiro de flor
Cheiro de amor
Me deixa louco

Meu coração
É só paixão
Nesse sufoco

Descompassado
Lento, acelerado
Bate assim por ela

Apaixonado
Louco, alucinado
Sentindo o cheiro dela"
"Caidinho","Fundo de Quintal","Vê se você vem me dar um pouco de carinho
Me sinto carente e tão caidinho eu preciso de amor
A saudade bate forte não me deixe sozinho
Meu bem me socorre meu peito vazio sente a falta de você
Do amor, da paixão, pra curar a solidão
Dói demais essa dor não tenho paz sem teu calor

Meu bem eu preciso do teu amor, sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim
Meu bem eu preciso do teu amor, sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim
Vê se você vem me dar um pouco de carinho
Me sinto carente e tão caidinho, eu preciso de amor
A saudade bate forte não me deixe sozinho

Meu bem me socorre meu peito vazio, sente a falta de você
Do amor, da paixão, pra curar a solidão
Dói demais essa dor, não tenho paz sem teu calor
Meu bem preciso do teu amor sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim
Meu bem preciso do teu amor sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim

Meu bem preciso do teu amor sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim
Meu bem preciso do teu amor sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim
Meu bem preciso do teu amor sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim
Meu bem preciso do teu amor sentir você dentro de mim
Pois a saudade faz a maldade ao meu viver dá fim"
