title,artist,lyrics
"Razões e emoções","NX Zero","Dizer
O que eu posso dizer?
Se estou cantando agora pra você
Ouvir com outra pessoa

É que às vezes acho que não sou o melhor pra você
Mas às vezes acho que poderíamos ser
O melhor pra nós dois
Só quero que saiba

Entre razões e emoções, a saída
É fazer valer a pena
Se não agora, depois, não importa
Por você posso esperar

Sentir
O que posso sentir?
Se em um segundo tudo acabar
Não vou ter como fugir

É que às vezes acho que não sou o melhor pra você
Mas às vezes acho que poderíamos ser
O melhor pra nós dois
Só quero que saiba

Entre razões e emoções, a saída
É fazer valer a pena
Se não agora, depois, não importa
Por você posso esperar
Posso esperar

Entre razões e emoções, a saída
É fazer valer a pena
Se não agora, depois, não importa
Por você posso esperar

(Isso vai passar) entre razões e emoções, a saída
(Tudo vai melhorar) é fazer valer a pena
(Isso vai passar) se não agora, depois, não importa
(Tudo vai melhorar) por você posso esperar

Posso esperar
Posso esperar
Posso esperar"
"Natiruts Reggae Power","Natiruts","Quando a noite cair e o som
Te trazer algum sonho bom
E fazer tudo transcender
Tristeza vai sumir e ninguém vai sofrer

Sintonize sua vibração
Não há tempo pra viver em vão
E não pense mais em desistir
Existe um mundo que só quer te ver sorrir

Não chora
A nossa vida é feita mesmo para se aprender
E agora
É hora de tentar se libertar, não vai doer

Deixe a energia do som te levar
A vibe positiva solta pelo ar
Quem sente com a alma é capaz de amar
Tá sempre livre pra cantar

Uo-oh-oh-oh, Natiruts reggae power chegou
Uo-oh-oh-oh, transformando toda noite em amor
Boom, boom
Uo-oh-oh-oh, Natiruts reggae power chegou
Uo-oh-oh-oh, transformando toda noite em amor
Boom

(Tudo nice)

Da paz e do amor eu quero muito mais
Não tenho a vida ganha, vou correndo atrás
A luz do seu sorriso pela noite é demais
Brasil, Jamaica, harmonia de paz

Sintonize sua vibração
Não há tempo pra viver em vão
E não pense mais em desistir
Existe um mundo que só quer te ver sorrir

Não chora
A nossa vida é feita mesmo para se aprender
E agora
É hora de tentar se libertar não vai doer

Deixe a energia do som te levar
A vibe positiva solta pelo ar
Quem sente com a alma
É capaz de amar
Tá sempre livre pra cantar

Uo-oh-oh-oh, Natiruts reggae power chegou
Uo-oh-oh-oh, transformando toda noite em amor
Boom, boom
Uo-oh-oh-oh, Natiruts reggae power chegou
Uo-oh-oh-oh, transformando toda noite em amor

Uo-oh-oh-oh, Natiruts reggae power chegou
Uo-oh-oh-oh, transformando toda noite em amor
Boom, boom
Uo-oh-oh-oh, Natiruts reggae power chegou
Uo-oh-oh-oh, transformando toda noite em amor
Boom"
"Deixo","Ivete Sangalo","Eu me lembro sempre, onde quer que eu vá
Só um pensamento em qualquer lugar
Só penso em você
Em querer te encontrar, ah

Só penso em você
Em querer te encontrar

Lembro daquele beijo que você me deu
Que até hoje está gravado em mim
Quando a noite vem
Fico louco pra dormir

Só pra ter você nos meus sonhos
Me falando coisas de amor
Sinto que me perco no tempo
Debaixo do meu cobertor

Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir
Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir

Lembro daquele beijo que você me deu
Que até hoje está gravado em mim
E quando a noite vem
Fico louco pra dormir

Só pra ter você nos meus sonhos
Me falando coisas de amor, oh
Sinto que me perco no tempo
Debaixo do meu cobertor

Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir
Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir

Deixo você ir
Deixo você ir
Deixo você ir
Deixo você ir

Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir
Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir

Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir
Eu faria tudo pra não te perder assim
Mas o dia vem e deixo você ir"
"Se Quiser","Tania Mara","Se quiser fugir
Pra qualquer lugar que for
Nem precisa me chamar
Tão perto que eu estou

Mas seu medo de perder
Não te deixa me olhar
Esqueça o que passou
Que tudo vai mudar

Agora eu posso ser seu anjo
Seus desejos sei de cor
Pro bem e pro mal
Você me tem
Não vai se sentir só
Meu amor!

Sempre que quiser um beijo
Eu vou te dar
Hei! Hei! Hei! Hei!
Sua boca vai ter tanta sede
De me tomar
Se quiser!
Sempre que quiser ir às estrelas
Me dê a mão
Deixa eu te levar

Eu penso te tocar
Te falar coisas comuns
E poder te amar
O amor mais incomum
Não deixa o medo te impedir
De chegar perto de mim
O que aconteceu ontem
Não vai mais repetir

Me deixa então estar contigo
Seus desejos sei de cor
Pro bem e pro mal
Você me tem
Não vai se sentir só
Meu amor! Se quiser!

Sempre que quiser um beijo
Eu vou te dar
(Eu vou te dar!)
Sua boca vai ter tanta sede
De me tomar
Se quiser!
Sempre que quiser ir às estrelas
Me dê a mão!
Deixa eu te levar

Me deixa ser real
E te ajudar a ser feliz
Porque eu sou o seu fogo
Tudo que você quis
Tudo que você quis
Eeeeeh!

Sempre que quiser um beijo
Eu vou te dar
(Te dar!)
Sua boca vai ter tanta sede
De me tomar
(Sua boca vai! Sua boca vai!)
Se quiser!
Sempre que quiser ir as estrelas
Me dê a mão!
Deixa eu te levar
Hei! Hei! Hei! Hei!

Sempre que quiser um beijo
Eu vou te dar
(Eu vou te dar!)
Sua boca vai ter tanta sede
De me tomar
(Sua boca vai! Sua boca vai!)
Se quiser!
Sempre que quiser ir as estrelas
Me dê a mão!
Deixa eu te levar
Deixa eu te levar!
Deixa eu te levar!"
"Aqui","Capital Inicial","Às vezes acho
Que eu fiquei louco
Me dando conselhos
Até ficar rouco
Às vezes acho
Que perdi a memória
Contando de novo
A mesma história...

Aqui onde as horas não passam
Aqui onde o Sol não me vê
Aqui onde eu não moro
Não existo sem você...

Me olho no espelho
E me vejo do avesso
O mesmo rosto
Que eu não reconheço
O rádio ligado
Chuva e calor
As gotas me ferem
Mas não sinto dor...

Aqui onde as horas não passam
Aqui onde o Sol não me vê
Aqui onde eu não moro
Não existo sem você...(3x)

Uhuum! Hum! Hum! Hum!"
"Berimbau Metalizado","Ivete Sangalo","Que som é esse mano?
Que o povo tá dançando?
Que vem de lá prá cá?
É um som diferente
Que alucina a gente
E faz dançar...

É uma mistura de tambor
Violino e agogô
Que não deixa ninguém parado
Lá no fundo tá rolando
O som que vem empurrando
É o berimbau metalizado...(2x)

Tá, tá, tá
Tá arrastando toda a massa
Tá, tá, tá
Tá balançando o chão da praça
Tá, tá, tá
Tá todo mundo arrepiado
Curtindo o som
Do berimbau metalizado...(2x)

Que som é esse mano?
Que o povo tá dançando?
Que vem de lá prá cá?
É um som diferente
Que alucina a gente
E faz dançar...

É uma mistura de tambor
Violino e agogô
Que não deixa ninguém parado
Lá no fundo tá rolando
O som que vem empurrando
É o berimbau metalizado...(2x)

Tá, tá, tá
Tá arrastando toda a massa
Tá, tá, tá
Tá balançando o chão da praça
Tá, tá, tá
Tá todo mundo arrepiado
Curtindo o som
Do berimbau metalizado...(2x)

Que, Que, Que, Que, Que
Que som e esse mano?
Que o povo tá dançando?
Que vem de lá, prá cá
Som diferente
Que alucina a gente
E faz dançar...

É uma mistura de tambor
Violino e agogô
Que não deixa ninguém parado
Lá no fundo tá rolando
O som que vem empurrando
É o berimbau!

Tá, tá, tá
Tá arrastando toda a massa
Tá, tá, tá
Tá balançando o chão da praça
Tá, tá, tá
Tá todo mundo arrepiado
Curtindo o som
Do berimbau metalizado...(4x)"
"Insolaçao do Coracao","Claudia Leitte","Paz, carnaval, futebol
Não mata, não engorda e não faz mal
Carnaval, futebol
Se joga para cima e vira Sol
Carnaval, futebol
Não mata, não engorda e não faz mal
Carnaval, futebol
Se joga para cima e vira Sol

Vai, vai, vai, fica aqui meu avião
Vem, vem, vem, que o Brasil não tem vulcão
Vai, vai, vai, suba aqui na minha moto
Vem, vem, vem, aqui não tem terremoto
Eu canto

Paz, carnaval, futebol
Não mata, não engorda e não faz mal
Carnaval, futebol
Se joga para cima e vira Sol

Vai, vai, vai, fica aqui meu avião
Vem, vem, vem, que o Brasil não tem vulcão
Vai, vai, vai, suba aqui na minha moto
Vem, vem, vem, aqui não tem terremoto

Temporal de calor
Tome um sorvete
O tempo é bom para o amor
No polo sul tem vento frio
Pra namorar
Vem todo mundo atrás do trio

Beija docinho, que estou doidinha
Pra te molhar a boca
Insolação, febre e paixão
Dei férias ao meu coração
Eu canto

Paz, carnaval, futebol
Não mata, não engorda e não faz mal
Carnaval, futebol
Se joga para cima e vira Sol

O povão tá maluco, o povão tá maluco
Swing de fogo, swing que queima
Swing do bem, swing da paz, levanta a galera
Swing que manda e comanda o carnaval

Temporal de calor
Tome um sorvete
O tempo é bom para o amor
No polo sul tem vento frio
Pra namorar
Vem todo mundo atrás do trio

Beija docinho, que estou doidinha
Pra te molhar a boca
Insolação, febre e paixão
Dei férias ao meu coração
Eu canto

Paz, carnaval, futebol
Não mata, não engorda e não faz mal
Carnaval, futebol
Se joga para cima e vira Sol
Carnaval, futebol
Não mata, não engorda e não faz mal
Carnaval, futebol
Se joga para cima e vira Sol

Vai, vai, vai, fica aqui meu avião
Vem, vem, vem, que o Brasil não tem vulcão
Vai, vai, vai, suba aqui na minha moto
Vem, vem, vem, aqui não tem terremoto

Paz, carnaval!"
"Não posso ter medo de amar","Bruno e Marrone","Quantos sonhos
Palavras em vão
Este meu coração já ouviu por aí

E eu feito um bobo caía
Inocente, não via
O começo do fim

Já não sei se entrego ou não
Já nem sei se é ilusão

Dessa vez vou tentar ser feliz
Mais uma vez

Não posso ter medo de amar
Meu corpo sobre o seu
Seu corpo sob o meu
No sabor mais gostoso de um beijo
Explode o desejo

Ah! Eu quero te prender
Até o amanhecer
Nunca mais te deixar ir embora
Não é só da boca pra fora

Quantos sonhos
Palavras em vão
Este meu coração já ouviu por aí

E eu feito um bobo caía
Inocente, não via
O começo do fim

Já não sei se entrego ou não
Já nem sei se é ilusão
Dessa vez vou tentar ser feliz
Mais uma vez

Não posso ter medo de amar
Meu corpo sobre o seu
Seu corpo sob o meu
No sabor mais gostoso de um beijo
Explode o desejo

Ah!
Eu quero te prender, até o amanhecer
Nunca mais te deixar ir embora
Não é só da boca pra fora

Meu corpo sobre o seu
Seu corpo sob o meu
No sabor mais gostoso de um beijo
Explode o desejo

Ah!
Eu quero te prender
Até o amanhecer
Nunca mais te deixar ir embora
Não é só da boca pra fora"
"Rosas","Ana Carolina","Você pode me ver do jeito que quiser
Eu não vou fazer esforço pra te contrariar
De tantas mil maneiras que eu posso ser
Estou certa que uma delas vai te agradar

Você pode me ver do jeito que quiser
Eu não vou fazer esforço pra te contrariar
De tantas mil maneiras que eu posso ser
Estou certa que uma delas vai te agradar

Porque eu sou feita pro amor da cabeça aos pés
E não faço outra coisa do que me doar
Se causei alguma dor, não foi por querer
Nunca tive a intenção de te machucar

Porque eu gosto é de rosas
E rosas, e rosas
Acompanhadas de um bilhete
Me deixam nervosa

Toda mulher gosta de rosas
E rosas, e rosas
Muitas vezes são vermelhas
Mas sempre são rosas

Se teu santo, por acaso, não bater com o meu
Eu retomo o meu caminho e nada a declarar
Meia culpa, cada um que vá cuidar do seu
Se for só um arranhão, eu não vou nem soprar

Porque eu sou feita pro amor da cabeça aos pés
E não faço outra coisa do que me doar
Se causei alguma dor, não foi por querer
Nunca tive a intenção de te machucar

Porque eu gosto é de rosas
E rosas, e rosas
Acompanhadas de um bilhete
Me deixam nervosa

Toda mulher gosta de rosas
E rosas, e rosas
Muitas vezes são vermelhas
Mas sempre são rosas

Eu gosto é de rosas
E rosas, e rosas
Acompanhadas de um bilhete
Me deixam nervosa

Toda mulher gosta de rosas
E rosas, e rosas
Muitas vezes são vermelhas
Mas sempre são rosas

Você pode me ver do jeito que quiser
Eu não vou fazer esforço pra te contrariar
De tantas mil maneiras que eu posso ser
Estou certa que uma delas vai te agradar"
"Pontes Indestrutíveis","Charlie Brown Jr","Buscando um novo rumo
Que faça sentido
Nesse mundo louco
Com o coração partido, eu
Tomo cuidado
Pra que os desequilibrados
Não abalem minha fé
Pra eu enfrentar com otimismo essa loucura

Os homens podem falar
Mas os anjos podem voar
Quem é de verdade
Sabe quem é de mentira
Não menospreze o dever
Que a consciência te impõe
Não deixe pra depois
Valorize a vida

Resgate suas forças e se sinta bem
Rompendo a sombra da própria loucura
Cuide de quem corre do seu lado
E quem te quer bem
Essa é a coisa mais pura

Fragmentos da realidade
Estilo mundo cão
Tem gente que desanda
Por falta de opção
E toda fé que eu tenho
Eu tô ligado
Que ainda é pouco
Os bandidos de verdade
Tão em Brasília, tudo solto

Eu faço da dificuldade
A minha motivação
A volta por cima
Vem na continuação
O que se leva dessa vida
É o que se vive, é o que se faz
Saber muito é muito pouco
Stay real, esteja em paz

Que importa é se sentir bem
Que importa é fazer o bem
Eu quero ver meu povo todo
Evoluir também

Que importa é se sentir bem
Que importa é fazer o bem
Eu quero ver meu povo todo
Prosperar também

Que importa é se sentir bem
Que importa é fazer o bem
Eu quero ver meu povo todo
Evoluir também
Que importa é se sentir bem

Resgate suas forças e se sinta bem
Rompendo a sombra da própria loucura
Cuide de quem corre do seu lado
E quem te quer bem
Essa é a coisa mais pura

Difícil é entender e viver no paraíso perdido
Mas não seja mais um iludido
Derrotado e sem juízo
Então

Resgate suas forças e se sinta bem
Rompendo a sombra da própria loucura
Cuide de quem corre do seu lado
E quem te quer bem
Essa é a coisa mais pura

Que importa é se sentir bem
Que importa é fazer o bem
Eu quero ver meu povo todo
Evoluir também

Que importa é se sentir bem
Que importa é fazer o bem
Eu quero ver meu povo todo
Prosperar também

Que importa é se sentir bem
Que importa é fazer o bem
Eu quero ver meu povo todo
Evoluir também
Que importa é se sentir bem

Viver, viver e ser livre
Saber dar valor para as coisas mais simples
Só o amor constrói
Pontes indestrutíveis"
