title,artist,lyrics
"Seu Polícia","Zé Neto e Cristiano","Seu polícia, é que eu separei recentemente
De paixão, eu tô doente
Será que o senhor me entende?

Os vizinhos tão reclamando do volume do meu som
Mas enquanto ela não voltar
Eu vou continuar

Me afogando no álcool
O som do carro no talo
Manda a multa, que eu vou pagar
Mas enquanto ela não voltar

Sofrimento é mato
Coração em pedaço
Compreenda, por favor
O meu amor me deixou

Seu polícia, é que eu separei recentemente
De paixão, eu tô doente
Será que o senhor me entende?

Os vizinhos tão reclamando do volume do meu som
Mas enquanto ela não voltar
Eu vou continuar

Me afogando no álcool
O som do carro no talo
Manda a multa, que eu vou pagar
Mas enquanto ela não voltar

Sofrimento é mato
Coração em pedaço
Compreenda, por favor
O meu amor me deixou

Me afogando no álcool
O som do carro no talo
Manda a multa, que eu vou pagar
Mas enquanto ela não voltar

Sofrimento é mato
Coração em pedaço
Compreenda, por favor
O meu amor me deixou"
"Infiel","Marília Mendonça","Isso não é uma disputa
Eu não quero te provocar
Descobri faz um ano e tô te procurando pra dizer
Hoje a farsa vai acabar

Hoje não tem hora de ir embora
Hoje ele vai ficar
No momento deve estar feliz e achando que ganhou
Não perdi nada, acabei de me livrar

Com certeza ele vai atrás, mas com outra intenção
Tá sem casa, sem rumo e você é a única opção
E agora será que aguenta a barra sozinha?
Se sabia de tudo, se vira, a culpa não é minha

O seu prêmio que não vale nada, estou te entregando
Pus as malas lá fora e ele ainda saiu chorando
Essa competição por amor só serviu pra me machucar
Tá na sua mão, você agora vai cuidar de um traidor
Me faça esse favor

Iêêê, infiel
Eu quero ver você morar num motel
Estou te expulsando do meu coração
Assuma as consequências dessa traição

Iê iê iê, infiel
Agora ela vai fazer o meu papel
Daqui um tempo você vai se acostumar
E aí vai ser a ela a quem vai enganar
Você não vai mudar

O seu prêmio que não vale nada, estou te entregando
Pus as malas lá fora e ele ainda saiu chorando
Essa competição por amor só serviu pra me machucar
Tá na sua mão, você agora vai cuidar de um traidor
Me faça esse favor

Iêêê, infiel
Eu quero ver você morar num motel
Estou te expulsando do meu coração
Assuma as consequências dessa traição

Iê iê iê, infiel
Agora ela vai fazer o meu papel
Daqui um tempo você vai se acostumar
E aí vai ser a ela a quem vai enganar
Você não vai mudar

Iêê, infiel
Agora ela vai fazer o meu papel
Daqui um tempo você vai se acostumar
E aí vai ser a ela a quem vai enganar
Você não vai mudar

Iêêê, infiel"
"Pronto Falei","Eduardo Costa","Pegue suas coisas, coloca na mala
Eu vou te esperar lá no sofá da sala
É hora de dizer adeus!
Aguentei demais as suas ilusões
Dizendo que me amava e tendo outras paixões por aí

Não me acostumei a ter só a metade
Uma aqui comigo e a outra na saudade, mas passou
Infelizmente o que começa vai ter fim
E você não foi o que eu sonhei pra mim
Vá viver a sua vida e me esquece, desaparece

Eu não quero mais me sujeitar a isso que me sujeitei
Me doando tanto como eu me doei e você não deu valor
Eu não quero mais ter que depender do amor de alguém
Que fala que me ama e não ama ninguém
Pode ir, me cansei
Pronto, falei!

Infelizmente o que começa vai ter fim
E você não foi o que eu sonhei pra mim
Vá viver a sua vida e me esquece, desaparece

Eu não quero mais me sujeitar a isso que me sujeitei
Me doando tanto como eu me doei e você não deu valor
Eu não quero mais ter que depender do amor de alguém
Que fala que me ama e não ama ninguém
Pode ir, me cansei
Pronto, falei!

Eu não quero mais me sujeitar a isso que me sujeitei
Me doando tanto como eu me doei e você não deu valor
Eu não quero mais ter que depender do amor de alguém
Que fala que me ama e não ama ninguém
Pode ir, me cansei
Pronto, falei!

Pode ir, me cansei
Pronto, falei!"
"Medo Bobo","Maiara & Maraisa","Ah, esse tom de voz eu reconheço
Mistura de medo e desejo
Tô aplaudindo a sua coragem de me ligar

Eu pensei que só tava alimentando
Uma loucura da minha cabeça
Mas quando ouvi sua voz, respirei aliviado

Tanto amor guardado, tanto tempo
A gente se prendendo à toa
Por conta de outra pessoa
Só dá pra saber se acontecer

É, e na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes

E na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes
No fundo sempre fomos bons amantes
É o fim daquele medo bobo

Tanto amor guardado, tanto tempo
A gente se prendendo à toa
Por conta de outra pessoa
Só dá pra saber se acontecer

É, e na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes

E na hora que eu te beijei
Foi melhor do que eu imaginei
Se eu soubesse tinha feito antes
No fundo sempre fomos bons amantes
No fundo sempre fomos bons amantes
É o fim daquele medo bobo
É o fim daquele medo bobo"
"Sosseguei","Jorge & Mateus","Tô virado já tem uns três dias
Tô bebendo o que eu jamais bebi
Vou falar o que eu nunca falei
É a primeira e a última vez

Eu sosseguei
Ontem foi a despedida da balada
Dessa vida de solteiro
Eu sosseguei
Mudei a rota e meus planos
O que eu tava procurando
Eu achei, em você

Se quer cinema eu sou o par perfeito
Quer curtir balada já tem seu parceiro
Ou ficar em casa amando o dia inteiro
Ou dividir comigo o seu brigadeiro

E nessa vida agora somos dois, três, quatro
Quantos você quiser
A partir de hoje, eu sou um homem de uma só mulher"
"Esqueci Você","Henrique & Diego","Eu esqueci você
Tô ligando em plena madrugada
E te acordando pra dizer
Que eu esqueci você

Eu já nem lembro mais
Que seu beijo tinha gosto de saudade
Que no seu perfume era tão doce
Eu nem me lembro mais

Se eu te ligo da mesa do bar
Se você já cansou de escutar
Que um dia eu iria esquecer
Esse dia chegou, acabou de chegar
Se ainda guardo lembranças de nós
Na memória do meu celular
Se carrego comigo a foto
Que a gente tirou lá na beira do mar
Tudo isso é pra você lembrar
Lembrar que eu te esqueci

Eu esqueci você
Tô ligando em plena madrugada
E te acordando pra dizer
Que eu esqueci você

Eu já nem lembro mais
Que seu beijo tinha gosto de saudade
Que no seu perfume era tão doce
Eu nem me lembro mais

Se eu te ligo da mesa do bar
Se você já cansou de escutar
Que um dia eu iria esquecer
Esse dia chegou, acabou de chegar
Se ainda guardo lembranças de nós
Na memória do meu celular
Se carrego comigo a foto
Que a gente tirou lá na beira do mar
Tudo isso é pra você lembrar
Lembrar que eu te esqueci

Se eu te ligo da mesa do bar
Se você já cansou de escutar
Que um dia eu iria esquecer
Esse dia chegou, acabou de chegar
Se ainda guardo lembranças de nós
Na memória do meu celular
Se carrego comigo a foto
Que a gente tirou lá na beira do mar
Tudo isso é pra você lembrar
Lembrar que eu te esqueci

Tudo isso é pra você lembrar
Lembrar que eu te esqueci"
"Que Pena Que Acabou","Gusttavo Lima","Que pena que acabou, uô, uô, uô, uô
E o meu coração chorou, uô, uô, uô, uô
Que pena que acabou, uô, uô, uô, uô

Ainda não tive coragem de arrumar a cama
Que a gente fez amor pela última vez
Pela última vez

O seu cheiro está entre nossos lençóis
E na memória, o calor do seu corpo debaixo do cobertor
Que a gente fez amor

Será que você ainda pensa em mim?
Será que o nosso caso teve fim?
Quero ouvir de você, eu preciso saber

Independente da sua decisão
Quero falar do fundo do meu coração
Que valeu a pena tudo que a gente viveu

Que pena que acabou, uô, uô, uô, uô
E o meu coração chorou, uô, uô, uô, uô
Que pena que acabou, uô, uô, uô, uô
Mas ainda existe amor, uô, uô, uô, uô
Que pena que acabou

Ainda não tive coragem de arrumar a cama
Que a gente fez amor pela última vez
Pela última vez

O seu cheiro está entre nossos lençóis
E na memória, o calor do seu corpo debaixo do cobertor
Que a gente fez amor

Será que você ainda pensa em mim?
Será que o nosso caso teve fim?
Quero ouvir de você, eu preciso saber

Independente da sua decisão
Quero falar do fundo do meu coração
Que valeu a pena tudo que a gente viveu

Que pena que acabou, uô, uô, uô, uô
E o meu coração chorou, uô, uô, uô, uô
Que pena que acabou, uô, uô, uô, uô
Mas ainda existe amor, uô, uô, uô, uô
Que pena que acabou, uô, uô"
"Como É Que A Gente Fica","Henrique e Juliano","Eu tava certo de que o amor era pros outros não era pra mim
Um cara esperto, fechado no meu canto, eu só vivia assim
Entre uma boca e outra, uma dose e outra
Toda madrugada nessa vida louca
Nem passou pela cabeça me apaixonar

Eu esbarrei no seu olhar
Tropecei no seu beijo
Colei no seu rosto
Eu queimei a língua
Foi na ponta do queixo, me acertou de jeito
Olha eu na sua vida
Pensa, explica, como é que a gente fica?

Eu esbarrei no seu olhar
Tropecei no seu beijo
Colei no seu rosto
Eu queimei a língua
Foi na ponta do queixo, me acertou de jeito
Olha eu na sua vida
Pensa, explica, como é que a gente fica?
Como é que a gente fica?

Entre uma boca e outra uma dose e outra
Toda madrugada nessa vida louca
Nem passou pela cabeça me apaixonar

Eu esbarrei no seu olhar
Tropecei no seu beijo
Colei no seu rosto
Eu queimei a língua
Foi na ponta do queixo, me acertou de jeito
Olha eu na sua vida
Pensa, explica, como é que a gente fica?

Eu esbarrei no seu olhar
Tropecei no seu beijo
Colei no seu rosto
Eu queimei a língua
Foi na ponta do queixo, me acertou de jeito
Olha eu na sua vida
Pensa, explica, como é que a gente fica?

Eu esbarrei no seu olhar
Tropecei no seu beijo
Colei no seu rosto
Eu queimei a língua
Foi na ponta do queixo, me acertou de jeito
Olha eu na sua vida
Pensa, explica, como é que a gente fica?
Como é que a gente fica?"
"40 Graus de Amor","Bruno e Barretto","Estou tentando vou sair de você
Aos poucos me segurando
Estou completamente louco
Esse seu jogo não quero nunca mais jogar

O seu sorriso eu vejo que não é sincero
Me desespero, aos poucos eu perco a paz
Não volto atrás, já não me vejo em seu olhar

O meu sorriso, eu inventei pra disfarçar
Parece claro, mas não consigo enxergar
Ta tudo fora do lugar

Tá tudo bagunçado, peito ta doendo
Coração quebrado, 40 graus de amor
Febre de apaixonado uô uô uô uô
Tá tudo bagunçando, peito ta doendo
Coração quebrado, não sei te esquecer
Nem ficar do seu lado uô uô uô uô"
"Batom Vermelho","Lucas Lucco","É, não tô ligando, faz o que quiser
Se me encontrar finge que não me viu
Deixa meu coração vazio
Para outra mulher

E a partir de agora eu vou voltar
Pros meus amigos, pra farra e pro bar
O meu motivo pra mudar, acabou de acabar

Fui pra balada e armei piseiro
Beijei mais bocas que batom vermelho
Mas eu, ainda me vejo com você
Eu passo o dia inteiro bebendo
E quando eu acho que estou te esquecendo
Eu ainda me vejo com você

É, não tô ligando, faz o que quiser
Se me encontrar finge que não me viu
Deixa meu coração vazio
Para outra mulher

E a partir de agora eu vou voltar
Pros meus amigos, pra farra e pro bar
O meu motivo pra mudar, acabou de acabar

Fui pra balada e armei piseiro
Beijei mais bocas que batom vermelho
Mas eu, ainda me vejo com você
Eu passo o dia inteiro bebendo
E quando eu acho que estou te esquecendo
Eu ainda me vejo com você

Fui pra balada e armei piseiro
Beijei mais bocas que batom vermelho
Mas eu, ainda me vejo com você
Eu passo o dia inteiro bebendo
E quando eu acho que estou te esquecendo
Eu ainda me vejo com você

É, não tô ligando faz o que quiser
Se me encontrar finge que não me viu
Deixa meu coração vazio"
"Pra ter você aqui","Thaeme e Thiago","Iê, Iê, Iê, Iê
Iê, Iê, Iê, Iê
Iê, Iê, Iê, Iê, Iê

É madrugada, quatro horas da manhã
E eu aqui sem sono, pensando em você de novo
Querendo ter você aqui

Meu coração tá na saudade, só lembrando nosso último encontro
O abraço quente, o beijo gostoso
Que falta faz você aqui

Eu já tentei, mas é inútil conviver com essa saudade, não dá!
Procuro em todas as esquinas buscando seu olhar
Eu peço a Deus todos os dias pra encontrar você

Pra ter você de novo aqui
Eu corro, eu vou até o fim
Eu grito aos quatro ventos
Digo ao mundo que eu só amo você

E passe o tempo que passar
Eu tô aqui pra te esperar
Eu sei que aí dentro de você ainda existe nós dois
Vive o nosso amor"
