title,artist,lyrics
"Termina comigo antes","Gusttavo Lima","Quem ama dá valor
E pensa no que faz
Quando existe amor
O coração não trai

Tô sentindo você tão distante
Se arrumando demais pra sair
Cada dia tá mais elegante
Tô sentindo que não é pra mim

Se resolver trocar o amor por um instante
Termina comigo antes
Se pra você eu sou insignificante
Termina comigo antes

Se resolver trocar o amor por um instante
Termina comigo antes
Se pra você eu sou insignificante
Termina comigo antes

Tô sentindo você tão distante
Se arrumando demais pra sair
Cada dia tá mais elegante
Tô sentindo que não é pra mim

Se resolver trocar o amor por um instante
Termina comigo antes
Se pra você eu sou insignificante
Termina comigo antes

Se resolver trocar o amor por um instante
Termina comigo antes
Se pra você eu sou insignificante
Termina comigo antes

Termina comigo antes
Termina comigo antes
Termina comigo antes
Vai doer, mas termina antes"
"Bloqueado","Gusttavo Lima","(O Embaixador!)

Tô aqui bebendo em um botequinho de esquina
Cerveja e pinga depois de um dia inteiro de trabalho
Já é fim de tarde
Me bateu uma saudade
Me bateu uma saudade

Eu sei que eu não posso ligar pra quem já me esqueceu
Coração prometeu nunca mais recair
Só que agora bebeu, tá sem dignidade
Me bateu um saudade
Daquelas que o coração arde

9912-5003
Olha eu recaindo outra vez

Lembrei
Que tô bloqueado
É muita raiva misturada com tristeza
Olha eu chorando e dando porrada na mesa

Lembrei
Que tô bloqueado
É muita raiva misturada com tristeza
Olha eu chorando e dando porrada na mesa
Derrama, derrama, cerveja

(Quem tá feliz na festa faz barulho aê!)

Eu sei que eu não posso ligar pra quem já me esqueceu
Coração prometeu nunca mais recair
Só que agora bebeu, tá sem dignidade
Me bateu um saudade
Daquelas que o coração arde

9912-5003
Olha eu recaindo outra vez

Lembrei
Que tô bloqueado
É muita raiva misturada com tristeza
Olha eu chorando e dando porrada na mesa

E lembrei
Que tô bloqueado
É muita raiva misturada com tristeza
Olha eu chorando e dando porrada na mesa

(Vem, vem, vem, Boston!)

Lembrei
Que tô bloqueado
É muita raiva misturada com tristeza
Olha eu chorando e dando porrada na mesa
Derrama, derrama, cerveja"
"Abalo emocional","Luan Santana","Te falei: Não confunda as coisas
Melhor nem se apegar
Posso não tá mais aqui quando acordar

Te avisei: Não sou flor que se cheira
Mas essa abelha é teimosa
Me cheira e ainda me beija
Com essa boca gostosa

Tá aí o motivo do meu abalo emocional
Fico ou não fico?
Vou ou não vou?
É lance ou amor?

E aí, chegou pousando na minha revoada
Freou minha boca que era acelerada
Ela é porrada
Oh, baixinha invocada

Chegou pousando na minha revoada
Freou minha boca que era acelerada
Ela é porrada
Oh, baixinha invocada

Conseguiu tirar o mel de onde ninguém tirava

Quando eu te conheci, pensei
Vou dar o golpe, eu que levei
Tentei roubar o coração de uma ladra

Dona da lei, eu não queria te amar, te amei
Eu não queria me entregar, me entreguei
Eu não queria me jogar, eu me joguei
Eu não queria

Tá aí o motivo do meu abalo emocional
Fico ou não fico?
Vou ou não vou?
É lance ou amor?

E aí, chegou pousando na minha revoada
Freou minha boca que era acelerada
Ela é porrada
Oh, baixinha invocada

Chegou pousando na minha revoada
Freou minha boca que era acelerada
Ela é porrada
Oh, baixinha invocada

Chegou pousando na minha revoada
Freou minha boca que era acelerada
Ela é porrada
Oh, baixinha invocada

Chegou pousando na minha revoada
Freou minha boca que era acelerada
Ela é porrada
Oh, baixinha invocada

Conseguiu tirar o mel de onde ninguém tirava"
"A maior saudade","Henrique e Juliano","Tem amores da vida que não são pra vida
Nesse caso, eu e você somos a prova viva
Tem começo que o fim nem passa na cabeça
Até que um belo dia, esse dia chega

Chega chamando pelo nome quem chamou de amor
E a boca que falou te amo, fala que acabou
E o nosso pra sempre, infelizmente, não vingou

Apesar de não te comover com o meu sofrimento
Mesmo que sair da sua vida seja um livramento
Apesar de não valer o álcool que eu tô bebendo
Mesmo que você ligue o foda-se, cê segue sendo
A maior saudade de todos os tempos
A maior saudade de todos os tempos

Tem amores da vida que não são pra vida
Nesse caso, eu e você somos a prova viva
Tem começo que o fim nem passa na cabeça
Até que um belo dia, esse dia chega

Chega chamando pelo nome quem chamou de amor
E a boca que falou te amo, fala que acabou
E o nosso pra sempre, infelizmente, não vingou

Apesar de não te comover com o meu sofrimento
Mesmo que sair da sua vida seja um livramento
Apesar de não valer o álcool que eu tô bebendo
Mesmo que você ligue o foda-se, cê segue sendo
A maior saudade de todos os tempos
A maior saudade de todos os tempos"
"Ela e Ela","Zé Neto e Cristiano","Nessa casa têm
Duas pessoas enganadas
Uma que não sabe de nada
E a que sabe tudo
Escondendo lágrimas

E choro na dispensa
No chuveiro quente
Num filme de romance
Disfarçadamente
Mas não na frente de quem não traiu ninguém

Como eu vou falar pro meu amor
Que eu tô sofrendo por amor
E que esse amor não é o dela?
E se ela descobrir, eu perco ela e ela
Se ela descobrir, eu perco ela e ela

Como eu vou falar pro meu amor
Que eu tô sofrendo por amor
E que esse amor não é o dela?
E se ela descobrir, eu perco ela e ela
Se ela descobrir, eu perco ela e ela

E choro na dispensa
No chuveiro quente
Num filme de romance
Disfarçadamente
Mas não na frente de quem não traiu ninguém

Como eu vou falar pro meu amor
Que eu tô sofrendo por amor
E que esse amor não é o dela?
E se ela descobrir, eu perco ela e ela
Se ela descobrir, eu perco ela e ela

Como eu vou falar pro meu amor
Que eu tô sofrendo por amor
E que esse amor não é o dela?
E se ela descobrir, eu perco ela e ela
Se ela descobrir, eu perco ela e ela"
"Sofrimento antecipado","Gustavo Mioto","Fica assim então
A partir desse tchau
Foi mal, vou cortar relação

É que eu não aguento não
Saber que eu não vou ser
Mais o motivo desse sorrisão

Não quero mais papo, não quero notícia
Parei de seguir pra seguir minha vida
Mas em qualquer coisa que te envolve
Toca a ferida

Já tô me vendo bêbado te stalkeando pelo perfil falso
Te imaginando bêbada tirando a roupa pra outro no quarto
Nem sei se já saiu, se beijou, se entregou
E eu já tô um bagaço
É que eu sou emocionado
E sofro tudo antecipado

É que eu sou emocionado
E sofro tudo antecipado

Fica assim então
A partir desse tchau
Foi mal, vou cortar relação

É que eu não aguento não
Saber que eu não vou ser
Mais o motivo desse sorrisão

Não quero contato, não quero notícia
Parei de seguir pra seguir minha vida
Mas em qualquer coisa que te envolve
Toca a ferida

Já tô me vendo bêbado te stalkeando pelo perfil falso
Te imaginando bêbada tirando a roupa pra outro no quarto
Nem sei se já saiu, se beijou, se entregou
E eu já tô um bagaço
É que eu sou emocionado
E sofro tudo antecipado

É que eu sou emocionado
E sofro tudo antecipado

Eu sofro tudo antecipado"
"Melhor ser uma saudade","Zé Neto e Cristiano","Nesse caso
A gente não tem um caso mais
Seu descaso deixou a gente pra trás
Eu não sou mais o mesmo

Não vou negar que eu não tô feliz
Celular tocou, tremeu, eu nem tremi
Quem jurou que eu ia sentir falta
Parece que tá com uma falta danada de mim, oh

Melhor ser uma saudade
Do que ter uma
Melhor ser o que ignora
Do que o que procura
Que bom que hoje eu tô sendo a sua
Que bom que hoje eu tô sendo a sua

Melhor ser uma saudade
Do que ter uma
Melhor ser o que ignora
Do que o que procura
Que bom que hoje eu tô sendo a sua
Que bom que hoje eu tô sendo a sua

Não vou negar que eu não tô feliz
Celular tocou, tremeu, eu nem tremi
Quem jurou que eu ia sentir falta
Parece que tá com uma falta danada de mim, oh

Melhor ser uma saudade
Do que ter uma
Melhor ser o que ignora
Do que o que procura
Que bom que hoje eu tô sendo a sua
Que bom que hoje eu tô sendo a sua

Melhor ser uma saudade
Do que ter uma
Melhor ser o que ignora
Do que o que procura
Que bom que hoje eu tô sendo a sua
Que bom que hoje eu tô sendo a sua"
"Evento cancelado","Henrique e Juliano","Se eu quietasse a boca
Evitava esse choro, esse cheiro de álcool na roupa
E a fumaça na sala e um cinzeiro cheio de arrependimento

Eu perdi minha chance quando me entreguei pra outro alguém
Se não for com você, não vai ser com ninguém

Dói saber
Que os nossos filhos nem vão nascer
Dói saber
Que não vai ter festa e nem briga pelo seu buquê

Dói saber
Que os nossos filhos nem vão nascer
Dói saber
Que não vai ter festa e nem briga pelo seu buquê

Evento cancelado, vestido diferente
Curto e vermelho pra seguir em frente
E eu, eu sigo solteiro pra sempre

Eu perdi minha chance quando me entreguei pra outro alguém
Se não for com você, não vai ser com ninguém

Dói saber
Que os nossos filhos nem vão nascer
Dói saber
Que não vai ter festa e nem briga pelo seu buquê

Dói saber
Que os nossos filhos nem vão nascer
Dói saber
Que não vai ter festa e nem briga pelo seu buquê

Evento cancelado, vestido diferente
Curto e vermelho pra seguir em frente
E eu, eu sigo solteiro pra sempre"
"Eu já tava bem","Wesley Safadão","Não tinha porque você me ligar
Não tinha razão pra gente se encontrar

Se tudo acabou
Tava tudo certo
Pra que mexer num coração que tá quieto?
Pra brincar? Pra usar?

Eu já tava bem
Na minha cabeça não tinha você
Aí me beijou
E falou de amor
E só sossegou
Quando me viu sofrer

Eu já tava bem
Na minha cabeça não tinha você
Aí me beijou
E falou de amor
E só sossegou
Quando me viu sofrer

Olha, não tinha porque você me ligar
Não tinha razão pra gente se encontrar

Se tudo acabou
Tava tudo certo
Pra que mexer num coração que tá quieto?
Pra brincar? Pra usar?

Mas eu já tava bem
Na minha cabeça não tinha você
Aí me beijou
E falou de amor
E só sossegou
Quando me viu sofrer

E eu já tava bem
Olha, na minha cabeça não tinha você
Aí me beijou
E falou de amor
E só sossegou
Quando me viu sofrer
Ooh, ooh
É o Safadão falando de amor"
"Moral da história","Israel e Rodolffo","Era uma vez uma gaiola prata
Que tinha dentro
Um passarinho que cantava

Mas depois que ele cantava
Ele se lamentava no ombro da gaiola
Pensando que era feliz lá dentro
Mas podia ser bem mais lá fora

E a gaiola, contrariada, abriu a porta
E falou bate asas
Mas esquece o caminho de volta
E o passarinho, então, voou, voou, voou
E a tal felicidade ele nunca encontrou

Moral da história
O passarinho era eu e ela era a gaiola
Bateu arrependimento
Voltei tinha outro passarinho na gaiola
Com ovinho dentro

Ninguém tá feliz com o que tá tendo
Quem casa quer ficar solteiro
E quem tá solteiro quer um casamento"
