title,artist,lyrics
"O Canto da cidade","Daniela Mercury","A cor dessa cidade sou eu
O canto dessa cidade é meu
A cor dessa cidade sou eu
O canto dessa cidade é meu

O gueto, a rua, a fé
Eu vou andando a pé pela cidade bonita
O toque do afoxé e a força de onde vem
Ninguém explica, ela é bonita

O gueto, a rua, a fé
Eu vou andando a pé pela cidade bonita
O toque do afoxé e a força de onde vem
Ninguém explica, ela é bonita

Uô ô verdadeiro amor
Uô ô você vai onde eu vou
Uô ô verdadeiro amor
Uô ô você vai onde eu vou

Não diga que não me quer
Não diga que não quer mais
Eu sou o silêncio da noite
O sol da manhã

Mil voltas o mundo tem
Mas tem um ponto final
Eu sou o primeiro que canta
Eu sou o carnaval

A cor dessa cidade sou eu
O canto dessa cidade é meu
A cor dessa cidade sou eu
O canto dessa cidade é meu

Não diga que não me quer
Não diga que não quer mais
Eu sou o silêncio da noite
O sol da manhã

Mil voltas o mundo tem
Mas tem um ponto final
Eu sou o primeiro que canta
Eu sou o carnaval

Uô ô verdadeiro amor
Uô ô você vai onde eu vou
Uô ô verdadeiro amor
Uô ô você vai onde eu vou

A cor dessa cidade sou eu
O canto dessa cidade é meu
A cor dessa cidade sou eu
O canto dessa cidade é meu"
"Cigana","Raça Negra","Não deixe o tempo acabar
Com nosso amor
Eu faço tudo e o impossível
E você não dá valor

Te amo como um louco
Estou morrendo aos poucos
Você parece estar feliz
Pisando sobre mim
Desesperadamente
Eu choro por você
Meu coração carece do seu amor, do seu amor

Então vem (então vem)
Maltrata de vez (maltrata de vez)
Estou com saudade e a tua maldade me faz delirar
Te perder
Te perder (te perder)
Eu não vou resistir (eu não vou resistir)
Eu vivo sofrendo
Estou te querendo
Nasci pra você, cigana

Não deixe o tempo acabar
Com nosso amor
Eu faço tudo e o impossível
E você não dá valor

Te amo como um louco
Estou morrendo aos poucos
Você parece estar feliz
Pisando sobre mim
Desesperadamente
Eu choro por você
Meu coração carece do seu amor, do seu amor

(Então vem) então vem
(Maltrata de vez) maltrata de vez
(Estou com saudade e a sua maldade me faz delirar)
Te perder
(Te perder) te perder
(Eu não vou resistir) eu não vou resistir
Eu vivo sofrendo
(Estou te querendo)
(Nasci pra você) cigana

(Então vem) então vem
(Maltrata de vez) maltrata de vez
(Estou com saudade e a sua maldade me faz delirar)
Te perder
(Te perder) te perder
(Eu não vou resistir) eu não vou resistir
(Eu vivo sofrendo)
(Estou te querendo)
(Nasci pra você) cigana

(Então vem) então vem"
"Olha amor","Gian e Giovani","Olha, amor
Tô morrendo de saudade
Coração tá com vontade
De sentir o seu pulsar

Olha, amor
Eu vi todos os meus planos
Se perdendo em desenganos
Vi meu mundo desabar

Olha, amor
Foram tantas por aí
Tive, às vezes, que mentir
Que eu tinha te esquecido

Olha, amor
Eu mentia para o mundo
Mas a saudade profunda
Fez minha vida mais sofrida

Olha, amor
A saudade dói demais
Roubou toda a minha paz
Tá difícil te esquecer

Olha, amor
Por favor, não me esqueça
Estou perdendo a cabeça
De saudade de você

Olha, amor
Foram tantas por aí
Tive, às vezes, que mentir
Que eu tinha te esquecido

Olha, amor
Eu mentia para o mundo
Mas a saudade profunda
Fez minha vida mais sofrida

Olha, amor
A saudade dói demais
Roubou toda a minha paz
Tá difícil te esquecer

Olha, amor
Por favor, não me esqueça
Estou perdendo a cabeça
De saudade de você

Olha, amor
A saudade dói demais
Roubou toda a minha paz
Tá difícil te esquecer

Olha, amor
Por favor, não me esqueça
Estou perdendo a cabeça
De saudade de você

Olha, amor
A saudade dói demais
Roubou toda a minha paz
Tá difícil te esquecer"
"Brincar De Ser Feliz","Chitãozinho & Xororó","Tranquei a porta do meu peito
Depois joguei a chave fora
E bem depressa eu mandei
A solidão embora

E nem dei o primeiro passo
Já dei de cara com você
Me olhando com aquele jeito
Que só você tem
Quando quer me vencer

Dona das minhas vontades
Com a chave da paixão
Tranquilamente, vai e volta
Entra e abre a porta
Do meu coração

Já sabe do meu ponto fraco
Das minhas manhãs e desejos
Desliza sobre a minha pele
Põe na minha boca
O mel dos seus beijos

Como é que eu posso
Me livrar das garras
Desse amor gostoso?
O jeito é relaxar
E começar tudo de novo

Como é que eu posso não querer
Se na verdade eu quero bis?
Rolar com você, nem que seja
Pra brincar de ser feliz

Como é que eu posso
Me livrar das garras
Desse amor gostoso?
O jeito é relaxar
E começar tudo de novo

Como é que eu posso não querer
Se na verdade eu quero bis?
Rolar com você, nem que seja
Pra brincar de ser feliz

Dona das minhas vontades
Com a chave da paixão
Tranquilamente, vai e volta
Entra e abre a porta
Do meu coração

Já sabe do meu ponto fraco
Das minhas manhas e desejos
Desliza sobre a minha pele
Põe na minha boca
O mel dos seus beijos

Como é que eu posso
Me livrar das garras
Desse amor gostoso?
O jeito é relaxar
E começar tudo de novo

Como é que eu posso não querer
Se na verdade eu quero bis?
Rolar com você, nem que seja
Pra brincar de ser feliz

Como é que eu posso
Me livrar das garras
Desse amor gostoso?
O jeito é relaxar
E começar tudo de novo

Como é que eu posso não querer
Se na verdade eu quero bis?
Rolar com você, nem que seja
Pra brincar de ser feliz

Rolar com você, nem que seja
Pra brincar de ser feliz
Rolar com você, nem que seja
Pra brincar de ser feliz"
"Com o pé na estrada","Sula Miranda","Sempre que eu me encontro
De mochila pela estrada
Caminhando sem destino
Dá vontade de seguir
E nunca mais parar

Lá vou eu
Viajando por caminhos
Que não sei onde vão dar
Hum hum hum

Pego uma carona
Na garupa de uma estrela
Que vagueia pela noite
Só assim não deixo rastros
Pra poder voltar

Lá vou eu
Viajando por caminhos
Que não sei onde vão dar
Hum hum hum, onde vão dá

Lá lá lá lá lá lá lá

Quando a gente se acostuma
A viver pelas estradas
Poeirentas dessa vida
Não consegue fazer ponto
Em nenhum lugar

Lá vou eu
Viajando por caminhos
Que não sei onde vão dar
Hum hum hum

Pego uma carona
Na garupa de uma estrela
Que vagueia pela noite
Só assim não deixo rastros
Pra poder voltar

Lá vou eu
Viajando por caminhos
Que não sei onde vão dar
Hum hum hum, onde vão dar

Lá lá lá lá lá lá lá"
"Borbulhas de amor","Fagner","Tenho um coração
Dividido entre a esperança e a razão
Tenho um coração
Bem melhor que não tivera

Esse coração
Não consegue se conter ao ouvir tua voz
Pobre coração
Sempre escravo da ternura

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti

Canta coração que esta alma necessita de ilusão
Sonha coração, não te enchas de amargura

Esse coração
Não consegue se conter ao ouvir tua voz
Pobre coração
Sempre escravo da ternura

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti

Uma noite para unir-nos até o fim
Cara a cara, beijo a beijo
E viver para sempre dentro de ti

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti"
"Ainda Lembro","Marisa Monte","'Inda lembro o que passou
Eu, você, em qualquer lugar
Dizendo
Aonde você for eu vou

E quando eu perguntei
Ouvi você dizer
Que eu era tudo
O que você sempre quis
Mesmo triste eu tava feliz
E acabei acreditando
Em ilusões

Eu nem pensava em ter
Que esquecer você
Agora, vem você dizer
Amor, eu errei com você
E só assim pude entender
Que o grande mal que eu fiz
Foi a mim mesmo

Vem você dizer
Amor, eu não pude evitar
E eu te dizendo
Ligue o som
E apaga a luz

'Inda lembro o que passou
Eu, você, em qualquer lugar
Dizendo
Aonde você for eu vou

Quando eu perguntei
Ouvi você dizer
Que eu era tudo
O que você sempre quis
Mesmo triste eu tava feliz
E acabei acreditando
Em ilusões

Eu nem pensava em ter
Que esquecer você
Agora, vem você dizer
Amor, eu errei com você
E só assim pude entender
Que o grande mal que eu fiz
Foi a mim mesmo

Vem você dizer
Amor, eu não pude evitar
E eu te dizendo
Ligue o som
E apaga a luz

'Inda lembro o que passou
'Inda lembro, como ele foi
'Inda lembro, 'inda lembro
'Inda lembro, 'inda lembro"
"Grávida","Marina Lima","Eu tô grávida
Grávida de um beija-flor
Grávida de terra
De um liquidificador
E vou parir
Um terremoto
Uma bomba, uma cor
Uma locomotiva a vapor
Um corredor

É que eu tô, tô grávida
Esperando um avião
Cada vez mais grávida
Estou grávida de chão
E vou parir
Sobre a cidade
Quando a noite contrair
E quando o Sol dilatar
Dar à luz

É que eu tô, tô grávida
De uma nota musical
De um automóvel
De uma árvore de Natal
E vou parir
Uma montanha
Um cordão umbilical
Um anticoncepcional
Um cartão postal

É que eu tô, tô grávida
Esperando um furacão
Um fio de cabelo
Uma bolha de sabão
E vou parir
Sobre a cidade
Quando a noite contrair
E quando o Sol dilatar
Vou dar a luz"
"Sábado","Os Paralamas do Sucesso","Gotas de amor sobre as feridas
Como um bálsamo
Ondas de amor pelas cortinas
Como um sábado de Sol

Eu só queria te dizer
Que aquela dor já passou

Fingir que não, passar por cima
Nunca me ajudou
Onda de amor me contamina
Como um sábado de Sol

Eu só queria te dizer
Que aquela dor já passou

Fingir que não, passar por cima
Nunca me ajudou
Onda de amor me contamina
Como um sábado de Sol

Eu só queria te dizer
Que aquela dor já passou"
"Pergunte Pro Seu Coração","Roberto Carlos","Meu amor
Você não tem motivos pra não ser feliz
Ninguém vai te querer do jeito que eu te quis
Você já está cansada de saber

Meu amor
Se entregue pra deixar meu coração em paz
Promete bem baixinho, não me deixe mais
Senão como é que eu faço pra viver

Pense em mim
E em tudo que eu senti se você me deixar
Eu faço qualquer coisa pra você ficar
Do jeito que eu sempre imaginei

Pense em mim
Como é que eu vou viver de novo a solidão
Você conhece bem esse meu coração
Mas nunca vai saber como eu te amei

Pergunte pro seu coração
Você vai ver que ainda me ama
Dentro do peito ele chora e diz
Nessa vida é com você que eu quero ser feliz

Pergunte pro seu coração
Você vai ver que ainda me ama
Dentro do peito ele chora e diz
Nessa vida é com você que eu quero ser feliz

Pense em mim
E em tudo que eu senti se você me deixar
Eu faço qualquer coisa pra você ficar
Do jeito que eu sempre imaginei

Pense em mim
Como é que eu vou viver de novo a solidão
Você conhece bem esse meu coração
Mas nunca vai saber como eu te amei

Pergunte pro seu coração
Você vai ver que ainda me ama
Dentro do peito ele chora e diz
Nessa vida é com você que eu quero ser feliz

Pergunte pro seu coração
Você vai ver que ainda me ama
Dentro do peito ele chora e diz
Nessa vida é com você que eu quero ser feliz

Pergunte pro seu coração
Você vai ver que ainda me ama
Dentro do peito ele chora e diz
Nessa vida é com você"
