title,artist,lyrics
"Nosso Amor É Ouro","Zezé Di Camargo & Luciano","Nosso amor é ouro, joia rara de se ver
É chuva de sonhos
Coloridos com prazer
Somos o desejo e a paixão
Nós somos um querer

Coração na boca
E um sorriso no olhar
O suor na pele
E a música no ar
Nós dois em nosso ninho
Entregues ao sabor de amar

Nosso amor é sangue e coração
É sonho que eu jamais quero acordar
Apaixonadamente apaixonados
Como o peixe e o mar

Somos a semente e o chão
Somos como a arca e o tesouro
Nosso amor é forte, é diamante
Nosso amor é ouro

Coração na boca
E um sorriso no olhar
O suor na pele
E a música no ar
Nós dois em nosso ninho
Entregues ao sabor de amar

Nosso amor é sangue e coração
É sonho que eu jamais quero acordar
Apaixonadamente apaixonados
Como o peixe e o mar

Somos a semente e o chão
Somos como a arca e o tesouro
Nosso amor é forte, é diamante
Nosso amor é ouro

Nosso amor é sangue e coração
É sonho que eu jamais quero acordar
Apaixonadamente apaixonados
Como o peixe e o mar

Somos a semente e o chão
Somos como a arca e o tesouro
Nosso amor é forte, é diamante
Nosso amor é ouro

Nosso amor é forte, é diamante
Nosso amor é ouro"
"Vou Deixar","Skank","Vou deixar
A vida me levar
Pra onde ela quiser
Estou no meu lugar
Você já sabe onde é

Não conte o tempo por nós dois, pois
A qualquer hora posso estar de volta
Depois que a noite terminar

Vou deixar
A vida me levar
Pra onde ela quiser
Seguir a direção
De uma estrela qualquer

Não quero hora pra voltar, não
Conheço bem a solidão, me solta
E deixa a sorte me buscar

Eu já estou na sua estrada
Sozinho não enxergo nada
Mas vou ficar aqui
Até que o dia amanheça
Vou me esquecer de mim
E você, se puder, não me esqueça

Vou deixar
O coração bater
Na madrugada sem fim
Deixar o Sol te ver
Ajoelhada por mim, sim

Não tenho hora pra voltar, não
Eu agradeço tanto a sua escolta
Mas deixa a noite terminar

Eu já estou na sua estrada
Sozinho não enxergo nada
Mas vou ficar aqui
Até que o dia amanheça
Vou me esquecer de mim
E você, se puder, não me esqueça

Não, não
Não quero hora pra voltar, não
Conheço bem a solidão, me solta
E deixa a sorte me buscar

Não, não
Não tenho hora pra voltar, não
Eu agradeço tanto a sua escolta
Mas deixa a noite terminar"
"Equalize","Pitty","Às vezes, se eu me distraio
Se eu não me vigio um instante
Me transporto pra perto de você
Já vi que não posso ficar tão solta
Me vem logo aquele cheiro
Que passa de você pra mim
Num fluxo perfeito

Enquanto você conversa e me beija
Ao mesmo tempo eu vejo
As suas cores no seu olho
Tão de perto

Me balanço devagar
Como quando você me embala
O ritmo rola fácil
Parece que foi ensaiado

E eu acho que eu gosto mesmo de você
Bem do jeito que você é

Eu vou equalizar você
Numa frequência que só a gente sabe
Eu te transformei nessa canção
Pra poder te gravar em mim

Adoro essa sua cara de sono
E o timbre da sua voz
Que fica me dizendo coisas tão malucas
E que quase me mata de rir
Quando tenta me convencer
Que eu só fiquei aqui
Porque nós dois somos iguais

Até parece que você já tinha
O meu manual de instruções
Porque você decifra os meus sonhos
Porque você sabe o que eu gosto
E porque quando você me abraça
O mundo gira devagar

E o tempo é só meu
E ninguém registra a cena
De repente vira um filme
Todo em câmera lenta

E eu acho que eu gosto mesmo de você
Bem do jeito que você é

Eu vou equalizar você
Numa frequência que só a gente sabe
Eu te transformei nessa canção
Pra poder te gravar em mim

Eu vou equalizar você
Numa frequência que só a gente sabe
Eu te transformei nessa canção
Pra poder te gravar em mim"
"Flor Do Reggae","Ivete Sangalo","Um brilho de amor chegou
Na ilha inteira
E a Lua que traz amor
É Lua cheia
Um grito de dor que vem
Do peito de quem amou alguém

O reggae me traz saudades
De quem me beijou
E agora tá tão distante
Em outra ilha
O amor me chamou de flor
E disse que eu era alguém
Pra vida inteira

Como se eu fosse flor
Você me cheira
Como se eu fosse flor
Você me rega
E nesse reggae eu vou
A noite inteira
Porque morrer de amor
É brincadeira

Como se eu fosse flor
Você me cheira
Como se eu fosse flor
Você me rega
E nesse reggae eu vou
A noite inteira
Porque morrer de amor
É brincadeira

Um brilho de amor chegou
Na ilha inteira
E a Lua que traz amor
É Lua cheia
Um grito de dor que vem
Do peito de quem amou alguém

O reggae me dá saudades
De quem me beijou
E agora tá tão distante
Em outra ilha
O amor me chamou de flor
E disse que eu era alguém
Pra vida inteira

Como se eu fosse flor
Você me cheira
Como se eu fosse flor
Você me rega
E nesse reggae eu vou
A noite inteira
Porque morrer de amor
É brincadeira

Como se eu fosse flor
Você me cheira
Como se eu fosse flor
Você me rega
E nesse reggae eu vou
A noite inteira
Porque morrer de amor
É brincadeira

Como se eu fosse flor
Você me cheira
Como se eu fosse flor
Você me rega
E nesse reggae eu vou
A noite inteira
Porque morrer de amor
É brincadeira"
"Amanhã não se sabe","LS Jack","Como as folhas, como o vento
Até onde vai dar o firmamento
Toda hora enquanto é tempo
Vivo aqui neste momento

Hoje aqui, amanhã não se sabe
Vivo agora antes que o dia acabe
Este instante, nunca é tarde
Mal começou e eu já estou com saudade

Me abraça, me aceita
Me aceita assim meu amor
Me abraça, me beija
Me aceita assim como eu sou
Me deixa ser o que for

Como as ondas com a maré
Até onde não vai dar mais pé
Este instante tal qual é
Vivo aqui e seja o que Deus quiser

Hoje aqui não importa pra onde vamos
Vivo agora, não tenho outros planos
É tão fácil viver sonhando
Enquanto isso a vida vai passando

Me abraça, aceita
Me aceita assim meu amor
Me abraça, me beija
Me aceita assim como eu sou
Me deixa ser o que for
Me abraça, me aceita
Me aceita assim meu amor
Me abraça, me beija
Me aceita assim como eu sou
Me deixa ser o que for"
"Faz Tempo","Ivete Sangalo","Já não se sabe
O momento exato de partir
Não quero me entregar
Tão cedo...

Aquele amor que eu senti
Quando te conheci
Não tá rolando mais
Faz tempo...

Não vejo mais
O brilho dos seus olhos
Prá mim
Nem sei se ainda
Posso mesmo te fazer feliz...

Cada momento que passamos
Juro! Foi bom!
Mas tudo que acende, apaga
E o que era doce se acabou...

E quando eu penso em ir embora
Você não quer me dar razão
Me diz que eu tô jogando fora
O amor que tem no coração
Eu fico disfarçando
Finjo que não sei
Que em pouco tempo rola
Tudo outra vez...(2x)

Camom Camom Camom Dêa
Camom Camom Camom Dêa
Dêa Dêa Haô...(2x)

Já não se sabe
O momento exato de partir
Não quero me entregar
Tão cedo...

Aquele amor que eu senti
Quando te conheci
Não tá rolando mais
Faz tempo...

Não vejo mais
O brilho dos seus olhos
Prá mim
Nem sei se ainda
Posso mesmo te fazer feliz...

Cada momento que passamos
Juro! Foi bom!
Mas tudo que acende, apaga
E o que era doce se acabou...

E quando eu penso em ir embora
Você não quer me dar razão
Me diz que eu tô jogando fora
O amor que tem no coração
Eu fico disfarçando
Finjo que não sei
Que em pouco tempo rola
Tudo outra vez...(4x)"
"Fantasias","Leonardo","Me chama, me conta
Me diz como vai sua vida
Mas diz a verdade com jeito pra não machucar

Me engana que sente saudade
Que ainda não me esqueceu
Que o seu amor ainda sou eu

Confessa que eu tinha razão
E você estava errada
Disfarça não diz que esse outro
Te faz mais feliz

Me engana
Me esconde a verdade
Sonhar é melhor que sofrer
Mente pra mim
Me ajuda a viver

Deixa eu pensar
Que é tudo fantasia
Que eu te tenho todo dia
Que eu nunca te perdi

Deixa eu te amar
Hoje muito mais que antes
Pelo menos um instante
Quero ter você aqui

Confessa que eu tinha razão
E você estava errada
Disfarça não diz que esse outro
Te faz mais feliz

Me engana
Me esconde a verdade
Sonhar é melhor que sofrer
Mente pra mim
Me ajuda a viver

Deixa eu pensar
Que é tudo fantasia
Que eu te tenho todo dia
Que eu nunca te perdi

Deixa eu te amar
Hoje muito mais que antes
Pelo menos um instante
Quero ter você aqui"
"Enquanto houver sol","Titãs","Quando não houver saída
Quando não houver mais solução
Ainda há de haver saída
Nenhuma ideia vale uma vida

Quando não houver esperança
Quando não restar nem ilusão
Ainda há de haver esperança
Em cada um de nós algo de uma criança

Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol
Enquanto houver Sol

Quando não houver caminho
Mesmo sem amor, sem direção
A sós ninguém está sozinho
É caminhando que se faz o caminho

Quando não houver desejo
Quando não restar nem mesmo dor
Ainda há de haver desejo
Em cada um de nós, aonde Deus colocou

Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol


Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol
Enquanto houver Sol

Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol"
"Musa do verão","Felipe Dylon","Você sereia tropical
Vestida de areia e sal
Faz brilhar reflete o mar azul
No teu corpo quase nu

No swing da cor
Dançando nas ondas
O teu mel teu sabor
Dá água na boca

É a musa do verão
Calor no coração
O fogo do teu beijo traz alucinação

Musa do verão
Ardente tentação
Quarenta graus de sonho
De desejo e paixão

Musa do verão
Minha musa do verão

Seu olhar gotas de cristal
Que iluminam o litoral
Só você minha estrela do mar
Baby, como é bom te amar

No swing da cor
Dançando nas ondas
O teu mel teu sabor
Dá água na boca

É a musa do verão
Calor no coração
O fogo do teu beijo traz alucinação

Musa do verão
Ardente tentação
Quarenta graus de sonho
De desejo e paixão

Musa do verão
Minha musa do verão

Vem dançar pra mim
Estrela do mar
Vem dançar pra mim
Como é bom te amar

Vem dançar pra mim
Estrela do mar
Vem dançar pra mim
Como é bom te amar

É a musa do verão
Calor no coração
O fogo do teu beijo traz alucinação

Musa do verão
Ardente tentação
Quarenta graus de sonho
De desejo e paixão

Musa do verão

Você é a musa do verão
Calor no coração
O fogo do teu beijo traz alucinação

Musa do verão
Ardente tentação
Quarenta graus de sonho
De desejo e paixão

Musa do verão"
"Encostar Na Tua","Ana Carolina","



Essa música foi removida em razão de solicitação do(s) titular(es) da obra. O Letras.mus.br está trabalhando para obter o licenciamento desse conteúdo."
