title,artist,lyrics
"Com ou sem mim","Gustavo Mioto","Se você não me disser a verdade
Não tem como eu ajudar, minha metade
Se tem outro em meu lugar
Se você quer colocar
Te deixo livre pra viver

Não prometo te esperar
Coração vai cicatrizar
E uma hora eu sei que vou te esquecer
Se era medo de me machucar
Já tem o meu perdão
Tá esperando o que?

Só quero que você seja feliz
Com ou sem mim
E quando der saudade e for dormir
Com ou sem mim
E quando perceber que eu não tô
E que não vai achar um novo amor
Vai ter que aceitar que é assim
Com ou sem mim

Se tem outro em meu lugar
Ou se você quer colocar
Te deixo livre, livre pra viver
Não prometo te esperar
Coração vai cicatrizar
E uma hora eu sei que vou te esquecer
Se era medo de me machucar
Tá esperando o que?

Só quero que você seja feliz
Com ou sem mim
E quando der saudade e for dormir
Com ou sem mim
E quando perceber que eu não tô
E que não vai achar um outro amor
Vai ter que aceitar que é assim
Com ou sem mim

Com ou sem mim
Com ou sem mim"
"A gente fez amor","Gusttavo Lima","A gente tinha combinado
Que já tava tudo errado
E que não dava mais
Marcamos o ponto final
Mas o final é sempre igual
Você me faz voltar atrás

Enche de perfume no corpo
E um sorriso que me deixa louco
Com a intenção de provocar
Como é que eu largo dela?

E a gente fez amor, oh, oh
Era pra terminar
Quem disse que eu consigo?
E a gente fez amor, oh, oh
Como se fosse o último pedido

E a gente fez amor, oh, oh
Era pra terminar
Quem disse que eu consigo?
E a gente fez amor, oh, oh
Como se fosse o último pedido

Enche de perfume no corpo
E um sorriso que me deixa louco
Com a intenção de provocar
Como é que eu largo dela?

Enche de perfume no corpo
E um sorriso que me deixa louco
Com a intenção de provocar
E como é que eu largo dela?

E a gente fez amor, oh, oh
Era pra terminar
Quem disse que eu consigo?
E a gente fez amor, oh, oh
Como se fosse o último pedido

E a gente fez amor, oh, oh
Era pra terminar
Quem disse que eu consigo?
E a gente fez amor, oh, oh
Como se fosse o último pedido

Enche de perfume no corpo
E um sorriso que me deixa louco
Com a intenção de provocar
E como é que eu largo dela?

E a gente fez amor, oh, oh
Era pra terminar
Quem disse que eu consigo?
E a gente fez amor, oh, oh
Como se fosse o último pedido

E a gente fez amor, oh, oh
E a gente fez amor, oh, oh
Como se fosse o último pedido

Enche de perfume no corpo
E um sorriso que me deixa louco
Com a intenção de provocar
E como é que eu largo dela?"
"Liberdade provisória","Henrique e Juliano","No início foi assim
Terminou tá terminado
Cada um pro seu lado
Não precisa ligar mais

Só que foi eu quem terminou
E quem foi largado não espera
Eu segui minha vida
Até ela começar seguir a dela

E do meio pro final
Eu só ia pra onde ela tava
Cada beijo no rosto que outra boca dava
Eu morria de raiva

E ela tava mais linda
Cada vez que eu olhava
O ciúme não tava batendo
Tava dando porrada

E eu implorei pra você voltar
E ela me matou na unha
Disse que eu tava solteiro
Eu tava solteiro porra nenhuma

Implorei pra voltar
Não me manda embora
Sou preso na sua vida
Era só liberdade provisória

Vai ter que me aceitar de volta
Ah, ah, ah, ah, ah, ah

E do meio pro final
Eu só ia pra onde ela tava
Cada beijo no rosto que outra boca dava
Eu morria de raiva

E ela tava mais linda
Cada vez que eu olhava
O ciúme não tava batendo
Tava dando porrada

E eu implorei pra voltar
E ela me matou na unha
Disse que eu tava solteiro
Eu tava solteiro porra nenhuma

Implorei pra voltar
Não me manda embora
Sou preso na sua vida
Era só liberdade provisória

Vai ter que me aceitar de volta
Ah, ah, ah, ah, ah, ah

Eu implorei pra voltar
E ela me matou na unha
Disse que eu tava solteiro
Eu tava solteiro porra nenhuma

Eu implorei pra voltar
Não me manda embora
Sou preso na sua vida
Era só liberdade provisória

Vai ter que me aceitar de volta
Ah, ah, ah, ah, ah, ah
Vai ter que me aceitar de volta
Ah, ah, ah, ah, ah, ah"
"Graveto","Marília Mendonça","Vou ser sincero com você
Acho que pra mim já deu
Faz um tempinho que não sou seu
Até a cama percebeu
Que esfriou demais
E o seu toque não traz

Não adianta pôr graveto
Na fogueira que não pega mais
Não pega mais, não pega mais

Você virou saudade aqui dentro de casa
Se eu te chamo pro colchão, você foge pra sala
E nem se importa mais saber do que eu sinto
Poucos metros quadrados, virou um labirinto

Você virou saudade aqui dentro de casa
Se eu te chamo pro colchão, você foge pra sala
E nem se importa mais saber do que eu sinto
Poucos metros quadrados, virou um labirinto

Vou ser sincero com você
Acho que pra mim já deu
Faz um tempinho que não sou seu
Até a cama percebeu
Que esfriou demais
E o seu toque não traz

Não adianta pôr graveto
Na fogueira que não pega mais
Não pega mais, não pega mais

Você virou saudade aqui dentro de casa
Se eu te chamo pro colchão, você foge pra sala
E nem se importa mais saber do que eu sinto
Poucos metros quadrados, virou um labirinto

Você virou saudade aqui dentro de casa
Se eu te chamo pro colchão, você foge pra sala
E nem se importa mais saber do que eu sinto
Poucos metros quadrados, virou um labirinto"
"Litrão","Matheus e Kauan","Não sou de fazer ameaça, mas seu beijo vai ter volta
Não tô querendo te apressar, mas minha vida já tá pronta
Tira uma selfie comigo, depois eu te mostro
Eu ainda vou namorar com essa moça da foto

Eu tenho certeza, vai ser de primeira
Se a gente ficar, é menos uma solteira nesse mundo
E menos um vagabundo!

Você decide, a minha boca ou a do litrão
Cê quer dançar comigo ou descer até o chão, sozinha?
Você quer ser da bagaceira ou quer ser minha?

Você decide, a minha boca ou a do litrão
Cê quer dançar comigo ou descer até o chão, sozinha?
Você quer ser da bagaceira ou quer ser minha?

Tá na sua mão
Vai escolher amanhecer na farra
Ou no meu colchão?

Eu tenho certeza, vai ser de primeira
Se a gente ficar, é menos uma solteira nesse mundo
E menos um vagabundo!

Você decide, a minha boca ou a do litrão
Cê quer dançar comigo ou descer até o chão, sozinha?
Você quer ser da bagaceira ou quer ser minha?

Você decide, a minha boca ou a do litrão
Cê quer dançar comigo ou descer até o chão, sozinha?
Você quer ser da bagaceira ou quer ser minha?

Você decide, a minha boca ou a do litrão
Cê quer dançar comigo ou descer até o chão, sozinha?
Você quer ser da bagaceira ou quer ser minha?

Tá na sua mão
Vai escolher amanhecer na farra
Ou no meu colchão?
Vai escolher amanhecer na farra
Ou no meu colchão?"
"Água com açucar","Luan Santana","Você terminou com ele e tá chorando
Quer água com açúcar ou o meu amor?
E se eu te contar que a água acabou?
O açúcar que tem é só o meu amor

Que coincidência, ó
Eu sozinho e você só
Por que que a gente não se amarra
Um no outro e dá um nó?

Eu sei, você quer desistir
Mas tem uma opção melhor

Antes de desistir do amor
Tenta o meu, por favor
Se não servir, cê joga fora, vai embora e diz que não deu
Mas, antes disso, prova um beijo meu

Que coincidência, ó
Eu sozinho e você só
Por que que a gente não se amarra
Um no outro e dá um nó?

Eu sei, você quer desistir
Mas tem uma opção melhor

Antes de desistir do amor
Tenta o meu, por favor
Se não servir, cê joga fora, vai embora e diz que não deu, não deu
Mas, antes disso, prova um beijo meu

Antes de desistir do amor
Tenta o meu, por favor
Se não servir, cê joga fora, vai embora e diz que não deu, não deu
Mas, antes disso, prova um beijo meu

Não vai embora sem um beijo meu
Não vai embora sem"
"Amoreco","Simone e Simaria","Tá osso sem você, tá osso
Tô que nem cachorro louco
Abandonado, jogado no meio fio
Tá osso sem você, tá osso
No calor faz frio
Minha alegria sumiu

Sem minha costelinha
Sem dormir de conchinha
Sem meu bebê
Por Deus, Ave Maria

É bar de noite e dia
É muita covardia
Eu te ligar e cê não atender
Cê tá pedindo pra eu morrer

Amoreco, amoreco
Se você voltar, eu saio do boteco
Amoreco, amoreco
Tô com saudade desse nosso nheco-nheco
Do nosso nheco-nheco
Do nosso nheco-nheco
Tô com saudade do nosso nheco-nheco

Tá osso sem você, tá osso
Tô que nem cachorro louco
Abandonado, jogado no meio fio
Tá osso sem você, tá osso
No calor faz frio
Minha alegria sumiu

Sem minha costelinha
Sem dormir de conchinha
Sem meu bebê
Por Deus, Ave Maria

É bar de noite e dia
É muita covardia
Eu te ligar e cê não atender
Cê tá pedindo pra eu morrer

Amoreco, amoreco
Se você voltar, eu saio do boteco
Amoreco, amoreco
Tô com saudade desse nosso nheco-nheco
Do nosso nheco-nheco
Do nosso nheco-nheco

Tô com saudade do nosso nheco-nheco
Do nosso nheco-nheco
Do nosso nheco-nheco
Tô com saudade do nosso nheco-nheco"
"Aí eu bebo","Maiara e Maraisa","Deu sexta-feira de novo
Já sei aonde isso vai dar
É dia de chopp em dobro
Sei lá se eu vou aguentar

Ficar sem beber
Ficar sem ligar
Ficar sem chorar, ah ah ah

Aí eu bebo
E fico tonto
Lembro de nada
Nem do meu nome

Esqueço tudo
Quase tudo
Só não esqueço
Seu telefone

Aí eu bebo
E fico tonto
Lembro de nada
Nem do meu nome

Esqueço tudo
Quase tudo
Só não esqueço
Seu telefone

Aí eu ligo, ligo, ligo, ligo, ligo, ligo
Não me atende e eu só bico, bico, bico

Aí eu ligo, ligo, ligo, ligo, ligo, ligo
Não me atende e eu só bico, bico, bico

Deu sexta-feira de novo
Já sei aonde isso vai dar
É dia de chopp em dobro
Sei lá se eu vou aguentar

Ficar sem beber
Ficar sem ligar
Ficar sem chorar, ah ah ah

Aí eu bebo
E fico tonto
Lembro de nada
Nem do meu nome

Esqueço tudo
Quase tudo
Só não esqueço
Seu telefone

Aí eu bebo
E fico tonto
Lembro de nada
Nem do meu nome

Esqueço tudo
Quase tudo
Só não esqueço
Seu telefone

Aí eu bebo
E fico tonto
Lembro de nada
Nem do meu nome

Esqueço tudo
Quase tudo
Só não esqueço
Seu telefone

Aí eu ligo, ligo, ligo, ligo, ligo, ligo
Não me atende e eu só bico, bico, bico

Aí eu ligo, ligo, ligo, ligo, ligo, ligo
Não me atende e eu só bico, bico, bico

Deu sexta-feira de novo"
"Barzinho aleatório","Zé Neto e Cristiano","Mais um comecinho de noite
E eu me adaptando
A essa nova rotina
Já falei pro coração
Mexe com isso não
Esquece essa menina

Vou seguir a vida
Dar mais uma volta
E no primeiro canto em que eu encosto
Em um barzinho aleatório
Olha quem eu topo
Da mão caiu o copo

Doeu, oh se doeu
Te encontrar assim do nada
Com a boca colada em outro cara

Doeu, oh se doeu
E a cada gole foi doendo mais
Disfarcei, fingi que tanto faz
Chorei, mas não olhei pra trás

Mais um comecinho de noite
E eu me adaptando
A essa nova rotina
Já falei pro coração
Mexe com isso não
Esquece essa menina

Vou seguir a vida
Dar mais uma volta
E no primeiro canto em que eu encosto
Em um barzinho aleatório
Olha quem eu topo
Da mão caiu o copo

Doeu, oh se doeu
Te encontrar assim do nada
Com a boca colada em outro cara

Doeu, oh se doeu
E a cada passo foi doendo mais
Disfarcei, fingi que tanto faz
Chorei, mas não olhei pra trás
E a cada passo foi doendo mais
Disfarcei, fingi que tanto faz
Chorei, mas não olhei pra trás"
"Mentira","Felipe Araújo","Involuntariamente, tô ouvindo nossa música
Lembrando que era só atravessar a rua
Matar nossa vontade
Essa parte da minha vida eu chamo de saudade

E quando eu vejo, tô stalkeando suas fotos
Ligando restrito pra ouvir sua voz linda
E como é linda
Essa parte da minha vida eu chamo de recaída

Eu corro para qualquer barzinho, pra qualquer balada
Qualquer beijo é beijo, qualquer corpo encaixa
Essa parte da minha vida eu chamo de

Mentira
Eu tô virado já faz cinco dias
E a minha cama tá igual você
Não tem meu corpo em cima dela
E parece que não vai mais ter

Mentira
Na rede social, é só mentira
Eu posto o contrário da minha vida
Como é que você superou a gente em tão pouco tempo?
Me ensina, me ensina

E eu corro para qualquer barzinho, pra qualquer balada
Qualquer beijo é beijo, qualquer corpo encaixa
Essa parte da minha vida eu chamo de

Mentira
Eu tô virado já faz cinco dias
E a minha cama tá igual você
Não tem meu corpo em cima dela
E parece que não vai mais ter

Mentira
Na rede social, é só mentira
Eu posto o contrário da minha vida
Como é que você superou a gente em tão pouco tempo?
Me ensina

Mentira
Eu tô virado já faz cinco dias
E a minha cama tá igual você
Não tem meu corpo em cima dela
E parece que não vai mais ter

Mentira
Na rede social, é só mentira
Eu posto o contrário da minha vida
Como é que você superou a gente em tão pouco tempo?
Me ensina, me ensina, me ensina

Me ensina como faz pra não lembrar
Me ensina como faz pra não chorar
Me ensina como faz pra deixar tudo assim, pra lá

Me ensina como faz pra não lembrar
Me ensina como faz pra não chorar
Me ensina como faz pra deixar tudo assim, pra lá"
