title,artist,lyrics
"Erro gostoso","Simone Mendes","Calma, deixa eu respirar um pouco
Nós somos dois loucos
Olha a gente nessa cama de novo

O que cê sente quando cê mente na minha cara
Pra ter uma hora de cama suada?
Eu percebo a cada visita
Cê não gosta de mim, cê gosta é da conquista

Ah, e agora como eu fico nessa casa?
Com sorriso ou choro no rosto?
Cê vem aqui, me acostuma errado
Cola meus pedaços pra quebrar de novo
Eu preciso aprender a falar não um pouco
Pra esse erro gostoso

Ah, e agora como eu fico nessa casa?
Com sorriso ou choro no rosto?
Cê vem aqui, me acostuma errado
Cola meus pedaços pra quebrar de novo
Eu preciso aprender a falar não um pouco
Pra esse erro gostoso

Calma, deixa eu respirar um pouco
Nós somos dois loucos
Olha a gente nessa cama de novo

O que cê sente quando cê mente na minha cara
Pra ter uma hora de cama suada?
Eu percebo a cada visita
Cê não gosta de mim, cê gosta é da conquista

Ah, e agora como eu fico nessa casa?
Com sorriso ou choro no rosto?
Cê vem aqui, me acostuma errado
Cola meus pedaços pra quebrar de novo
Eu preciso aprender a falar não um pouco
Pra esse erro gostoso

Ah, e agora como eu fico nessa casa?
Com sorriso ou choro no rosto?
Cê vem aqui, me acostuma errado
Cola meus pedaços pra quebrar de novo
Eu preciso aprender a falar não um pouco
Pra esse erro gostoso"
"Leão","Marília Mendonça","Que o Sol da manhã te dissolva
Seu vampiro de filmes pastelão
Mas quem vai nos julgar?
Sou seu despenteado leão

Sei que cê me entende bem
Sempre foge quando namora
Se você não ama ninguém
Por que tá me escutando agora?

Sua linda, tão louca
Minha Mona Lisa, tira a minha roupa
Me fascina, me assassina, me beija na boca
Minha mulher, menina, me ensina a ser vida louca
Teu olho piscina me afoga e faz boca a boca
Renova minha rima, vem de garfo que hoje é sopa, menina

Mas quem vai nos julgar?
Vilão particular

Se eu subo nesse palco aqui
Foi Deus que me criou assim
E os holofotes vêm ao meu encontro
É que eu te amo e nem te conto
Não, não posso ser seu santo

Sou fato ou hipótese
Sou rei, cigano ou nômade
Desculpe esse meu jeito soberano
Mas hoje é por você que eu canto
É por você que eu canto

Sei que cê me quer também
Marília leoa gostosa
Posso te ligar, meu bem?
Que que cê tá fazendo agora?

Tão lindo, tão louco, meu grande amigo
Depois de você, os outros são outros
Cê tá fodido, vamo fazer amor
Cantar um sertanejo antigo e beijar na boca, amor

Pode ser até que você não me dê moral
Até me ver no espaço pela banca de jornal"
"Oi balde","Zé Neto e Cristiano","Sabe quando a gente termina um relacionamento
E sente um alívio?
Já passei por isso
Sabe quando a gente mete o louco na cidade e sai moendo?
Também já fiz isso e ainda tô fazendo

Eu já borrei batons pela cidade
Mas nada apaga minha saudade
Eu tento, mas não acho alguém do nível
Só acho amor incompatível

Oi, balde
Desculpa a cara de pau, mas deu saudade
Eu te chutei quando a raiva tava no auge
Eu fui um trouxa, a gente sabe
Que nunca foi falta de amor, foi só falta de maturidade

Oi, balde
Desculpa a cara de pau, mas deu saudade
Eu te chutei quando a raiva tava no auge
Eu fui um trouxa, a gente sabe
Que nunca foi falta de amor, foi só falta de maturidade
Fala que pra te buscar ainda não é tarde

Eu já borrei batons pela cidade
Mas nada apaga minha saudade
Eu tento, mas não acho alguém do nível
Só acho amor incompatível

Oi, balde
Desculpa a cara de pau, mas deu saudade
Eu te chutei quando a raiva tava no auge
Eu fui um trouxa, a gente sabe
Que nunca foi falta de amor, foi só falta de maturidade

Oi, balde
Desculpa a cara de pau, mas deu saudade
Eu te chutei quando a raiva tava no auge
Eu fui um trouxa, a gente sabe
Que nunca foi falta de amor, foi só falta de maturidade
Fala que pra te buscar ainda não é tarde"
"Traumatizei","Henrique e Juliano","Desde que a gente terminou ela não namorou mais
Por que será, né?
Lembro que eu prometi que não ia sumir
Não ia te deixar e nunca ia fazer seu olho chorar

Juntou um pouco de falha no meu caráter
Com a imaturidade da minha parte
É assim que uma insegura nasce

Se hoje ela não consegue confiar em ninguém
Se ela vê coisa errada até onde não tem
Se ela não consegue se entregar, a culpa é minha
A culpa é toda minha

Se hoje ela é fria, eu que esfriei
E pode me chamar de otário
Eu sou, eu sei
Se ela tem o pé atrás com todo mundo, fui eu que puxei

Pediu pra cuidar, eu não cuidei
Era pra amar, traumatizei
Ela pediu pra cuidar, eu não cuidei
Era pra amar, traumatizei

Juntou um pouco de falha no meu caráter
Com a imaturidade da minha parte
É assim que uma insegura nasce

Se hoje ela não consegue confiar em ninguém
Se ela vê coisa errada até onde não tem
Se ela não consegue se entregar, a culpa é minha
A culpa é toda minha

Se hoje ela é fria, eu que esfriei
E pode me chamar de otário
Eu sou, eu sei
Se ela tem o pé atrás com todo mundo, fui eu que puxei

Pediu pra cuidar, eu não cuidei
Era pra amar, traumatizei
Ela pediu pra cuidar, eu não cuidei
Era pra amar, traumatizei"
"A Culpa é nossa","Maiara e Maraísa","Tá preocupado com o que eu vou falar
Quando alguém perguntar o motivo da gente largar
Eu vou falar a verdade
Se isso te incomoda

Pensasse antes de ter feito
O que chama de erro, eu chamo de escolha
Ou quer me convencer que alguém colocou uma arma na sua cabeça e falou
Beija minha boca?

Já que cê não quer sair como o ruim da história, então fala aí
Que a culpa é nossa
De cê ter traído, de cê ter mentido, de cê ser um bosta
Que a culpa é nossa
De cê ter traído, de cê ter mentido, de cê ser um bosta

Já que cê não quer sair como o ruim da história
Então mente aí que a culpa é nossa

Pensasse antes de ter feito
O que chama de erro, eu chamo de escolha
Ou quer me convencer que alguém colocou uma arma na sua cabeça e falou
Beija minha boca?

Já que cê não quer sair como o ruim da história, então fala aí
Que a culpa é nossa
De cê ter traído, de cê ter mentido, de cê ser um bosta
Que a culpa é nossa
De cê ter traído, de cê ter mentido, de cê ser um bosta

Já que cê não quer sair como o ruim da história
Então mente aí que a culpa é nossa

Já que cê não quer sair como o ruim da história, então fala aí
Que a culpa é nossa
De cê ter traído, de cê ter mentido, de cê ser um bosta
Que a culpa é nossa
De cê ter traído, de cê ter mentido, de cê ser um bosta

Já que cê não quer sair como o ruim da história
Então mente aí que a culpa é nossa
Que a culpa é nossa"
"Frequencia de saudade","Diego e Victor Hugo","Eu poupei a voz
E usei palavras digitadas
Desculpa ser curto e grosso na minha resposta
Se eu falei que eu tô bem, eu tô bem
E é isso que importa

Até parece que se importa comigo
Cê terminou, mas quer manter contato
Isso não faz sentido
Muita maldade da sua parte
Além de tudo, quer que eu me humilhe
Pra tá pedindo o que cê tá pedindo

Manda foto de agora
Se eu te mando esses olhos vermelhos
Aí cê comemora
E qualquer coisa que eu grave pra você é me expor demais
Você conhece as frequências de saudade das minhas cordas vocais
Eu poupei a voz

Até parece que se importa comigo
Cê terminou, mas quer manter contato
Isso não faz sentido
Muita maldade da sua parte
Além de tudo, quer que eu me humilhe
Pra tá pedindo o que cê tá pedindo

Manda foto de agora
Se eu te mando esses olhos vermelhos
Aí cê comemora
E qualquer coisa que eu grave pra você é me expor demais
Você conhece as frequências de saudade das minhas cordas vocais

Manda foto de agora
Se eu te mando esses olhos vermelhos
Aí cê comemora
E qualquer coisa que eu grave pra você é me expor demais
Você conhece as frequências de saudade das minhas cordas vocais
Eu poupei a voz"
"E ai","Luan Santana","Fica tranquila
Eu vou deixar cê terminar
Mas antes disso
Eu preciso te lembrar

Cê tá contando só com a parte boa do fim
Cê esqueceu que lá no seu rolê pode ser
Que bata saudade minha
E pode ser que eu leve a sério o fim

Me escuta primeiro pra depois sair por aí

Eu não sou desses que espera sem beijar
Eu não sou desses que usa a cama pra chorar
Cê vai fazer amor de lá e eu de cá
E numa dessa o coração pode voar
E aí?
Cê vai ficar ou vai sair?

Eu não sou desses que implora pra voltar
Eu não sou desses que demora a superar
Cê vai fazer amor de lá e eu de cá
E numa dessa o coração pode voar
E aí
É terminar mesmo assim

Cê tá contando só com a parte boa do fim
Cê esqueceu que lá no seu rolê pode ser
Que bata saudade minha
E pode ser que eu leve a sério o fim

Me escuta primeiro pra depois sair por aí

Eu não sou desses que espera sem beijar
Eu não sou desses que usa a cama pra chorar
Cê vai fazer amor de lá e eu de cá
E numa dessa o coração pode voar
E aí?
Cê vai ficar ou vai sair?

Eu não sou desses que implora pra voltar
Eu não sou desses que demora a superar
Cê vai fazer amor de lá e eu de cá
E numa dessa o coração pode voar
E aí
É terminar mesmo assim

E aí
Quer terminar mesmo assim?"
"Fim do mundo","Gustavo Mioto","Se esse for o fim do mundo, pensa
Qual o momento que te passa na cabeça?
Qual a pessoa, a viagem e sobremesa
Cê queria levar daqui?

Em quem daria o último beijo?
De quem seria o último olhar?

Se esse mundo acabar
E for inevitável o nosso fim
Só quero que lembre de mim
E quando a luz apagar
Eu fecho os meus olhos e vivo em ti
Só quero que lembre de mim

Em quem daria o último beijo?
De quem seria o último olhar?

Se esse mundo acabar
E for inevitável o nosso fim
Só quero que lembre de mim
E quando a luz apagar
Eu fecho os meus olhos e vivo em ti
Só quero que lembre de mim

Oh, oh
Só quero que lembre de mim
Oh, oh

Em quem daria o último beijo?
De quem seria o último olhar?

Se esse mundo acabar
E for inevitável o nosso fim
Só quero que lembre de mim
E quando a luz apagar
Eu fecho os meus olhos e vivo em ti
Só quero que lembre de mim

Só quero que lembre

Se esse mundo acabar
E for inevitável o nosso fim
Só quero que lembre de mim
E quando a luz apagar
Eu fecho os meus olhos e vivo em ti
Só quero que lembre de mim

Oh, oh
Só quero que lembre de mim
Oh, oh

(Só quero que lembre de mim)"
"Pátio do posto","Zé Neto e Cristiano","Enquanto eu pago a conta do quarto
Cê vai secando seu cabelo molhado
Logo em seguida, a gente vai sentido ao posto
Onde você deixou seu carro

Com o celular na mão e um olhar de arrependida
Só do contato Amor foram doze mensagens
E cinco ligações perdidas

E antes de descer, confere no espelho
Olha pro pescoço, vê se não tem nenhum roxo
E me pergunta se na roupa
Ficou o meu cheiro

Me dá um beijo rápido e me fala: Adeus
E sai da minha vida cantando pneu

Eu tô no pátio do posto
Louco, louco, louco
Ela voltou pro outro
Coração aqui no puro ódio, eu fingindo costume
Mas transar com alguém de outro alguém
Não pode ter ciúme, não pode ter ciúme

E antes de descer confere no espelho
Olha pro pescoço, vê se não tem nenhum roxo
E me pergunta se na roupa
Ficou o meu cheiro

Me dá um beijo rápido e me fala: Adeus
E sai da minha vida cantando pneu

Eu tô no pátio do posto
Louco, louco, louco
Ela voltou pro outro
Coração aqui no puro ódio, eu fingindo costume
Mas transar com alguém de outro alguém
Não pode ter ciúme, não pode ter ciúme

Eu tô no pátio do posto
Louco, louco, louco
Ela voltou pro outro
Coração aqui no puro ódio, eu fingindo costume
Mas transar com alguém de outro alguém
Não pode ter ciúme, não pode ter ciúme

Enquanto eu pago a conta do quarto
Cê vai secando seu cabelo molhado"
"Voltou com quem não voltava","Israel e Rodolffo","Ruim de terminar e falar mal do outro
É se quiser voltar ter que aguentar o julgamento do povo
Podia ter terminado de boa
Mas cê saiu falando que eu era a pior pessoa no mundo
Agora, com que cara você vai falar que a gente tá junto?

Fala pras suas amigas
Quem é seu Uber depois da balada
Fala que é seu ex que vai te deixar em casa
Fala que é comigo que amanhece pelada

Fala pras suas amigas
Quem é seu Uber depois da balada
Fala que é seu ex que vai te deixar em casa
Fala que é comigo que amanhece pelada
Fala que cê já voltou com quem cê não voltava

Podia ter terminado de boa
Mas cê saiu falando que eu era a pior pessoa no mundo
Agora, com que cara você vai falar que a gente tá junto?

Fala pras suas amigas
Quem é seu Uber depois da balada
Fala que é seu ex que vai te deixar em casa
Fala que é comigo que amanhece pelada

Fala pras suas amigas
Quem é seu Uber depois da balada
Fala que é seu ex que vai te deixar em casa
Fala que é comigo que amanhece pelada
Fala que cê já voltou com quem cê não voltava"
