title,artist,lyrics
"Acordando o Prédio","Luan Santana","Aonde foi parar o seu juízo?
Já são quatro da manhã
Daqui a pouco liga o síndico
Será que tem como a moça gritar baixinho?

Sei que tá bom, mas as paredes têm ouvido
E era pra ser escondido, já que não é mais

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo (de novo, de novo)

Deixa o mundo saber, baby, como você é
E os problemas a gente resolve depois, né?
Porque quando você desce a Lua também desce pra ver
Já me ganhou, agora é só me levar pra você

Aonde foi parar o seu juízo?
Já são quatro da manhã
Daqui a pouco liga o síndico
Será que tem como a moça gritar baixinho?

Sei que tá bom, mas as paredes têm ouvido
E era pra ser escondido, já que não é mais

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo (de novo, de novo)

Deixa o mundo saber, baby, como você é
(Enquanto eles tão indo trabalhar)
E os problemas a gente resolve depois, né?
Porque quando você desce a Lua também desce pra ver
(Enquanto eles tão indo trabalhar)
Já me ganhou, agora é só me levar pra você

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo

Vamo acordar esse prédio
Fazer inveja pro povo
Enquanto eles tão indo trabalhar
A gente faz amor gostoso de novo (de novo, de novo)"
"Vidinha de balada","Henrique e Juliano","Oi, tudo bem?
Que bom te ver
A gente ficou, coração gostou
Não deu pra esquecer

Desculpa a visita
Eu só vim te falar
Tô a fim de você
E se não tiver, cê vai ter que ficar

Eu vim acabar com essa sua vidinha de balada
E dar outro gosto pra essa sua boca de ressaca

Vai namorar comigo, sim!
Vai por mim, igual nós dois não tem
Se reclamar, cê vai casar também
Com comunhão de bens
Seu coração é meu e o meu é seu também

Vai namorar comigo, sim!
Vai por mim, igual nós dois não tem
Se reclamar, cê vai casar também
Com comunhão de bens
Seu coração é meu e o meu é seu também

Vai namorar comigo, sim!"
"Cadeira de aço","Zé Neto e Cristiano","Sobraram as marcas das brigas da separação
Ficaram os cacos de vidro e as flores no chão
Se eu tivesse abaixado a voz
Talvez hoje seríamos nós

Um mês e quatro dias tentando, ela nada de me atender
Outras bocas, fui desencanando
Coração quase parou de tanto sofrer
Meu refúgio foi mesa de bar pra tentar te esquecer

Sentado numa cadeira de aço enferrujada e bebendo
Cada copo americano enganava o meu sofrimento
Achei que eu tivesse esquecido a danada naquela hora
Até ver seu nome escrito na lata de Coca-Cola

Em uma cadeira de aço enferrujada e bebendo
Cada copo americano enganava o meu sofrimento
Achei que eu tivesse esquecido a danada naquela hora
Até ver seu nome escrito na lata de Coca-Cola

Ai ai ai, ai ai ai
Deu uma saudade dela agora
Ai ai ai, ai ai ai
Garçom, joga essa lata fora

Um mês e quatro dias tentando, ela nada de me atender
Outras bocas, fui desencanando
Coração quase parou de tanto sofrer
Meu refúgio foi mesa de bar pra tentar te esquecer

Sentado numa cadeira de aço enferrujada e bebendo
Cada copo americano enganava o meu sofrimento
Achei que eu tivesse esquecido a danada naquela hora
Até ver o seu nome escrito na lata de Coca-Cola

Em uma cadeira de aço enferrujada e bebendo
Cada copo americano enganava o meu sofrimento
Achei que eu tivesse esquecido a danada naquela hora
Até ver o seu nome escrito na lata de Coca-Cola

Ai ai ai, ai ai ai
Deu uma saudade dela agora
Ai ai ai, ai ai ai
Garçom, joga essa lata fora

Ai ai ai, ai ai ai
Deu uma saudade dela agora
Ai ai ai, ai ai ai
Garçom, joga essa lata fora"
"Sorte Que Cê Beija Bem","Maiara e Maraisa","Eu jurei não bater na sua porta
Olha eu batendo
E quebrando outra promessa

Eu tentei não tocar mais no seu nome
Mas de cada três palavras
Uma me interessa

Você é um problema que eu quero ter
Mesmo sabendo que eu não consigo resolver
Eu prometo que não vou te amar
Porque essa promessa
Eu vou fazer questão de quebrar

Sabe o que você tem?
Tem sorte que cê beija bem
Você é a corda bamba que eu aprendi a andar

Sabe o que você tem?
Tem sorte que cê beija bem
Só me deixa ir porque sabe que eu vou voltar

Você é um problema que eu quero ter
Mesmo sabendo que eu não consigo resolver
Eu prometo que não vou te amar
Porque essa promessa
Eu vou fazer questão de quebrar

Sabe o que você tem?
Tem sorte que cê beija bem
Você é a corda bamba que eu aprendi a andar

Sabe o que você tem?
Tem sorte que cê beija bem
Só me deixa ir porque sabe que eu vou voltar

Sabe o que você tem?
Tem sorte que cê beija bem
Você é a corda bamba que eu aprendi a andar

Sabe o que você tem?
Tem sorte que cê beija bem
Só me deixa ir porque sabe que eu vou voltar"
"Abre o Portão Que Eu Cheguei","Gusttavo Lima","Tá me achando com cara de bobo?
Por que tá me ligando de novo?
Dessa vez eu só tô te atendendo pra dizer
Que ontem foi a nossa última vez

Você deve se achar muito esperta
Toda vez com a mesma conversa
Me ilude, me leva no chão
E quando vou dormir já estou com você na sua cama

Eu não consigo entender você
Sempre me diz que é amor mas só me quer por prazer
Olha pra trás, veja tudo o que fez
Agora quer brincar comigo e não vai ter outra vez

Tô cansado de sair no meio da noite e te satisfazer
E um minuto depois de matar minha vontade, eu me arrepender
Sair de madrugada, do meio da balada
Largar a minha vida pra viver você
Só pra viver você

Você sabe que eu sou louco por você e que me tem nas mãos
E confesso que às vezes me pego esperando a sua ligação
Tava fora de mim, esquece o que eu falei
Abre o portão que eu cheguei

Eu não consigo entender você
Sempre me diz que é amor mas só me quer por prazer
Olha pra trás, veja tudo o que fez
Agora quer ficar comigo e não vai ter outra vez

Tô cansado de sair no meio da noite e te satisfazer
E um minuto depois de matar minha vontade eu me arrepender
Sair de madrugada, do meio da balada
Largar a minha vida pra viver você
Só pra viver você

Você sabe que eu sou louco por você e que me tem nas mãos
E confesso que às vezes me pego esperando a sua ligação
Tava fora de mim, esquece o que eu falei
Abre o portão que eu cheguei

Tô cansado de sair no meio da noite e te satisfazer
E um minuto depois de matar minha vontade eu me arrepender
Sair de madrugada, do meio da balada
Largar a minha vida pra viver você
Só pra viver você

Você sabe que eu sou louco por você e que me tem nas mãos
E confesso que às vezes me pego esperando a sua ligação
Tava fora de mim, esquece o que eu falei
Abre o portão que eu cheguei

E um minuto depois de matar minha vontade eu me arrepender
Sair de madrugada, do meio da balada
Largar a minha vida pra viver você
Só pra viver você

Você sabe que eu sou louco por você e que me tem nas mãos
E confesso que às vezes me pego esperando a sua ligação
Tava fora de mim, esquece o que eu falei
Abre o portão que eu cheguei

Abre o portão que eu cheguei"
"Amante Não Tem Lar","Marília Mendonça","Só vim me desculpar
Eu não vou demorar
Não vou tentar ser sua amiga
Pois sei que não dá

Você vai me odiar
Mas eu vim te contar
Que faz um tempo
Eu me meti no meio do seu lar

Sua família é tão bonita
Eu nunca tive isso na vida
E se eu continuar assim
Eu sei que não vou ter

Ele te ama de verdade
E a culpa foi minha
Minha responsabilidade eu vou resolver
Não quero atrapalhar você

E o preço que eu pago
É nunca ser amada de verdade
Ninguém me respeita nessa cidade
Amante não tem lar
Amante nunca vai casar

E o preço que eu pago
É nunca ser amada de verdade
Ninguém me respeita nessa cidade
Amante não vai ser fiel
Amante não usa aliança e véu

Sua família é tão bonita
Eu nunca tive isso na vida
E se eu continuar assim
Eu sei que não vou ter

Ele te ama de verdade
E a culpa foi minha
Minha responsabilidade eu vou resolver
Não quero atrapalhar você

E o preço que eu pago
É nunca ser amada de verdade
Ninguém me respeita nessa cidade
Amante não tem lar
Amante nunca vai casar

E o preço que eu pago
É nunca ser amada de verdade
Ninguém me respeita nessa cidade
Amante não vai ser fiel
Amante não usa aliança e véu

E o preço que eu pago
É nunca ser amada de verdade
Ninguém me respeita nessa cidade
Amante não tem lar
Amante nunca vai casar

E o preço que eu pago
É nunca ser amada de verdade
Ninguém me respeita nessa cidade
Amante não vai ser fiel
Amante não usa aliança e véu"
"Regime Fechado","Simone & Simaria","Alô, eu tô ligando só pra te dizer
Que eu tô dando queixa de você
Tô na delegacia e o polícia disse que seu caso não tem solução

Roubar um coração é caso sério
Sua sentença é viver na mesma cela que eu
Já que nós dois estamos sendo acusados de adultério

Eu deixo esse cara, cê larga essa mulher
E a gente vai viver a vida como Deus quiser
Sem dar satisfação da nossa relação

Condenados a viver compartilhando prazer
Na cela da nossa paixão

Ô, ô, ô, ô, ô
Não quero advogado
Quero regime fechado com você, amor
Ô, ô, ô, ô, ô
Nós somos bagunçados e reféns desse pecado

Ô, ô, ô, ô, ô
Não quero advogado
Quero regime fechado com você, amor
Ô, ô, ô, ô, ô
Nós somos bagunçados e reféns desse pecado

É bandido, esse meu coração
Eterno prisioneiro da paixão

Alô, eu tô ligando só pra te dizer
Que eu tô dando queixa de você
Tô na delegacia e o polícia disse que seu caso não tem solução

Roubar um coração é caso sério
Sua sentença é viver na mesma cela que eu
Já que nós dois estamos sendo acusados de adultério

Eu deixo esse cara, cê larga essa mulher
E a gente vai viver a vida como Deus quiser
Sem dar satisfação da nossa relação

Condenados a viver compartilhando prazer
Na cela da nossa paixão

Ô, ô, ô, ô, ô
Não quero advogado
Quero regime fechado com você, amor
Ô, ô, ô, ô, ô
Nós somos bagunçados e reféns desse pecado

Ô, ô, ô, ô, ô
Não quero advogado
Quero regime fechado com você, amor
Ô, ô, ô, ô, ô
Nós somos bagunçados e reféns desse pecado

É bandido, esse meu coração
Eterno prisioneiro da paixão

É bandido, esse meu coração
Eterno prisioneiro da paixão"
"Ar Condicionado no 15","Wesley Safadão","Cinco dias, uma hora, dez minutos
Que eu não te vejo
O relógio conta as horas
Enquanto eu conto nos dedos

Todos os beijos que eu não te dei
A saudade acumulando, acumulando e eu já nem sei
Até que ponto eu vou aguentar
Eu tô ficando louco só de imaginar

E já pensou?
O ar condicionado no 15 e a gente suando
A TV no volume mais alto e a gente se amando
O que é que cê tá esperando?

E já pensou?
O ar condicionado no 15 e a gente suando
A TV no volume mais alto e a gente se amando
O que é que cê tá esperando?
Um dia sem você parece um ano"
"Eu Era","Marcos e Belutti","Aí você escolhe a melhor roupa
Aí você arruma o seu cabelo
E sai com aquela sua amiga louca
Que diz que o bom da vida é ser solteiro

Me diz se adiantou alguma coisa
Procurar alívio passageiro
Beijar umas quatro ou cinco bocas
Com beijos que não têm gosto de beijo

Aí lembrou de mim, não teve jeito
Aí lembrou de mim, não teve jeito

Beijou a boca errada, lembrou da boca certa
Entrou numa gelada, lembrou da minha coberta
Sabe esse alguém perfeito que você tanto espera?
Eu era, eu era

Aí você se lembra que a gente se completa
E vai voltar pra mim, se for um pouco esperta
Porque esse alguém perfeito que você tanto espera
Eu era, eu era
Eu era

Aí você escolhe a melhor roupa
Aí você arruma o seu cabelo
E sai com aquela sua amiga louca
Que diz que o bom da vida é ser solteiro

Me diz se adiantou alguma coisa
Procurar alívio passageiro
Beijar umas quatro ou cinco bocas
Com beijos que não têm gosto de beijo

Aí lembrou de mim, não teve jeito
Aí lembrou de mim, não teve jeito

Beijou a boca errada, lembrou da boca certa
Entrou numa gelada, lembrou da minha coberta
Sabe esse alguém perfeito que você tanto espera?
Eu era, eu era

Aí você se lembra que a gente se completa
E vai voltar pra mim, se for um pouco esperta
Porque esse alguém perfeito que você tanto espera
Eu era, eu era

Beijou a boca errada, lembrou da boca certa
Entrou numa gelada, lembrou da minha coberta
Sabe esse alguém perfeito que você tanto espera?
Eu era, eu era

Aí você se lembra que a gente se completa
E vai voltar pra mim, se for um pouco esperta
Porque esse alguém perfeito que você tanto espera
Eu era, eu era, eu era
Eu era"
"Na Conta Da Loucura","Bruno e Marrone","Gosto
Das suas mãos atrevidas
Desse seu olhar maldoso
Suas frases provocantes
Desse jogo corpo a corpo

Você é o defeito que eu gosto de ter
Se for pra errar tem que ser com você

Quero
Sua cama passageira
A sua temperatura
Traz a loucura pro quarto
Deixa a razão na rua
Temos uma noite inteira
Pra fazer o que quiser

Conte mais uma mentira
Que sou diferente
Que gosta da gente, eu vou acreditar
Relaxa
Não precisa estar nem aqui quando eu acordar

Põe mais uma noite aí na conta da loucura
Hoje o desejo é quem vai levar a culpa
Do cabelo bagunçado, perfume misturado
Meus olhos passeando no teu corpo todo

Põe mais uma noite aí na conta da loucura
Hoje o desejo é quem vai levar a culpa
Do cabelo bagunçado, perfume misturado
Meus olhos passeando no teu corpo todo

Coração nem precisa saber
Que hoje eu tô com você
Coração nem precisa saber
Que hoje eu tô com você

Conte mais uma mentira
Que sou diferente
Que gosta da gente, eu vou acreditar
Relaxa
Não precisa estar nem aqui quando eu acordar

Põe mais uma noite aí na conta da loucura
Hoje o desejo é quem vai levar a culpa
Do cabelo bagunçado, perfume misturado
Meus olhos passeando no teu corpo todo

Põe mais uma noite aí na conta da loucura
Hoje o desejo é quem vai levar a culpa
Do cabelo bagunçado, perfume misturado
Meus olhos passeando no teu corpo todo

Coração nem precisa saber
Que hoje eu tô com você
Coração nem precisa saber
Que hoje eu tô com você"
