title,artist,lyrics
"Festa","Ivete Sangalo","Festa no gueto
Pode vir, pode chegar
Misturando o mundo inteiro
Vamo vê no que é que dá

Hoje tem
Festa no gueto
Pode vir, pode chegar
Misturando o mundo inteiro
Vamo vê no que é que dá

Tem gente de toda cor
Tem raça de toda fé
Guitarras de rock'n roll
Batuque de candomblé
Vai lá, pra ver

A tribo se balançar
E o chão da terra tremer
Mãe preta de lá mandou chamar
Avisou! Avisou! Avisou! Avisou!

Que vai rolar a festa
Vai rolar!
O povo do gueto
Mandou avisar

Festa no gueto
Pode vir, pode chegar
Misturando mundo inteiro
Vamo vê no que, oh

Hoje tem
Festa no gueto
Pode vir, pode chegar
Misturando o mundo inteiro
Vamo vê no que é que dá

Tem gente de toda cor
Tem raça de toda fé
Guitarras de rock'n roll
Batuque de candomblé
Vai lá, pra ver

A tribo se balançar
E o chão da terra tremer
Mãe preta de lá mandou chamar
Avisou! Avisou! Avisou! Avisou!

Que vai rolar a festa
Vai rolar!
O povo do gueto
Mandou avisar

Vem! Vem! Vem!
Na na na na na
Tá bonito, tá bonito
Tá beleza
Na na na na na
Na na na na na
Na na na na na
Simbora! Simbora! Simbora!

Tem gente de toda cor
Tem raça de toda fé
Guitarras de rock'n roll
Batuque de candomblé
Vai lá, pra ver

A tribo se balançar
O chão da terra tremer
Mãe preta de lá mandou chamar
Avisou! Avisou! Avisou! Avisou!

Que vai rolar a festa
Vai rolar!
O povo do gueto
Mandou avisar

Que vai
Que vai rolar a festa
Vai rolar!
O povo do gueto
Mandou avisar"
"Anjo","Kelly Key","Mais uma noite chega e com ela a depressão
É esse seu orgulho que incomoda
E é de pedra a porta do seu coração

Mesmo assim eu me fascino
Fecho os olhos, esqueço da razão
Mas não esqueço desse seu jeito
Realidade louca de toda ilusão

Anjo, eu juro que te amo
É por você todos os meus planos
Te venerar é minha sina
Anjo entende o meu querer

Mais uma noite chega e com ela a depressão
É esse seu orgulho, que incomoda
E é de pedra a porta do seu coração

Mesmo assim eu me fascino
Fecho os olhos, esqueço da razão
Mas não esqueço desse seu jeito
Realidade louca de toda ilusão

Anjo, eu juro que te amo
É por você todos os meus planos
Te venerar é minha sina
Anjo entende o meu querer

Anjo, meu anjo
Eu juro que te amo, te amo
É por você todos meus planos
Te venerar é minha sina
Anjo entende o meu querer, meu querer

Anjo"
"Epitáfio","Titãs","Devia ter amado mais
Ter chorado mais
Ter visto o Sol nascer
Devia ter arriscado mais
E até errado mais
Ter feito o que eu queria fazer

Queria ter aceitado
As pessoas como elas são
Cada um sabe a alegria
E a dor que traz no coração

O acaso vai me proteger
Enquanto eu andar distraído
O acaso vai me proteger
Enquanto eu andar

Devia ter complicado menos
Trabalhado menos
Ter visto o Sol se pôr
Devia ter me importado menos
Com problemas pequenos
Ter morrido de amor

Queria ter aceitado
A vida como ela é
A cada um cabe alegrias
E a tristeza que vier

O acaso vai me proteger
Enquanto eu andar distraído
O acaso vai me proteger
Enquanto eu andar

O acaso vai me proteger
Enquanto eu andar distraído
O acaso vai me proteger
Enquanto eu andar

Devia ter complicado menos
Trabalhado menos
Ter visto o Sol se pôr"
"Carla","LS Jack","



Essa música foi removida em razão de solicitação do(s) titular(es) da obra. O Letras.mus.br está trabalhando para obter o licenciamento desse conteúdo."
"Distância","Os Travessos","Tanto tempo longe
Tanto tempo sem se ver
Eu sei, faz doer
Tantas noites longas
Sem carinho e sem prazer
Eu sei faz doer
Mas não fique triste amor
Eu logo vou voltar
E todo o meu coração te entregar

A distância não irá
Nossas vidas separar
pois você me quer
E eu te quero também
Não importa aonde eu estiver
Pode vir o que vier
Nada vai destruir
Esse amor que já criou raiz

Vou seguir viagem
Com o coração querendo mais, de você
Levo na bagagem
Os momentos lindos entre eu, e você
Mas não fique triste amor
Eu logo vou voltar
E todo meu coração te entregar

A distância não irá
Nossas vidas separar
pois você me quer
E eu te quero também
Não importa aonde eu estiver
Pode vir o que vier
Nada vai destruir
Esse amor que já criou raiz

Mas não fique triste amor
Eu logo vou voltar
E todo meu coração te entregar

A distância não irá
Nossas vidas separar
pois você me quer
E eu te quero também
Não importa aonde eu estiver
Pode vir o que vier
Nada vai destruir
Esse amor que já criou raiz

A distância não irá
Nossas vidas separar
pois você me quer
E eu te quero também
Não importa aonde eu estiver
Pode vir o que vier
Nada vai destruir
Esse amor que já criou raiz"
"Baba","Kelly Key","Você não acreditou
Você nem me olhou
Disse que eu era muito nova pra você
Mas agora que cresci você quer me namorar

Você não acreditou
Você sequer notou
Disse que eu era muito nova pra você
Mas agora que cresci você quer me namorar

Não vou acreditar nesse falso amor
Que só quer me iludir me enganar isso é caô
E pra não dizer que eu sou ruim
Vou deixar você me olhar
Só olhar, só olhar, baba

Baby, baba olha o que perdeu
Baba, criança cresceu
Bem feito pra você, é, agora eu sou mais eu
Isso é pra você aprender a nunca mais me esnobar
Baba baby, baby, baba, baba

Baby, baba olha o que perdeu
Baba, criança cresceu
bem feito pra você, é, agora eu sou mais eu
Isso é pra você aprender a nunca mais me esnobar
Baba baby, baby, baba, baba

Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby

Você não acreditou
Você sequer notou
Disse que eu era muito nova pra você
Mas agora que cresci você quer me namorar

Não vou acreditar nesse falso amor
Que só quer me iludir me enganar isso é caô
E pra não dizer que eu sou ruim
Vou deixar você me olhar
Só olhar, só olhar, baba

Baby, baba olha o que perdeu
Baba, criança cresceu
Bem feito pra você, é, agora eu sou mais eu
Isso é pra você aprender a nunca mais me esnobar
Baba baby, baby, baba, baba

Baby, baba olha o que perdeu
Baba, criança cresceu
Bem feito pra você, é, agora eu sou mais eu
Isso é pra você aprender a nunca mais me esnobar
Baba baby, baby, baba, baba

Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby

Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby
Baby baba baba baba baby"
"Mutante","Daniela Mercury","Kiss me baby
Kiss me baby
Kiss me, kiss me, kiss me

Juro que não vai doer
Se um dia eu roubar
O seu anel de brilhantes
Afinal de contas dei meu coração
E você pôs na estante
Como um troféu
No meio da bugiganga
Você me deixou de tanga
Ai de mim que sou romântica!

Quando eu me sinto um pouco rejeitada
Me dá um nó na garganta
Choro até secar a alma de toda mágoa
Depois eu passo pra outra
Como mutante
No fundo sempre sozinho
Seguindo o meu caminho
Ai de mim que sou romântica!

Kiss me baby, kiss me
Pena que você não me kiss
Não me suicidei por um triz
Ai de mim que sou assim!
Romântica, assim
Romântica
Romântica (yeah, yeah, yeah)

Juro que não vai doer
Se um dia eu roubar
O seu anel de brilhantes
Afinal de contas dei meu coração
E você pôs na estante
Como um troféu
No meio da bugiganga
Você me deixou de tanga
Ai de mim que sou romântica!

Kiss me baby, kiss me
Pena que você não me kiss
Não me suicidei por um triz
Ai de mim que sou assim!
Romântica, assim
Romântica
Romântica (yeah, yeah, yeah)
Oh, oh, oh

Como mutante
No fundo sempre sozinho
Seguindo o meu caminho
Ai de mim que sou romântica!

Romântica, assim
Romântica (yeah, yeah, yeah)
Romântica

Oh, oh, oh

Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah"
"O Grande Amor da Minha Vida","Vava","A gente morou e cresceu na mesma rua
Como se fosse o sol e a lua dividindo o mesmo céu
Eu a vi desabrochar, ser desejada
Uma jóia cobiçada, o mais lindo dos troféus

Eu fui seu guardião, eu fui seu anjo amigo
Mas não sabia que comigo
Por ela carregava uma paixão
Eu a vi se aconchegar em outros braços
E saí contando os passos, me sentindo tão sozinho
No corpo o sabor amargo do ciúme
A gente quando não se assume
Fica chorando sem carinho

O tempo passou e eu sofri calado
Não deu pra tirar ela do pensamento
Eu ia dizer que estava apaixonado
Recebi o convite do seu casamento
Com letras douradas num papel bonito
Chorei de emoção quando acabei de ler
Num cantinho rabiscado no verso
Ela disse: Meu amor, eu confesso
tô casando, mas o grande amor
da minha vida é você.

Eu a vi se aconchegar em outros braços
E saí contando os passos, me sentindo tão sozinho
No corpo o sabor amargo do ciúme
A gente quando não se assume
Fica chorando sem carinho

O tempo passou e eu sofri calado
Não deu pra tirar ela do pensamento
Eu ia dizer que estava apaixonado
Recebi o convite do seu casamento
Com letras douradas num papel bonito
Chorei de emoção quando acabei de ler
Num cantinho rabiscado no verso
Ela disse: Meu amor, eu confesso
tô casando, mas o grande amor
da minha vida é você.

O tempo passou e eu sofri calado
Não deu pra tirar ela do pensamento
Eu ia dizer que estava apaixonado
Recebi o convite do seu casamento
Com letras douradas num papel bonito
Chorei de emoção quando acabei de ler
Num cantinho rabiscado no verso
Ela disse: Meu amor, eu confesso
tô casando, mas o grande amor
da minha vida é você.

Tô casando, mas o grande amor
da minha vida é você. (+ 1 vez)"
"A Ferro E Fogo","Zezé Di Camargo & Luciano","A ferro e fogo não dá
Com tanta indiferença vendo a vida passar
Tropeços e tropeços, pedras no meu caminho
Foi só um jogo de azar
Palavras e palavras se perderam no ar
Tão perto dos seus olhos
Longe dos seus carinhos

Por Deus, tudo acabou!
Eu já não aguentava mais
Viver como eu vivi
Sofrer como eu sofri
Foi longe até demais
Sozinho vai ser bem melhor
Pra que remediar o fim?
É bem melhor perder, se nada faz doer
Como está doendo em mim

A ferro e fogo não dá
Com tanta indiferença vendo a vida passar
Tropeços e tropeços, pedras no meu caminho
Foi só um jogo de azar
Palavras e palavras se perderam no ar
Tão perto dos seus olhos
Longe dos seus carinhos

Por Deus, tudo acabou!
Eu já não aguentava mais
Viver como eu vivi
Sofrer como eu sofri
Foi longe até demais
Sozinho vai ser bem melhor
Pra que remediar o fim?
É bem melhor perder, se nada faz doer
Como está doendo em mim

A ferro e fogo não dá
Com tanta indiferença vendo a vida passar
Tropeços e tropeços, pedras no meu caminho
Foi só um jogo de azar
Palavras e palavras se perderam no ar
Tão perto dos seus olhos
Longe dos seus carinhos

A ferro e fogo não dá
Com tanta indiferença vendo a vida passar
Pedras no meu caminho
Foi só um jogo de azar
Palavras e palavras se perderam no ar
Longe dos seus carinhos"
"Vida Minha","Daniel","Olha, lá vem o Sol
Vai chegar novo dia
Lá vou eu inventar esperanças de novo
Passarinhos e carros na mesma avenida
É o cenário da luta diária
De um povo

Nessa altura da vida eu não acho direito
Passar noites em claro, assim, relembrando
Fico eu, no meu corpo, de um lado pro outro
Te adorando, vida minha
Te adorando

Quando você me queria, eu não quis
A cabeça estava em outro lugar
A felicidade em cima de mim
Bem ali, debaixo do meu nariz
E eu não tive o dom de enxergar

Essa mistura de saudade e de dor
É um preço que eu cansei de pagar
Hoje mesmo eu vou atrás de você
Lá vou eu me desculpar outra vez
Na esperança de você perdoar

Olha, lá vem o Sol
Vai chegar novo dia
Lá vou eu inventar esperanças de novo
Passarinhos e carros na mesma avenida
É o cenário da luta diária
De um povo

Nessa altura da vida eu não acho direito
Passar noites em claro, assim, relembrando
Fico eu, no meu corpo, de um lado pro outro
Te adorando, vida minha
Te adorando

Quando você me queria, eu não quis
A cabeça estava em outro lugar
A felicidade em cima de mim
Bem ali, debaixo do meu nariz
E eu não tive o dom de enxergar

Essa mistura de saudade e de dor
É um preço que eu cansei de pagar
Hoje mesmo eu vou atrás de você
Lá vou eu me desculpar outra vez
Na esperança de você perdoar"
