title,artist,lyrics
"Pra você","Paula Fernandes","Eu quero ser pra você
A alegria de uma chegada
Clarão trazendo o dia
Iluminando a sacada

Eu quero ser pra você
A confiança, o que te faz
Te faz sonhar todo dia
Sabendo que pode mais

Eu quero ser ao teu lado, encontro inesperado
O arrepio de um beijo bom
Eu quero ser tua paz
A melodia capaz de fazer você dançar

Eu quero ser pra você
A Lua iluminando o Sol
Quero acordar todo dia
Pra te fazer todo o meu amor
Eu quero ser pra você
Braços abertos a te envolver
E a cada novo sorriso teu
Serei feliz por amar você

Eu quero ser pra você
A alegria de uma chegada
Clarão trazendo o dia
Iluminando a sacada

Eu quero ser pra você
A confiança, o que te faz
Te faz sonhar todo dia
Sabendo que pode mais, e mais, e mais

Eu quero ser ao teu lado, encontro inesperado
O arrepio de um beijo bom
Eu quero ser tua paz
A melodia capaz de fazer você dançar

Eu quero ser pra você
A Lua iluminando o Sol
Quero acordar todo dia
Pra te fazer todo o meu amor
Eu quero ser pra você
Braços abertos a te envolver
E a cada novo sorriso teu
Serei feliz por amar você

Se eu vivo pra você
Se eu canto pra você
Pra você

Eu quero ser pra você
A Lua iluminando o Sol
Quero acordar todo dia
Pra te fazer todo o meu amor
Eu quero ser pra você
Braços abertos a te envolver
E a cada novo sorriso teu
Serei feliz por amar você

Eu quero ser pra você
Eu quero ser pra você
Pra você"
"Amar não é Pecado","Luan Santana","Eu não sei de onde vem
Essa força que me leva pra você
Eu só sei que faz bem
Mas confesso que no fundo eu duvidei

Tive medo e em segredo
Guardei o sentimento e me sufoquei
Mas agora é a hora
Vou gritar pra todo mundo de uma vez

Eu tô apaixonado, eu tô contando tudo
E não tô nem ligando pro que vão dizer
Amar não é pecado e se eu tiver errado
Que se dane o mundo, eu só quero você

Eu tô apaixonado, eu tô contando tudo
E não tô nem ligando pro que vão dizer
Amar não é pecado e se eu tiver errado
Que se dane o mundo, eu só quero você

Eu não sei de onde vem
Essa força que me leva pra você
Eu só sei que faz bem
Mas confesso que no fundo eu duvidei

Tive medo e em segredo
Guardei o sentimento e me sufoquei
Mas agora é a hora
Vou gritar pra todo mundo de uma vez

Eu tô apaixonado, eu tô contando tudo
E não tô nem ligando pro que vão dizer
Amar não é pecado e se eu tiver errado
Que se dane o mundo, eu só quero você

Eu tô apaixonado, eu tô contando tudo
E não tô nem ligando pro que vão dizer
Amar não é pecado e se eu tiver errado
Que se dane o mundo, eu só quero você

Oh, oh

Eu tô apaixonado, eu tô contando tudo
E não tô nem ligando pro que vão dizer
Amar não é pecado e se eu tiver errado
Que se dane o mundo, eu só quero você

Eu tô apaixonado, eu tô contando tudo
E não tô nem ligando pro que vão dizer
Amar não é pecado e se eu tiver errado
Que se dane o mundo, eu só quero você

Oh, oh"
"Água de Oceano","Victor & Leo","Em pleno deserto, te encontrei
Nunca imaginava ser assim
O que jamais pensei
Foi ter você perto de mim

O Sol queimava a minha paz
Quando você chegou
Não sabe o bem que me faz
A sombra desse amor

Água de oceano pra beber
Vivo mergulhado em você
Te amo pra valer
Lembre-se de não esquecer

Em pleno deserto, te encontrei
Nunca imaginava ser assim
O que jamais pensei
Foi ter você perto de mim

O Sol queimava a minha paz
Quando você chegou
Não sabe o bem que me faz
A sombra desse amor

Água de oceano pra beber
Vivo mergulhado em você
Te amo pra valer
Lembre-se de não esquecer

Água de oceano pra beber
Vivo mergulhado em você
Te amo pra valer
Lembre-se de não esquecer"
"Um beijo","Luan Santana","Saio cantando do chuveiro
Eu sou o cara mais feliz do mundo inteiro
Noite perfeita, tá na hora, quero te encontrar
Em frente ao espelho, tô ensaiando
A melhor forma de dizer que tô te amando
Essa é a chance, é agora eu não posso errar

Mas bem na hora de falar com você
Travei, comecei a gaguejar
E a saída é deixar acontecer
O coração se entregar

Um beijo fala mais que mil palavras
Um toque é bem mais que poesia
No seu olhar enxergo a sua alma
Sua fala é uma linda melodia
Ninguém sabe explicar o que é o amor
Ninguém vai ser feliz sem ser amado
Meu coração de vez se entregou
Confesso que eu estou apaixonado

Mas bem na hora de falar com você
Travei, comecei a gaguejar
E a saída é deixar acontecer
O coração se entregar

Um beijo fala mais que mil palavras
Um toque é bem mais que poesia
No seu olhar enxergo a sua alma
Sua fala é uma linda melodia
Ninguém sabe explicar o que é o amor
Ninguém vai ser feliz sem ser amado
Meu coração de vez se entregou
Confesso que eu estou apaixonado

Um beijo fala mais que mil palavras
Um toque é bem mais que poesia
No seu olhar enxergo a sua alma
Sua fala é uma linda melodia
Ninguém sabe explicar o que é o amor
Ninguém vai ser feliz sem ser amado
Meu coração de vez se entregou
Confesso que eu estou apaixonado"
"As lembranças vão na mala","Luan Santana","Independentemente do que me disser agora
Queria deixar claro algumas coisas pra você
Independentemente se deu certo a nossa história
Não quero que fique comigo por dó de me fazer sofrer

Orgulhoso, eu não me ajoelhei pra ter seu coração
Imperfeito, sou sim, mas dei o meu melhor até o fim

Sua consciência não vai te deixar dormir
Pois ninguém mais faz palhaçada pra te ver sorrir
Ninguém vai te abraçar pra ver o sol se pôr
Ninguém vai escrever no muro uma história de amor

Sua consciência não vai te deixar dormir
Pois ninguém mais faz palhaçada pra te ver sorrir
Ninguém vai te abraçar pra ver o sol se pôr
Ninguém vai escrever no muro uma história de amor

Mas se mesmo assim, quiser me deixar
As lembranças vão na mala pra te atormentar

Orgulhoso, eu não me ajoelhei pra ter seu coração
Imperfeito, sou sim, mas dei o meu melhor até o fim

Sua consciência não vai te deixar dormir
Pois ninguém mais faz palhaçada pra te ver sorrir
Ninguém vai te abraçar pra ver o sol se pôr
Ninguém vai escrever no muro uma história de amor

Sua consciência não vai te deixar dormir
Pois ninguém mais faz palhaçada pra te ver sorrir
Ninguém vai te abraçar pra ver o sol se pôr
Ninguém vai escrever no muro uma história de amor

Mas se mesmo assim, quiser me deixar
As lembranças vão na mala pra te atormentar

Sua consciência não vai te deixar dormir
Pois ninguém mais faz palhaçada pra te ver sorrir
Ninguém vai te abraçar pra ver o sol se pôr
Ninguém vai escrever no muro uma história de amor

Sua consciência não vai te deixar dormir
Pois ninguém mais faz palhaçada pra te ver sorrir
Ninguém vai te abraçar pra ver o sol se pôr
Ninguém vai escrever no muro uma história de amor

Mas se mesmo assim, quiser me deixar
As lembranças vão na mala pra te atormentar"
"Adrenalina","Luan Santana","Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Eu sou vidrado em você
Química perfeita
Não consigo entender
É impossível te dizer não
Você criou as regras
Estou na palma da suas mãos

Tô me arriscando pelo seu amor
Me aventurei para ficar perto do seu calor
Inconsequente nossa paixão
A cada dia uma nova emoção

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Eu sou vidrado em você
Química perfeita
Não consigo entender
É impossível te dizer não
Você criou as regras
Estou na palma da suas mãos

Tô me arriscando pelo seu amor
Me aventurei para ficar perto do seu calor
Inconsequente nossa paixão
A cada dia uma nova emoção

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Quando você chegar mais perto vai ver
Que a pulsação acelera quando eu tô com você
Essa magia chega e domina
O meu peito explode é pura adrenalina

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar
Vem me amar!"
"Acelera Aê","Ivete Sangalo","Nesse lance bom
Nesse ritmo
Tudo pode rolar
Já sei onde vou
Nessa onda
Tô doido afim de dançar
Solte o som pra animar a noite, DJ
Todo mundo ligado
Noite do bem

Aceleraê
O coração
Hoje é dia de Ivete
Aceleraê
O coração
Aaaaah

Mão com mão
Eu, você, curtição
O bit é bom
Pense bem, mente sã, corpo são
Tô feliz, tô afim, tô legal
E nesse astral
Vou ficar até amanhecer

Aceleraê
O coração
Hoje é dia de Ivete
Aceleraê
O coração
Aaaaaah

Mão com mão
Eu, você, curtição
O bit é bom
Pense bem, mente sã, corpo são
Tô feliz, tô afim, tô legal
E nesse astral
Vou ficar até amanhecer

Aceleraê
O coração
Hoje é dia de Ivete
Aceleraê
O coração
Aaaaaah"
"Chuva","Joao Bosco & Vinicius","O céu está fechado escuro
Me parece vai chover no meu jardim
Depois que você me deixou
Nunca mais choveu em mim

Como esquecer todas as noites
Que a gente se amava sem pensar?
Não tinha luz, fazia frio e a chuva nos molhava

Chove, chuva, chove vem lavar esta saudade
Leva do meu peito as lembranças que me invadem
Chove, chuva, chove vem lavar esta saudade
Leva do meu peito as lembranças que me invadem
Por favor

O céu está fechado escuro
Me parece vai chover no meu jardim
Depois que você me deixou
Nunca mais choveu em mim

Como esquecer todas as noites
Que a gente se amava sem pensar?
Não tinha luz, fazia frio e a chuva nos molhava

Chove, chuva, chove vem lavar esta saudade
Leva do meu peito as lembranças que me invadem
Chove, chuva, chove vem lavar esta saudade
Leva do meu peito as lembranças que me invadem

Chove, chuva, chove vem lavar esta saudade
Leva do meu peito as lembranças que me invadem
Chove, chuva, chove vem lavar esta saudade
Lava do meu peito as lembranças que me invadem
Por favor"
"Juras de Amor","Bruno & Marrone","Eu pensei que fosse fácil esquecer
Uma paixão
Descobri como é difícil dominar
O coração

São lembranças e momentos tão marcantes
Tão difíceis de apagar
Coisas simples e não menos importantes
Como posso não lembrar

Do beijo na boca
Do cheiro da pele
Das juras de amor
Que eram pra sempre

Não quero lembrar
Que tudo acabou
Só quero lembrar
Dos momentos de amor

São lembranças e momentos tão marcantes
Tão difíceis de apagar
Coisas simples e não menos importantes
Como posso não lembrar

Do beijo na boca
Do cheiro da pele
Das juras de amor
Que eram pra sempre

Não quero lembrar
Que tudo acabou
Só quero lembrar
Dos momentos de amor

Do beijo na boca
Do cheiro da pele
Das juras de amor
Que eram pra sempre"
"Não é Normal","NX Zero","Porque toda vez que você sai
Parte de mim também se vai
Isso não é normal
Saiba que um dia sem você
É uma eternidade para mim
Isso não é normal

Então você me disse
Nunca vai dar certo, é, eu te respondo
Tem que confiar em mim
Mais uma vez, sei que errei
Não jogue fora algo assim tão bom

Prometo que essa é a última promessa
E se depender de mim, você nunca mais vai sofrer
Não quero te perder
Mais uma vez

Porque toda vez que você sai
Parte de mim também se vai
Isso não é normal
Saiba que um dia sem você
É uma eternidade para mim
Isso não é normal

O tempo todo, o tempo todo é tempo demais
Não é pra sempre, o pra sempre sempre se vai
Uoh, uoh, nem tudo que acaba tem final

Lembra?
Você me disse nunca vai dar certo, ok
Mas pense nisso
O que é certo para mim
Pode não ser pra você

Deixe o futuro pra depois
Não vai ser como recomeçar do nada, pois
Nada pode mudar o que já começou
Então faça agora tudo isso valer a pena

Porque toda vez que você sai
Parte de mim também se vai
Isso não é normal
Saiba que um dia sem você
É uma eternidade para mim

O tempo todo, o tempo todo é tempo demais
Não é pra sempre, o pra sempre sempre se vai
Uoh, uoh, nem tudo que acaba tem final
Uoh, nem tudo que acaba tem final
Uoh, nem tudo que acaba tem final, uoh

Porque toda vez que você sai
Parte de mim também se vai
Isso não é normal"
