title,artist,lyrics
"Pelados em Santos","Mamonas Assassinas","Mina, seus cabelo é da hora
Seu corpão violão
Meu docinho de coco
Tá me deixando louco

Minha Brasília amarela
Tá de portas abertas
Pra mode a gente se amar
Pelados em Santos

Pois você, minha pitchula
Me deixou legalzão
Não me sintcho sozinho
Você é meu chuchuzinho
Music is very good

(Oxente ai, ai, ai!)
Mas comigo ela não quer se casar
(Oxente ai, ai, ai!)
Na Brasília amarela com roda gaúcha
Ela não quer entrar
(Oxente ai, ai, ai!)

É feijão com jabá
A desgraçada num quer compartilhar
Mas ela é lindia
Mutcho mar do que lindia
Very, very beautiful

Você me deixa doidião
Oh, yes! Oh, no!
Meu docinho de coco
Music is very porreta

(Oxente Paraguai!)
Pos Paraguai ela não quis viajar
(Oxente Paraguai!)
Comprei um Reebok e uma calça Fiorucci
Ela não quer usar
(Oxente Paraguai!)

Eu não sei o que faço
Pra essa mulé eu conquistchar
Porque ela é lindia
Mutcho mar do que lindia
Very, very beautiful

Você me deixa doidião
Oh, yes! Oh, no!
Meu chuchuzinho
Oh, yes! No, no, no, no!
Eu te I love you!

Pera aí que tem mais
Um poquinho de u
Uuh

Tchê"
"Eu me amarrei","João Paulo e Daniel","Eu me amarrei, eu me amarrei
Eu me amarrei no seu coração
Eu me amarrei
Eu me amarrei, eu me amarrei
Tô amarrado nessa paixão

Eu me amarrei (eu me amarrei), eu me amarrei (eu me amarrei)
Eu me amarrei no seu coração
Eu me amarrei

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Tô amarrado nessa paixão

Ela me agarra
Num chamego tão gostoso
O meu corpo pega fogo
É demais essa mulher

Chora a sanfona
E eu aqui grudado nela
A noite inteira, um rela rela
E é isso que ela quer

Eu me amarrei, eu me amarrei
Eu me amarrei no seu coração
Eu me amarrei

Eu me amarrei, eu me amarrei
Tô amarrado
Nessa paixão

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Eu me amarrei no seu coração
Eu me amarrei

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Tô amarrado
Nessa paixão

Eu ganho um beijo
Num cantinho escondidinho
E ela fala bem baixinho
Seu desejo de mulher

Suor pingando
Feito tampa de panela
Xonado, gamado nela
E é isso que ela quer

Eu me amarrei, eu me amarrei
Eu me amarrei no seu coração
Eu me amarrei

Eu me amarrei, eu me amarrei
Tô amarrado
Nessa paixão

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Eu me amarrei no seu coração
Eu me amarrei

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Tô amarrado
Nessa paixão

Eu ganho um beijo
Num cantinho escondidinho
E ela fala bem baixinho
Seu desejo de mulher

Suor pingando
Feito tampa de panela
Xonado, gamado nela
E é isso que ela quer

Eu me amarrei, eu me amarrei
Eu me amarrei no seu coração
Eu me amarrei
Eu me amarrei, eu me amarrei
Tô amarrado nessa paixão

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Eu me amarrei no seu coração
Eu me amarrei
Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Tô amarrado nessa paixão

Eu me amarrei (eu me amarrei)
Eu me amarrei (eu me amarrei)
Eu me amarrei no seu coração
Eu me amarrei
Eu me amarrei (eu me amarrei)"
"Xô satanás","Asa de águia","Eu era um bêbado
Que vivia drogado
Hoje estou curado
Encontrei Jesus!
Encontrei Jesus!
Encontrei Jesus!

Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!
Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!

Eu era um bêbado
Que vivia drogado
Hoje estou curado
Encontrei Jesus!
Encontrei Jesus!
Encontrei Jesus!

Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!
Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!

Eu estava na vida
Quase a me perder
A minha tentação
Foi amar você
Com tanta loucura
Não aguento mais
Xô, Satanás! Xô, Satanás!
Xô, Satanás! Xô, Satanás!

Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!
Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!

Estou sentindo que você está possuído irmão
Venha cá que você vai ser libertado agora!

Xô! Xô!
Saí! Saí!

Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!
Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!

Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!
Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!

Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!
Na casa do Senhor, não existe Satanás
Xô, Satanás! Xô, Satanás!

Na casa do Senhor, não existe Satanás
Não! Não! Não!
Não! Não! Não!
Na casa do Senhor, não existe Satanás
Não! Não! Não!
Não! Não! Não!

Saí! Saí! Saí! Saí daqui, saí daqui peste
Saí daqui coisa ruim"
"Foi A Primeira Vez","Zezé Di Camargo & Luciano","Foi a primeira vez, a mais forte talvez
Que alguém fez meu coração bater
Descompassado assim

Foi um tiro no olhar, tanta pressa de amar
E uma febre tão louca, queimava na boca
Tive que me entregar

Foi a primeira vez, quem sabe nunca mais
Pois ninguém soube arrancar de mim
A falta que você me faz

Fiquei tão preso nesse amor
Que não consigo me soltar
Quem vai secar meus olhos
Que estão cansados de chorar o mar?

Amor assim, é tão ruim
Só vem pra machucar
É uma paixão, que o coração não quer deixar voar

Amor assim não dá pra mim
É muita solidão
Eu preciso de alguém que não fuja do meu coração

Foi a primeira vez, quem sabe nunca mais
Pois ninguém soube arrancar de mim
A falta que você me faz

Fiquei tão preso nesse amor
Que não consigo me soltar
Quem vai secar meus olhos
Que estão cansados de chorar o mar?

Amor assim é tão ruim
Só vem pra machucar
É uma paixão, que o coração não quer deixar voar

Amor assim não dá pra mim
É muita solidão
Eu preciso de alguém que não fuja do meu coração

Eu preciso de alguém que não fuja do meu coração"
"Pacato Cidadão","Skank","Oh! Pacato cidadão!
Eu te chamei a atenção
Não foi à toa, não
C'est fini la utopia
Mas a guerra todo dia
Dia a dia, não

Eu tracei a vida inteira
Planos tão incríveis
Tramo a luz do Sol
Apoiado em poesia
E em tecnologia
Agora à luz do Sol

Pacato cidadão!
É o pacato da civilização
Pacato cidadão!
É o pacato da civilização

Oh! Pacato cidadão!
Eu te chamei a atenção
Não foi à toa, não
C'est fini la utopia
Mas a guerra todo dia
Dia a dia, não

E tracei a vida inteira
Planos tão incríveis
Tramo a luz do Sol
Apoiado em poesia
E em tecnologia
Agora à luz do Sol

Pra que tanta TV
Tanto tempo pra perder
Qualquer coisa que se queira
Saber querer
Tudo bem, dissipação
De vez em quando é bão
Misturar o brasileiro com alemão
Pacato cidadão!
É o pacato da civilização

Oh! Pacato cidadão!
Eu te chamei a atenção
Não foi à toa, não
C'est fini la utopia
Mas a guerra todo dia
Dia a dia, não

E tracei a vida inteira
Planos tão incríveis
Tramo a luz do Sol
Apoiado em poesia
E em tecnologia
Agora à luz do Sol

Pra que tanta sujeira
Nas ruas e nos rios
Qualquer coisa que se suje
Tem que limpar
Se você não gosta dele
Diga logo a verdade
Sem perder a cabeça
Sem perder a amizade

Pacato cidadão!
É o pacato da civilização
Pacato cidadão!
É o pacato da civilização

Oh! pacato cidadão!
Eu te chamei a atenção
Não foi à toa, não
C'est fini la utopia
Mas a guerra todo dia
Dia a dia, não

E tracei a vida inteira
Planos tão incríveis
Tramo a luz do Sol
Apoiado em poesia
E em tecnologia
Agora à luz do Sol

Consertar o rádio
E o casamento é
Corre a felicidade
No asfalto cinzento
Se abolir a escravidão
Do caboclo brasileiro
Numa mão educação
Na outra dinheiro

Pacato cidadão!
É o pacato da civilização
Pacato cidadão!
É o pacato da civilização

Pacato cidadão!
É o pacato da civilização
Pacato cidadão!
É o pacato da civilização

Pacato cidadão!
É o pacato
Da civilização! Da civilização!"
"Estudo Errado","Gabriel O Pensador","Atenção pra chamada! Aderbal?
Presente!
Aninha?
Eu!
Breno?
Aqui!
Carol?
Presente!
Douglas?
Alô!
Fernandinha?
Tô aqui
Geraldo?
Eu!
Itamarzinho?
Faltou
Juquinha?

Eu tô aqui pra quê?
Será que é pra aprender?
Ou será que é pra sentar, me acomodar e obedecer?
Tô tentando passar de ano pro meu pai não me bater
Sem recreio de saco cheio porque eu não fiz o dever

A professora já tá de marcação porque sempre me pega
Disfarçando, espiando, colando toda prova dos colegas
E ela esfrega na minha cara um zero bem redondo
E quando chega o boletim lá em casa eu me escondo

Eu quero jogar botão, vídeo-game, bola de gude
Mas meus pais só querem que eu vá pra aula! E estude!
Então dessa vez eu vou estudar até decorar cumpádi
Pra me dar bem e minha mãe deixar ficar acordado até mais tarde
Ou quem sabe aumentar minha mesada

Pra eu comprar mais revistinha (do Cascão?)
Não. De mulher pelada
A diversão é limitada e o meu pai não tem tempo pra nada
E a entrada no cinema é censurada (vai pra casa pirralhada!)
A rua é perigosa então eu vejo televisão
(Tá lá mais um corpo estendido no chão)

Na hora do jornal eu desligo porque eu nem sei nem o que é inflação
Ué não te ensinaram?
Não, a maioria das matérias que eles dão eu acho inútil
Em vão, pouco interessantes, eu fico pu

Tô cansado de estudar, de madrugar, que sacrilégio
(Vai pro colégio!)
Então eu fui relendo tudo até a prova começar
Voltei louco pra contar

Manhê! Tirei um dez na prova
Me dei bem, tirei um cem e eu quero ver quem me reprova
Decorei toda lição
Não errei nenhuma questão
Não aprendi nada de bom
Mas tirei dez (boa filhão!)

Quase tudo que aprendi, amanhã eu já esqueci
Decorei, copiei, memorizei, mas não entendi
Quase tudo que aprendi, amanhã eu já esqueci
Decorei, copiei, memorizei, mas não entendi

Decoreba: Esse é o método de ensino
Eles me tratam como ameba e assim eu não raciocino
Não aprendo as causas e consequências só decoro os fatos
Desse jeito até história fica chato
Mas os velhos me disseram que o porquê é o segredo
Então quando eu num entendo nada, eu levanto o dedo

Porque eu quero usar a mente pra ficar inteligente
Eu sei que ainda não sou gente grande, mas eu já sou gente
E sei que o estudo é uma coisa boa
O problema é que sem motivação a gente enjoa
O sistema bota um monte de abobrinha no programa

Mas pra aprender a ser um ingonorante
Ah, um ignorante, por mim eu nem saía da minha cama (ah, deixa eu dormir)
Eu gosto dos professores e eu preciso de um mestre
Mas eu prefiro que eles me ensinem alguma coisa que preste
O que é corrupção? Pra que serve um deputado?
Não me diga que o Brasil foi descoberto por acaso!

Ou que a minhoca é hermafrodita
Ou sobre a tênia solitária
Não me faça decorar as capitanias hereditárias!
Alô?
O que que vai cair na prova de amanhã?
Quadrado da hipotenusa, cromossomos, tabela periódica, ah!
Vamos fugir dessa jaula!
Hoje eu tô feliz (matou o presidente?)
Não. A aula

Matei a aula porque num dava
Eu não aguentava mais
E fui escutar o Pensador escondido dos meus pais
Mas se eles fossem da minha idade eles entenderiam
(Esse num é o valor que um aluno merecia!)
Ih, sujô (hein?)
O inspetor!

(Acabou a farra, já pra sala do coordenador!)
Achei que ia ser suspenso mas era só pra conversar
E me disseram que a escola era meu segundo lar
E é verdade, eu aprendo muita coisa realmente
Faço amigos, conheço gente, mas não quero estudar pra sempre!
Então eu vou passar de ano

Não tenho outra saída
Mas o ideal é que a escola me prepare pra vida
Discutindo e ensinando os problemas atuais
E não me dando as mesmas aulas que eles deram pros meus pais
Com matérias das quais eles não lembram mais nada
E quando eu tiro dez é sempre a mesma palhaçada

Manhê! Tirei um dez na prova
Me dei bem, tirei um cem e eu quero ver quem me reprova
Decorei toda lição
Não errei nenhuma questão
Não aprendi nada de bom
Mas tirei dez (boa filhão!)

Quase tudo que aprendi, amanhã eu já esqueci
Decorei, copiei, memorizei, mas não entendi
Quase tudo que aprendi, amanhã eu já esqueci
Decorei, copiei, memorizei, mas não entendi

Encarem as crianças com mais seriedade
Pois na escola é onde formamos nossa personalidade
Vocês tratam a educação como um negócio onde a ganância, a exploração, e a indiferença são sócios
Quem devia lucrar só é prejudicado
Assim vocês vão criar uma geração de revoltados
Tá tudo errado e eu já tô de saco cheio
Agora me dá minha bola e deixa eu ir embora pro recreio

Juquinha você tá falando demais assim eu vou ter que lhe deixar sem recreio!
Mas é só a verdade professora!
Eu sei, mas colabora se não eu perco o meu emprego!"
"Paparico","Molejo","Menina, vou lhe ser sincero
Não quero mais te enganar
Não tenho onde cair duro!
Fiz de tudo pra te conquistar
Arranjei um carro importado
Uma beca e um celular
Na verdade era tudo emprestado
Não tenho nem onde morar

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te levei num hotel cinco estrelas
Passei um cheque voador
Minha paixão é verdadeira
Faço tudo pelo nosso amor!
Menti, mas foi de boa fé
Menina, sou louco por ti!
Mas sou pobre de marré, marré
Sou pobre, pobre, de marré deci

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Menina, vou lhe ser sincero
Não quero mais te enganar
Não tenho onde cair duro!
Fiz de tudo pra te conquistar
Arranjei um carro importado
Uma beca e um celular
Na verdade era tudo emprestado
Não tenho nem onde morar

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te levei num hotel cinco estrelas
Passei um cheque voador
Minha paixão é verdadeira
Faço tudo pelo nosso amor!
Menti, mas foi de boa fé
Menina, sou louco por ti!
Mas sou pobre de marré, marré
Sou pobre, pobre, de marré deci

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um

Te ganhei no paparico
Te papariquei!
Quis te dar um fino trato
E me apaixonei!
Te ganhei no paparico
Mas tô sem nenhum
Por favor, amor, não pense
Que sou um sete um"
"Beijo na Boca","Netinho","Foi sem querer que eu beijei a sua boca
Menina tão loca, eu quero te beijar
Beijo na boca, seu corpo no meu, suado
Tem sabor de pecado, com jeito de bem-me-quer

Todo dia de festa na Bahia
E o trio irradia alegria

O farol que ilumina Salvador, eo-eo
Todo o dia é festa em Salvador, eo, eo
Suor, suingue maneiro, pecado e amor"
"Malandragem","Cassia Eller","Quem sabe eu ainda sou uma garotinha
Esperando o ônibus da escola, sozinha
Cansada com minhas meias três quartos
Rezando baixo pelos cantos
Por ser uma menina má

Quem sabe o príncipe virou um chato
Que vive dando no meu saco
Quem sabe a vida é não sonhar

Eu só peço a Deus
Um pouco de malandragem
Pois sou criança
E não conheço a verdade
Eu sou poeta e não aprendi a amar
Eu sou poeta e não aprendi a amar

Bobeira é não viver a realidade
E eu ainda tenho uma tarde inteira
Eu ando nas ruas
Eu troco um cheque
Mudo uma planta de lugar
Dirijo meu carro
Tomo o meu pileque
E ainda tenho tempo pra cantar

Eu só peço a Deus
Um pouco de malandragem
Pois sou criança
E não conheço a verdade
Eu sou poeta e não aprendi a amar
Eu sou poeta e não aprendi a amar

Eu ando nas ruas
Eu troco um cheque
Mudo uma planta de lugar
Dirijo meu carro
Tomo o meu pileque
E ainda tenho tempo pra cantar

Eu só peço a Deus
Um pouco de malandragem
Pois sou criança
E não conheço a verdade
Eu sou poeta e não aprendi a amar
Eu sou poeta e não aprendi a amar

Quem sabe eu ainda sou uma garotinha!"
"Frente a frente","Royce do Cavaco","A gente se enganou pensando que era fácil
Viver assim remando contra a maré
Agora estamos nós de novo frente a frente
Confesso, não consigo amar outra mulher

Não precisa dizer nada, nada
Também não vá chorar
Nos seus olhos eu vi, você é como um rio que corre pro mar
Agora não tem jeito, é coisa de pele, é o fogo da paixão
Eternamente escravos do nosso coração

Vem, amor, me beija a boca
Vem me matar de prazer
Tô com uma saudade louca
Foi gostoso encontrar você"
