title,artist,lyrics
"Fugidinha","Michel Teló","(Vem comigo!)

Ô
Ô, ô, ô, ô, ô
Ô
Ô, ô, ô, ô, ô

Tô bem na parada, ninguém consegue entender
Chego na balada, todos param pra me ver
Tudo dando certo, mas eu tô esperto
Não posso botar tudo a perder

Sempre tem aquela pessoa especial
Que fica na dela, sabe seu potencial
E mexe comigo, isso é um perigo
Logo agora que eu fiquei legal

Tô morrendo de vontade de te agarrar
Não sei quanto tempo mais vou suportar
Mas pra gente se encontrar ninguém pode saber
Já pensei e sei o que devo fazer

O jeito é dar uma fugidinha com você
O jeito é dar uma fugida com você
Se você quer saber o que vai acontecer
Primeiro a gente foge, depois a gente vê
O jeito é dar uma fugidinha com você
O jeito é dar uma fugida com você
Se você quer saber o que vai acontecer
Primeiro a gente foge, depois a gente vê

Ô
Ô, ô, ô, ô, ô
Ô
Ô, ô, ô, ô, ô

Tô bem na parada, ninguém consegue entender
Chego na balada, todos param pra me ver
Tudo dando certo, mas eu tô esperto
Não posso botar tudo a perder

Sempre tem aquela pessoa especial
Que fica na dela, sabe seu potencial
E mexe comigo, isso é um perigo
Logo agora que eu fiquei legal

Tô morrendo de vontade de te agarrar
Não sei quanto tempo mais vou suportar
Mas pra gente se encontrar ninguém pode saber
Já pensei e sei o que devo fazer
O jeito é dar uma fugidinha com você
O jeito é dar uma fugida com você
Se você quer saber o que vai acontecer
Primeiro a gente foge (e o quê?)

O jeito é dar uma fugidinha com você
O jeito é dar uma fugida com você
Se você quer saber o que vai acontecer
Primeiro a gente foge, depois a gente vê
O jeito é dar uma fugidinha com você
O jeito é dar uma fugida com você
Se você quer saber o que vai acontecer
Primeiro a gente foge, depois a gente vê
Vamo lá

Ô
Ô, ô, ô, ô, ô
Ô
Ô, ô, ô, ô, ô
Ô (foge comigo?)
Ô, ô, ô, ô, ô
Ô
Ô, ô, ô, ô, ô, foge comigo"
"Amo Noite e Dia","Jorge & Mateus","Tem um pedaço do meu peito bem colado ao teu
Alguma chave, algum segredo, que me prende ao seu
Um jeito perigoso de me conquistar
Teu jeito tão gostoso de me abraçar

Tudo se perde, se transforma se ninguém te vê
Eu busco às vezes nos detalhes encontrar você
O tempo já não passa, só anda pra trás
Me perco nessa estrada, não aguento mais

Iê, iê
Passa o dia, passa a noite, tô apaixonado
Coração no peito sofre sem você do lado
E dessa vez tudo é real, nada de fantasia
Saiba que eu te amo, amo noite e dia

Tem um pedaço do meu peito bem colado ao teu
Alguma chave, algum segredo, que me prende ao teu
Um jeito perigoso de me conquistar
Teu jeito tão gostoso de me abraçar

Tudo se perde, se transforma se ninguém te vê
Eu busco às vezes nos detalhes encontrar você
O tempo já não passa, só anda pra trás
Me perco nessa estrada, não aguento mais

Iê, iê
Passa o dia, passa a noite, tô apaixonado
Coração no peito sofre sem você do lado
Dessa vez tudo é real, nada de fantasia
Saiba que eu te amo, amo noite e dia

Passa o dia, passa a noite, tô apaixonado
Coração no peito sofre sem você do lado
Dessa vez tudo é real, nada de fantasia
Saiba que eu te amo, eu amo noite e dia
Amo noite e dia

Iê, iê
Coração no peito sofre sem você do lado
Dessa vez tudo é real, nada de fantasia
Saiba que eu te amo, amo noite e dia
Amo noite e dia

Iê, iê"
"Adrenalina","Luan Santana","Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Eu sou vidrado em você
Química perfeita
Não consigo entender
É impossível te dizer não
Você criou as regras
Estou na palma da suas mãos

Tô me arriscando pelo seu amor
Me aventurei para ficar perto do seu calor
Inconsequente nossa paixão
A cada dia uma nova emoção

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Eu sou vidrado em você
Química perfeita
Não consigo entender
É impossível te dizer não
Você criou as regras
Estou na palma da suas mãos

Tô me arriscando pelo seu amor
Me aventurei para ficar perto do seu calor
Inconsequente nossa paixão
A cada dia uma nova emoção

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Quando você chegar mais perto vai ver
Que a pulsação acelera quando eu tô com você
Essa magia chega e domina
O meu peito explode é pura adrenalina

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar

Meu coração tá disparado
Meu corpo tá viciado
Nessa louca adrenalina que me faz arrepiar
Meu sangue ferve nas veias quando você me incendeia
Vem me amar
Vem me amar!"
"Tapa na Cara","Zezé Di Camargo & Luciano","Seus olhos são laços
Que prendem meus passos
Nessa pressa de chegar
Caminho sozinho entre pedras e espinhos
Procurando te encontrar

Vejo uma porta entreaberta
Me flerta o brilho do seu olhar
Imagino ver você onde quer que eu vá

Toda vez que procuro seu beijo
Me perco, me afogo em solidão
Acordar de manhã
E provar outros lábios
Com vazio no coração
E você não pensou um segundo
Bateu a porta e me disse não

Tapa na cara eu sei que vai doer
Mas não doi mais do que perder você
É uma ilusão pensar que um dia
Eu possa te esquecer

Tapa na cara eu sei que vai doer
Mas não dói mais do que perder você
É uma ilusão pensar que um dia
Eu possa te esquecer
Se eu tiver que ser feliz é com você"
"Tá vendo aquela Lua","Exaltasamba","Te filmando, eu tava quieto no meu canto
Cabelo bem cortado, perfume exalando
Daquele jeito que eu sei que você gosta
Mas eu te dei um papo e você nem deu resposta

Tudo bem, um dia vai, o outro vem
Você deve estar pensando em outro alguém
Mas se ele te merecesse, não estaria aqui
Não, não, não!

Ou talvez você não queira se envolver
Magoada, tá com medo de sofrer
Se me der uma chance não vai se arrepender
Não, não, não, não, não!

Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu

Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!

Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu

Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!

Te filmando, eu tava quieto no meu canto
Cabelo bem cortado, perfume exalando
Daquele jeito que eu sei que você gosta
Mas eu te dei um papo e você nem deu resposta (não)

Tudo bem, um dia vai, o outro vem
Você deve estar pensando em outro alguém
Mas se ele te merecesse, não estaria aqui
Não, não, não!

Ou talvez você não queira se envolver
Magoada, tá com medo de sofrer
Se me der uma chance não vai se arrepender
Não, não, não, não, não!

Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu

Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!

Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu

Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!

Te filmando, eu tava quieto no meu canto"
"Só Rezo","NX Zero","Quando eu não tenho mais pra onde ir
E no meu céu não tem mais estrelas
Aonde foi parar a coragem?
Tô cansado, mas não desisto

Mas posso ver uma luz lá no fim
Será que alguém ainda olha por mim?
Não me julgue por não ser igual
Carrego a verdade aqui no olhar, no olhar

Eu só rezo pra ficar bem, eu sei que vai
Acredito que vai ficar tudo bem
Só rezo pra ficar bem, eu sei que vai
Acredito que vai ficar tudo bem

Só Deus sabe o quanto eu corri
E o que fiz pra chegar aqui
Esse mundo não é mais meu
Não me rendo, nem me entrego

Mas posso ver uma luz lá no fim
Será que alguém ainda olha por mim?
Não me julgue por não ser igual
Carrego a verdade aqui no olhar, no olhar

Eu só rezo pra ficar bem, eu sei que vai
Acredito que vai ficar tudo bem
Só rezo pra ficar bem, eu sei que vai
Acredito que vai ficar tudo bem

Só quero ser o que eu sou
Só quero não ter que mentir
Pois ainda não encontrei o que eu procuro
Só quero ser o que eu sou
Só quero não ter que mentir
Pois ainda não encontrei, ainda não encontrei

Eu só rezo pra ficar bem (eu só rezo pra ficar bem)
Rezo pra ficar bem (rezo pra ficar bem)
Rezo pra ficar bem (rezo pra ficar bem)
Pra ficar bem"
"As Máscaras","Claudia Leitte","Don't mask
Don't mask
Just dance

As máscaras vão cair
E tudo que você vestiu agora você vai despir
Dubidubidabidu
Hahahahahahaha

Tire o fone do ouvido
Sinta o som que vem do chão
Sacudindo os sentidos
Vem comigo
Atenção

Deixa a onda te levar
Na pista, na rua, no ar
Deixa a música dizer
Como você vai dançar

Levanta, sacode, balança
Não pode parar
Se lança, se joga na dança
Se deixa levar
Levanta, sacode, balança
Não pode parar
Se lança, se joga na dança
Se deixa levar

Tire o fone do ouvido
Sinta o som que vem do chão
Sacudindo os sentidos
Vem comigo
Atenção

Deixa a onda te levar
Na pista, na rua, no ar
Deixa a música dizer
Como você vai dançar

Levanta, sacode, balança
Não pode parar
Se lança, se joga na dança
Se deixa levar
Levanta, sacode, balança
Não pode parar
Se lança, se joga na dança
Se deixa levar

Liberte sua mente do que a mentira contou
Vista-se com o novo
Dispa-se da máscara
Venha quem quiser e seja como for

Levanta, sacode, balança
Não pode parar
Se lança, se joga na dança
Se deixa levar
Levanta, sacode, balança
Não pode parar
Se lança, se joga na dança
Se deixa levar

Se deixa levar"
"Estrela cadente","Victor e Leo","Pararapa pararara
Pararapa pararara
Pararapa pararara
Pararapa pararara

A porta vai se abrir
Eu quero entrar com você
Você não pode impedir de acontecer

O que será desse amor?
Só as estrelas dirão
Feito a gente
Podem outros tentar
Não se amarão

O nosso amor é raio luzente
Estrela cadente na escuridão
Um beijo seu, um rio de mel
Me leva pro céu, me tira do chão

A porta vai se abrir
Eu quero entrar com você
Você não pode impedir de acontecer

O que será esse amor?
Só as estrelas dirão
Feito a gente
Podem outros tentar
Não se amarão

O nosso amor é raio luzente
Estrela cadente na escuridão
Um beijo seu, um rio de mel
Me leva pro céu, me tira do chão

O nosso amor é raio luzente
Estrela cadente na escuridão
Um beijo seu, um rio de mel
Me leva pro céu, me tira do chão

Pararapa pararara
Pararapa pararara
Pararapa pararara
Pararapa pararara

O nosso amor é raio luzente
Estrela cadente na escuridão
Um beijo seu, um rio de mel
Me leva pro céu, me tira do chão"
"Só os loucos sabem","Charlie brown Jr","Agora eu sei exatamente o que fazer
Bom recomeçar, poder contar com você
Pois eu me lembro de tudo, irmão
Eu estava lá também
Um homem quando está em paz
Não quer guerra com ninguém

Eu segurei minhas lágrimas
Pois não queria demonstrar a emoção
Já que estava ali só pra observar
E aprender um pouco mais sobre a percepção
Eles dizem que é impossível encontrar o amor
Sem perder a razão
Mas pra quem tem pensamento forte
O impossível é só questão de opinião

E disso os loucos sabem
Só os loucos sabem
Disso os loucos sabem
Só os loucos sabem

Toda positividade, eu desejo a você
Pois precisamos disso nos dias de luta
O medo cega os nossos sonhos
O medo cega os nossos sonhos
Menina linda, eu quero morar na sua rua

Você deixou saudade
Você deixou saudade
Quero te ver outra vez
Quero te ver outra vez
Você deixou saudade

Agora eu sei exatamente o que fazer
Bom recomeçar, poder contar com você
Pois eu me lembro de tudo, irmão
Eu estava lá também
Um homem quando está em paz
Não quer guerra com ninguém"
"Pode Ir Embora","Bruno e Marrone","Procurei em outros braços sentir seu calor
Procurei em outras bocas sentir seu sabor
Procurei em outro corpo um perfume seu
Mas meu coração não te esqueceu

O amor é assim
Chega de repente e faz a gente se perder
Tá marcado em mim
Não sai do pensamento, querendo me enlouquecer

Pode ir embora
Deixe as lembranças que restaram de nós dois
Que a qualquer hora
Vai se arrepender e a saudade vem depois
Não adianta
Segue seu caminho sem lembrar que um dia eu fui
O amor da sua vida

Vai, fecha a porta
Faz como se tudo não passasse de ilusão
Me ignora
Destrói o sentimento e vai atrás de outra paixão
Esquece tudo
Prometo não chorar e nem tentar te convencer
Que um dia amei você

O amor é assim
Chega de repente e faz a gente se perder
Tá marcado em mim
Não sai do pensamento, querendo me enlouquecer

Pode ir embora
Deixe as lembranças que restaram de nós dois
Que a qualquer hora
Vai se arrepender e a saudade vem depois
Não adianta
Segue seu caminho sem lembrar que um dia eu fui
O amor da sua vida

Vai, fecha a porta
Faz como se tudo não passasse de ilusão
Me ignora
Destrói o sentimento e vai atrás de outra paixão
Esquece tudo
Prometo não chorar e nem tentar te convencer
Que um dia amei você

Pode ir embora
Deixe as lembranças que restaram de nós dois
Que a qualquer hora
Vai se arrepender e a saudade vem depois
Não adianta
Segue seu caminho sem lembrar que um dia eu fui
O amor da sua vida

Vai, fecha a porta
Faz como se tudo não passasse de ilusão
Me ignora
Destrói o sentimento e vai atrás de outra paixão
Esquece tudo
Prometo não chorar e nem tentar te convencer
Que um dia amei você"
