title,artist,lyrics
"O Sol","Jota Quest","Ei, dor
Eu não te escuto mais
Você não me leva a nada
Ei, medo
Eu não te escuto mais
Você não me leva a nada

E se quiser saber
Pra onde eu vou
Pra onde tenha Sol
É pra lá que eu vou
E se quiser saber
Pra onde eu vou
Pra onde tenha Sol
É pra lá que eu vou

Ei, dor
Eu não te escuto mais
Você não me leva a nada
Ei, medo!
Eu não te escuto mais
Você não me leva a nada

E se quiser saber
Pra onde eu vou
Pra onde tenha Sol
É pra lá que eu vou
É pra lá que eu vou

E se quiser saber
Pra onde eu vou
Pra onde tenha Sol
É pra lá que eu vou

Yeah! Han!
Caminho do Sol, eh!
Lá lararará!
Caminho do Sol, eh!

E se quiser saber
Pra onde eu vou
Pra onde tenha Sol
É pra lá que eu vou

E se quiser saber
Pra onde eu vou
Pra onde tenha Sol
É pra lá que eu vou
É pra lá que eu vou

Lá lararará, lararará
É pra lá
É pra lá que eu vou
Lá lararará, lararará
Aonde eu vou?
Aonde tenha Sol
É pra lá que eu vou
Lá lararará, lararará
É pra lá
É pra lá que eu vou
Lá lararará, lararará
É pra lá que eu vou
É pra lá que eu vou
Lá lararará, lararará"
"Ai, Ai, Ai","Vanessa Da Mata","Se você quiser
Eu vou te dar um amor
Desses de cinema
Não vai te faltar carinho
Plano ou assunto
Ao longo do dia

Se você quiser
Eu largo tudo
Vou pro mundo com você
Meu bem!
Nessa nossa estrada
Só terá belas praias
E cachoeiras

Aonde o vento é brisa
Onde não haja quem possa
Com a nossa felicidade
Vamos brindar a vida meu bem

Aonde o vento é brisa
E o céu claro de estrelas
O que a gente precisa
É tomar um banho de chuva
Um banho de chuva"
"Se Ela Dança Eu Danço","MC Leozinho","Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço
Falei com o DJ

Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço
Falei com o DJ

Pra fazer diferente
Botar chapa quente
Pra gente dançar
Me diz quem é a menina
Que dança e fascina
Que alucina querendo beijar

Se ela dança, eu danço
Balancei no balanço
Nesse doce encanto
Que me faz cantar

Que é quando eu te vejo
Desperta o desejo
Eu lembro do seu beijo
E não paro de sonhar

Ela só pensa em beijar
Beijar, beijar, beijar
E vem comigo dançar
Dançar, dançar, dançar

Vem viver esse sonho
Eu te proponho
Até suponho
Vai se apaixonar
Por essa alegria
Que contagia
A melodia
Que te faz dançar

Eu viajei no teu corpo
Descobri o teu gosto
Deslizei no teu rosto
Só pra te beijar

Dê uma chance
Quem sabe esse lance
Vai virar um romance
E a gente vai namorar

Ela só pensa em beijar
Beijar, beijar, beijar
E vem comigo dançar
Dançar, dançar, dançar

Ela só pensa em beijar
Beijar, beijar, beijar
E vem comigo dançar
Dançar, dançar, dançar

Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço
Falei com o DJ

Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço
Falei com o DJ

Pra fazer diferente
Botar chapa quente
Pra gente dançar
Me diz quem é a menina
Que dança e fascina
Que alucina querendo beijar

Se ela dança, eu danço!
Balancei no balanço
Nesse doce encanto
Que me faz cantar

Que é quando eu te vejo
Desperta o desejo
Eu lembro do seu beijo
E não paro de sonhar

Ela só pensa em beijar
Beijar, beijar, beijar
E vem comigo dançar
Dançar, dançar, dançar

Ela só pensa em beijar
Beijar, beijar, beijar
E vem comigo dançar
Dançar, dançar, dançar

Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço

Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço
Se ela dança, eu danço"
"Não Resisto a Nós Dois","Wanessa Camargo","Eu gosto de você
Eu penso em você
Eu só respiro você
Eu tento te esquecer
E te deixar pra lá
Mas não consigo, não dá

Sonhos (sonhos) perdidos
Que não saem do meu coração
Que vêm (que vêm) mesmo que eu diga não

Mas é só te ver pra enlouquecer
Faço tudo o que você quer
Vou me arrepender depois
Mas eu não resisto a nós dois
Oh, não

Mas é só te ver pra enlouquecer
Faço tudo o que você quer
Vou me arrepender depois
Mas eu não resisto a nós dois
Oh, não

Você é mel e sal
Você é o bem e o mal
Você me deixa sem sono
Sem ter você pra mim
Eu fico meio assim
Feito um cãozinho sem dono

Sonhos (sonhos) perdidos
Que não saem do meu coração
Que vêm (que vêm) mesmo que eu diga não

Mas é só te ver pra enlouquecer
Faço tudo o que você quer
Vou me arrepender depois
Mas eu não resisto a nós dois
Oh, não

Mas é só te ver pra enlouquecer
Faço tudo o que você quer
Vou me arrepender depois
Mas eu não resisto a nós dois
Oh, não

Eu já me condenei (condenei)
Por ser como eu sou (uh)
Mas já me perdoei (perdoei)
É por amor
Oh-uh-oh

Mas é só te ver pra enlouquecer
Faço tudo o que você quer
Vou me arrepender depois
Mas eu não resisto a nós dois
Oh, não

Mas é só te ver (mas é só você) pra enlouquecer (mas é só você)
Faço tudo (mas é só você) o que você quer (mas é só você)
Vou me arrepender depois (oh-uh)
Mas eu não resisto a nós dois
Oh, não

Nós dois
Oh, não
Oh, não"
"Quando A Chuva Passar","Ivete Sangalo","Pra que falar
Se você não quer me ouvir?
Fugir agora não resolve nada
Mas não vou chorar
Se você quiser partir
Às vezes a distância ajuda
E essa tempestade um dia vai acabar

Só quero te lembrar
De quando a gente andava nas estrelas
Nas horas lindas que passamos juntos
A gente só queria amar e amar
E hoje eu tenho certeza
A nossa história não termina agora
Porque essa tempestade um dia vai acabar

Quando a chuva passar
Quando o tempo abrir
Abra a janela e veja, eu sou o Sol
Eu sou céu e mar
Eu sou seu e fim
E o meu amor é imensidão, oh

Só quero te lembrar
De quando a gente andava nas estrelas
Nas horas lindas que passamos juntos
A gente só queria amar e amar
E hoje eu tenho certeza
A nossa história não termina agora
Porque essa tempestade um dia vai acabar

Quando a chuva passar
Quando o tempo abrir
Abra a janela e veja, eu sou o Sol
Eu sou céu e mar
Eu sou seu e fim
E o meu amor é imensidão

Quando a chuva passar
Quando o tempo abrir
Abra a janela e veja, eu sou o Sol
Eu sou céu e mar
Eu sou seu e fim
E o meu amor é imensidão, oh

Quando a chuva passar
Quando o tempo abrir
Abra a janela e veja, eu sou o Sol
Eu sou céu e mar
Eu sou seu e fim
E o meu amor é imensidão

Quando a chuva passar
Quando o tempo abrir
Abra a janela e veja, eu sou o Sol
Eu sou céu e mar
Eu sou seu e fim
E o meu amor é imensidão"
"Obsessão","KLB","Já é madrugada
E a vida tá parada
Só penso em como posso te fazer minha mulher
Teu beijo me enlouquece
Não sei o que parece
Esse amor é tão profundo que precisa florecer
São 5 da manhã
Não consigo dormir
E rolo nessa cama sem te sentir
E é inútil insistir
Não sei o que fazer se não está aqui, baby

Amor
Não é amor, (isso não é amor)
É uma ilusão que me traz tanta dor
Amor
Não é amor, (isso não é amor)
É obsessão
Dentro do coração

Assim não vai ser fácil
Pois tem um outro alguém
E se ficar com ele não te faz muito bem
Se não puder falar
Quando telefonar
Me diga foi engano que precisa desligar
Vou saber que ele está ai
Mas eu quero te fazer sentir
Que entre nós eu tenho mais, mais, mais amor

São 5 da manhã
Não consigo dormir
E rolo nessa cama sem te sentir
E é inútil insistir
Não sei o que fazer se não estás aqui

Amor
Não é amor, (isso não é amor)
É uma ilusão que me traz tanta dor
Amor
Não é amor, (isso não é amor)
É obsessão
Dentro do coração

Ahh, te amo e não posso fingir
Aah, te amo e não posso fingir
aah, te amo e não posso fingir
É obsessão

Rap: (Pregador Luo)

Seu jeito meigo foi o que me conquistou
Sua beleza, seu cheiro, sua boca me arrebatou
Com você nos meus braços é que eu fico completo
Meus sentimentos se confundem sem você por perto
Penso em nós a todo instante
Encontrar você foi a minha sorte grande
Sem você já não consigo mais nem dormir
Sem você me perco e nem sei pra onde ir
Já me sinto obsecado de tanto pensar em ti

Amor
Não é amor, (isso não é amor)
É uma ilusão que me traz tanta dor
Amor
Não é amor, (isso não é amor)
É obsessão
Dentro do coração

Amor
Não é amor, (isso não é amor)
É uma ilusão que me traz tanta dor
Amor
Não é amor,(isso não é amor)
É obsessão
Dentro do coração

Amor!!"
"Memórias","Pitty","Eu fui matando os meus heróis aos poucos
Como se já não tivesse nenhuma lição pra aprender

Eu sou uma contradição e foge da minha mão
Fazer com que tudo que eu digo faça algum sentido
Eu quis me perder por aí, fingindo muito bem
Que eu nunca precisei de um lugar só meu

Memórias, não são só memórias
São fantasmas que me sopram aos ouvidos
Coisas que eu—

Eu dou sempre o melhor de mim e sei que
Só assim é que talvez se mova alguma coisa ao meu redor
Eu vou despedaçar você, todas as vezes
Que eu lembrar por onde você já andou sem mim

Memórias, não são só memórias
São fantasmas que me sopram aos ouvidos
Coisas que eu—

Memórias, não são só memórias
São fantasmas que me sopram aos ouvidos
Coisas que eu nem quero saber

Eu sou uma contradição e foge da minha mão
Fazer com que tudo que eu digo faça algum sentido
Eu quis me perder por aí, fingindo muito bem
Que eu nunca precisei de um lugar só meu

Memórias, não são só memórias
São fantasmas que me sopram aos ouvidos
Coisas que eu—

Memórias, não são só memórias
São fantasmas que me sopram aos ouvidos
Coisas que eu nem quero saber
Nem quero saber"
"Desenho de Deus","Armandinho","Quando Deus te desenhou, ele tava namorando
Quando Deus te desenhou, ele tava namorando
Na beira do mar
Na beira do mar do amor
Na beira do mar
Na beira do mar do amor

Quando Deus te desenhou, ele tava namorando
Quando Deus te desenhou, ele tava namorando
Na beira do mar
Na beira do mar do amor
Na beira do mar
Na beira do mar do amor

Papai do céu, na hora de fazer você
Ele deve ter caprichado pra valer
Botou muita pureza no seu coração
E a sua humildade fez chamar minha atenção

Tirou a sua voz do própolis e o mel
E o teu sorriso lindo, de algum lugar do céu
E o resto deve ser beleza exterior
Mas o que tem por dentro para mim tem mais valor

Quando Deus te desenhou, ele tava namorando
Quando Deus te desenhou, ele tava namorando
Na beira do mar
Na beira do mar do amor
Na beira do mar
Na beira do mar do amor

Papai do céu, na hora de fazer você
Ele deve ter caprichado pra valer
Botou muita pureza no seu coração
E a sua humildade fez chamar minha atenção

Da estrela mais bonita, o brilho desse olhar
Diamante verdadeiro, sua palavra foi buscar
E o resto deve ser beleza exterior
Mas o que tem por dentro para mim tem mais valor

Quando Deus te desenhou, ele tava namorando
Quando Deus te desenhou, ele tava namorando
Na beira do mar
Na beira do mar do amor
Na beira do mar
Na beira do mar do amor"
"Nosso Amor","RBD","Foi tão mágico o jeito que tomou
O nosso amor
Nosso doce amor

Foi um raio que bateu dentro da gente
No nosso amor
Nosso incrível amor

Tudo foi como num sonho
O nosso amor, as coisas não têm tempo

E é assim
Assim é
que repete tantas vezes

É assim
Assim é
É assim que acontece
Esse amor

É tão simples que nem sei como explicar
Nosso amor
Nosso doce amor

Vai ser bom não importa o tempo que durar
Quando for
Será o melhor

Tudo foi como num sonho
E o nosso amor, as coisas não tem tempo

E é assim
Assim é
que repete tantas vezes

É assim
Assim é
É assim que acontece
Este amor
Assim é
que repete tantas vezes

É assim
Assim é
É assim que acontece
Esse amor


É assim
Assim é
que repete tantas vezes

É assim
Assim é
É assim que acontece
Esse amor
assim é
que repete tantas vezes

E é assim
Assim é
É assim que acontece
Esse amor"
"Vilarejo","Tribalistas","Há um vilarejo ali
Onde areja um vento bom
Na varanda, quem descansa
Vê o horizonte deitar no chão

Pra acalmar o coração
Lá o mundo tem razão
Terra de heróis, lares de mãe
Paraíso se mudou para lá

Por cima das casas, cal
Frutas em qualquer quintal
Peitos fartos, filhos fortes
Sonhos semeando o mundo real

Toda gente cabe lá
Palestina, Shangri-La
Vem andar e voa
Vem andar e voa
Vem andar e voa

Lá o tempo espera
Lá é primavera
Portas e janelas ficam sempre abertas pra sorte entrar
Em todas as mesas, pão
Flores enfeitando
Os caminhos, os vestidos, os destinos e essa canção
Tem um verdadeiro amor
Para quando você for

Há um vilarejo ali
Onde areja um vento bom
Na varanda, quem descansa
Vê o horizonte deitar no chão

Pra acalmar o coração
Lá o mundo tem razão
Terra de heróis, lares de mãe
Paraíso se mudou para lá

Por cima das casas, cal
Frutas em qualquer quintal
Peitos fartos, filhos fortes
Sonhos semeando o mundo real

Toda gente cabe lá
Palestina, Shangri-La
Vem andar e voa
Vem andar e voa
Vem andar e voa

Lá o tempo espera
Lá é primavera
Portas e janelas ficam sempre abertas pra sorte entrar
Em todas as mesas, pão
Flores enfeitando
Os caminhos, os vestidos, os destinos e essa canção
Tem um verdadeiro amor
Para quando você for

Vem andar e voa
Vem andar e voa
Vem andar e voa
Vem andar e voa

Vem andar e voa
Vem andar e voa
Vem andar e voa
Vem andar e voa"
