title,artist,lyrics
"Cem Mil","Gusttavo Lima","Não fale mais o meu nome
Não me telefone
Por favor, não pergunte por mim

Vê se me esquece e some
Se eu te ver de longe
Viro a cara e finjo que não vi

Mas eu não vou mentir
Tá doendo lá no fundo
Sem você, eu não consigo mais dormir

Vamos fazer assim
Melhor não me procurar
Porque eu morro de medo de te perdoar

Eu tô falando mal de você, iê!
Que você nunca soube fazer, iê!
Cem mil com quem quiser eu aposto
Se ela bater o dedo eu volto!

Eu tô falando mal de você, iê!
Que você nunca soube fazer, iê!
Cem mil com quem quiser eu aposto
Se ela bater o dedo eu volto!
Ela não vale um real, mas eu adoro!

Não fale mais o meu nome
Não me telefone
Por favor, não pergunte por mim

Vê se me esquece e some
Se eu te ver de longe
Viro a cara e finjo que não vi

Mas eu não vou mentir
Tá doendo lá no fundo
Sem você, eu não consigo mais dormir

Vamos fazer assim
Melhor não me procurar
Porque eu morro de medo de te perdoar

Eu tô falando mal de você, iê!
Que você nunca soube fazer, iê!
Cem mil com quem quiser eu aposto
Se ela bater o dedo eu volto!

Eu tô falando mal de você, iê!
Que você nunca soube fazer, iê!
Cem mil com quem quiser eu aposto
Se ela bater o dedo eu volto!
Ela não vale um real, mas eu adoro!

Eu tô falando mal de você, iê!
Que você nunca soube fazer, iê!
Cem mil com quem quiser eu aposto
Se ela bater o dedo eu volto!
Ela não vale um real, mas eu adoro!"
"Quando a bad bater","Luan Santana","Amor, eu só quero o seu bem
Se for embora agora, vai ficar sem ninguém
Amor, eu quero um filho seu
E eu não suporto a ideia de que nada valeu

Para pra ver o quanto a gente cresceu
E tudo que eu te dei de bom
Lembra da gente no seu quarto, no breu
Debaixo do seu edredom

Não vai saber o que fazer
Quando a bad bater e o silêncio trazer minha voz
Não vai saber o que beber
Se esse vinho não mata essa sede
Sede que é de nós

Não vai saber o que fazer
Quando a bad bater e o silêncio trazer minha voz
Não vai saber o que beber
Se esse vinho não mata essa sede
Sede que é de nós

Amor, eu só quero o seu bem
Se for embora agora, vai ficar sem ninguém
Amor, eu quero um filho seu
E eu não suporto a ideia de que nada valeu

Para pra ver o quanto a gente cresceu
E tudo que eu te dei de bom
Lembra da gente no seu quarto, no breu
Debaixo do seu edredom

Não vai saber o que fazer
Quando a bad bater e o silêncio trazer minha voz
Não vai saber o que beber
Se esse vinho não mata essa sede
Sede que é de nós

Não vai saber o que fazer
Quando a bad bater e o silêncio trazer minha voz
Não vai saber o que beber
Se esse vinho não mata essa sede
Sede que é de nós

Vai ver quando a bad bater
Quando essa bad bater
E o silêncio trazer minha voz

Vai ver quando a bad bater
Quando essa bad bater
Vai ver que a sua sede é de nós"
"Estado decadente","Zé Neto e Cristiano","Lá se vai mais uma noite que eu tô virando
No vazio desse apartamento, já tô quase pirando
Me bate o desespero, empilhando garrafas
Passa o tempo, só você não passa

No estado decadente que eu tô
A tristeza decora essa casa
Eu sei que ninguém morre de amor
Mas cachaça e saudade mata

No estado decadente que eu tô
A tristeza decora essa casa
Eu sei que ninguém morre de amor
Mas cachaça e saudade mata
Aôô, se mata!

Lá se vai mais uma noite que eu tô virando
No vazio desse apartamento, já tô quase pirando
Me bate o desespero, empilhando garrafas
Passa o tempo, só você não passa

No estado decadente que eu tô
A tristeza decora essa casa
Eu sei que ninguém morre de amor
Mas cachaça e saudade mata

No estado decadente que eu tô
A tristeza decora essa casa
Eu sei que ninguém morre de amor
Mas cachaça e saudade mata

No estado decadente que eu tô
A tristeza decora essa casa
Eu sei que ninguém morre de amor
Mas cachaça e saudade mata

No estado decadente que eu tô
A tristeza decora essa casa
Eu sei que ninguém morre de amor
Mas cachaça e saudade mata

Aôô, se mata!"
"Milu","Gusttavo Lima","Quem cai uma vez, vai cair três
Só que eu tô caindo pela décima vez
E quando eu decido que vou te esquecer
Cê fala que me ama só pra me prender

Se você sentisse amor do tanto que cê sabe fazer
Se me desse amor do tanto que me dá prazer
Mas você vem e vai
E eu querendo algo mais

Cê fica milu, e milu, e me iludindo
E eu fico no, fico no bar caindo
Cê fica milu, e milu, e me iludindo
E eu fico no, fico no bar caindo

Se você sentisse amor do tanto que cê sabe fazer
Se me desse amor do tanto que me dá prazer
Mas você vem e vai
E eu querendo algo mais

Cê fica milu, milu, e me iludindo
E eu fico no, fico no bar caindo
Cê fica milu, milu, e me iludindo
E eu fico no, fico no bar caindo

Cê fica milu, e milu, e me iludindo
E eu fico no, fico no bar caindo
Cê fica milu, milu, e me iludindo
E eu fico no, fico no bar caindo"
"Cidade vizinha","Henrique e Juliano","Seis
Essa é a hora que ela vai sair pra correr
Depois
Vai procurar alguma coisa leve pra comer

Sua cabeça anda sem ter tempo pra pensar
Que antes era a gente e hoje é vida singular
E agora?
Pra quem tá solteiro, cidade grande é foda

Eu sei que ela tá na cidade vizinha
Mas eu preciso da boca dela na minha, ai, ai, ai, ai
Talvez essa hora saiu do banho
Tá se arrumando pra sair com as amigas, ai, ai, ai, ai

Tomara que saia e dê tudo errado
E volte mais cedo, sem ninguém do seu lado, oh
Tomara que saia, dê tudo errado
E sinta saudades aqui do meu quarto

Sua cabeça anda sem ter tempo pra pensar
Que antes era a gente e hoje é vida singular
E agora?
Pra quem tá solteiro, cidade grande é foda

Eu sei que ela tá na cidade vizinha
Mas eu preciso da boca dela na minha, ai, ai, ai, ai
Talvez essa hora saiu do banho
Tá se arrumando pra sair com as amigas, ai, ai, ai, ai

Tomara que saia e dê tudo errado
E volte mais cedo, sem ninguém do seu lado, oh
Tomara que saia, dê tudo errado
E sinta saudades aqui do meu quarto"
"Todo mundo vai sofrer","Marília Mendonça","A garrafa precisa do copo
O copo precisa da mesa
A mesa precisa de mim
E eu preciso da cerveja

Igual eu preciso dele na minha vida
Mas quanto mais eu vou atrás, mais ele pisa
Então já que é assim
Se por ele eu sofro sem pausa
Quem quiser me amar
Também vai sofrer nessa bagaça

Quem eu quero, não me quer
Quem me quer, não vou querer
Ninguém vai sofrer sozinho
Todo mundo vai sofrer

Quem eu quero, não me quer
Quem me quer, não vou querer
Ninguém vai sofrer sozinho
Todo mundo vai sofrer

Igual eu preciso dele na minha vida
Mas quanto mais eu vou atrás, mais ele pisa
Então já que é assim
Se por ele eu sofro sem pausa
Quem quiser me amar
Também vai sofrer nessa bagaça

Quem eu quero, não me quer
Quem me quer, não vou querer
Ninguém vai sofrer sozinho
Todo mundo vai sofrer

Quem eu quero, não me quer
Quem me quer, não vou querer
Ninguém vai sofrer sozinho
Todo mundo vai sofrer

Quem eu quero, não me quer
Quem me quer, não vou querer
Ninguém vai sofrer sozinho
Todo mundo vai sofrer

Quem eu quero, não me quer
Quem me quer, não vou querer
Ninguém vai sofrer sozinho
Todo mundo vai sofrer"
"Não abro mão","Maiara e Maraisa","Você já conhece todos os defeitos dela
Foi por isso que você largou pra ficar comigo
Tá mais que provado que não vai dar certo com ela
Outra vez você vai sair no prejuízo

Mas eu te entendo bem (eu te entendo bem)
Sei que você tem medo
De apostar no novo
E assumir nosso desejo

Não posso interferir
Na sua decisão
Mas de nós dois
Eu não abro mão

Quer ficar com ela, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Quer ficar com ela, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Quer ficar com ela, vai, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Mas eu te entendo bem (eu te entendo bem)
Sei que você tem medo
De apostar no novo
E assumir nosso desejo

Não posso interferir
Na sua decisão
Mas de nós dois
Eu não abro mão

Quer ficar com ela, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Quer ficar com ela, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Quer ficar com ela, vai, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Quer ficar com ela, fica
Mas fique sabendo
Que eu vou ser seu caso pro resto da vida

Eu não abro mão, não, viu?"
"Igual Ela Só Uma","Wesley Safadão","E tá mandando esse olhinho por quê?
Não vê que eu tenho compromisso?
Meu status tá valendo o quê?
Cê quer pôr meu namoro em risco?

Já teve a sua oportunidade e não aproveitou
Vacilou, não vingou nosso amor
Agora tá pensando que é só dizer: Vem cá; que eu vou

Cê quer ver eu trair meu bem?
Nananim, nem vem
Igual ela só uma, igual você tem cem
Cê quer ver eu trair meu bem?
Nananim, nem vem
Igual ela só uma, igual você tem cem

Cê quer ver eu trair meu bem?
Nananim, nem vem
Igual ela só uma, igual você tem cem
Cê quer ver eu trair meu bem?
Nananim, nem vem
Igual ela só uma, igual você tem cem"
"Fake news","Gustavo Mioto","Se a cidade falar que me viu sofrendo, é mentira
Não acredita
Se o povo falou que me viu chorando, mentiu
É fake news

Cê acha que eu tenho cara de alguém que sofre por alguém
Que não tem coração? Se acha não
Cê acha que pra te esquecer tô tendo que usar medicação?
Cê tem razão

Te esquecer, eu tentei
Tá escrito nesse olho inchado que eu não superei
Se eu pudesse, eu lavava
Você da minha vida, mas amor não sai com água

Te esquecer, eu tentei
Tá escrito nesse olho inchado que eu não superei
Se eu pudesse, eu lavava
Você da minha vida, mas amor não sai com água

Cê acha que eu tenho cara de alguém que sofre por alguém
Que não tem coração? Se acha não
Cê acha que pra te esquecer tô tendo que usar medicação?
É, mais ou menos isso, viu?

Te esquecer, eu tentei
Tá escrito nesse olho inchado que eu não superei
Se eu pudesse, eu lavava
Você da minha vida, mas amor não sai com água

Te esquecer, eu tentei
Tá escrito nesse olho inchado que eu não superei
Se eu pudesse, eu lavava
Você da minha vida, mas amor não sai com água

Não sai com nada
Amor não sai com água
Amor não sai com nada"
"Nem Tchum","Maiara e Maraisa","Oi, me responde
Cê tá aí?
O que que tá acontecendo?

Saudade quando a minha pergunta tinha uma resposta
De quando respondia: Oi, meu bem, na mesma hora
Hoje é só: Oi
Tchau, fica com Deus
E de vez em quando um: Boa noite

Sentimento seu, nenhum
Te amo e você nem tchum
Lembra a gente no começo?
Da minha língua dando volta no seu beijo?

Sentimento seu, nenhum
Te amo e você nem tchum
Lembra a gente no começo?
Da minha língua dando volta no seu beijo?

Volta a ser como era antes
Que eu deixo, que eu deixo
Volta a ser como era antes
Que eu deixo, que eu deixo

Saudade quando a minha pergunta tinha uma resposta
De quando respondia: Oi, meu bem, na mesma hora
Hoje é só: Oi
Tchau, fica com Deus
E de vez em quando um: Boa noite

Sentimento seu, nenhum
Te amo e você nem tchum
Lembra a gente no começo?
Da minha língua dando volta no seu beijo?

Sentimento seu, nenhum
Te amo e você nem tchum
Lembra a gente no começo?
Da minha língua dando volta no seu beijo?

Volta a ser como era antes
Que eu deixo, que eu deixo
Volta a ser como era antes
Que eu deixo, que eu deixo

Oi
Tchau
Fica com Deus"
