title,artist,lyrics
"Garota Nacional","Skank","Aqui nesse mundinho fechado ela é incrível
Com seu vestidinho preto indefectível
Eu detesto o jeito dela, mas pensando bem
Ela fecha com meus sonhos como ninguém

Oooh
Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Conhece-te a ti mesmo e eu me conheço bem
Sou um qualquer vulgar, bem, às vezes me esqueço
E finjo que não finjo ao ignorar, eu sei
Que ela me domina no primeiro olhar

Ooooh
Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Eu quero te provar
Sem medo e sem amor
Uooh!
Quero te provar
Por quê?

Porque ela derrama um banquete, um palacete
Um anjo de vestido, uma libido do cacete
Ela é tão, tão vistosa, que talvez seja mentira
Quem dera minha cara fosse de sucupira

Conhece-te a ti mesmo e eu me conheço bem
Sou um qualquer vulgar, bem, às vezes me esqueço
E finjo que não finjo ao ignorar, eu sei
Que ela me domina no primeiro olhar

Oooh!
Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Eu quero te provar
Sem medo e sem amor
Uooh!
Quero te provar
Eu quero te provar
Cozida a vapor
Uooh!
Quero te provar

Aqui nesse mundinho fechado ela é incrível
Com seu vestidinho preto indefectível
Eu detesto o jeito dela, mas pensando bem
Ela fecha com meus sonhos como ninguém

Oooh!
Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Eu quero te provar
Sem medo e sem amor
Uooh!
Quero te provar
Eu quero te provar
Cozida a vapor
Uooh!
Quero te provar

Eu
Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun

Beat it laun, daun daun
Beat it, loom, dap'n daun
Beat it laun, baun baun"
"Estou Apaixonado","João Paulo e Daniel","Quero beber o mel de sua boca
Como se fosse uma abelha rainha
Quero escrever na areia a sua história
Junto com a minha

E no acorde doce da guitarra
Tocar as notas do meu pensamento
E em cada verso traduzir as fibras
Do meu sentimento

Que estou apaixonado
Que este amor é tão grande
Que estou apaixonado
E só penso em você a todo instante

Eu quero ser o ar que tu respiras
Eu quero ser o pão que te alimenta
Eu quero ser a água que refresca
O vinho que te esquenta

E se eu cair, que caia em teu abraço
Se eu morrer, que morra de desejo
Adormecer dizendo que te amo
E te acordar com um beijo

Que estou apaixonado
Que este amor é tão grande
Que estou apaixonado
E só penso em você a todo instante

Quero sair contigo em noite enluarada
Dois adolescentes pela madrugada
Pra viver a vida sem pensar em nada

Que estou apaixonado (estou apaixonado)
Que este amor é tão grande
Que estou apaixonado
E só penso em você a todo instante

Que estou apaixonado (estou apaixonado)
Que este amor é tão grande
Que estou apaixonado
E só penso em você a todo instante"
"À Primeira Vista","Daniela Mercury","Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei

Quando chegou carta, abri
Quando ouvi Prince, dancei
Quando o olho brilhou, entendi
Quando criei asas, voei

Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei

Quando chegou carta, abri
Quando ouvi Salif Keita, dancei
Quando o olho brilhou, entendi
Quando criei asas, voei

Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei"
"Eu Juro","Leandro & Leonardo","Eu vejo a luz do teu olhar
Como uma noite de luar
Luz que me guia onde eu for
Você, meu motivo pra sorrir
Caminho certo pra seguir
Saiba que é só teu
Meu verdadeiro amor

Eu juro
Por mim mesmo
Por Deus, por meus pais
Vou te amar
Eu juro
Que esse amor não acaba jamais
Vou te amar
É tanto querer, é tanta paixão
Te amo do fundo do meu coração
Eu juro!

Um homem e uma mulher
Juntos pro que der e vier
À meia luz, a dois, a sós
Então, a gente vai sonhar
E conseguir realizar
Um mundo de amor sem fim
Porque só depende de nós

Eu juro
Por mim mesmo
Por Deus, por meus pais
Vou te amar
Eu juro
Que esse amor não acaba jamais
Vou te amar
É tanto querer, é tanta paixão
Te amo do fundo do meu coração
Eu juro!

Eu juro
Por mim mesmo
Por Deus, por meus pais
Vou te amar
Eu juro
Que esse amor não acaba jamais
Vou te amar
É tanto querer, é tanta paixão
Te amo do fundo do meu coração
Eu juro!
Eu juro!"
"Indiferença","Zezé Di Camargo & Luciano","Fala pra mim, diz a verdade
O que mudou assim tão de repente
Quero saber de onde vem
Esse medo que machuca a gente

Tá tudo errado, fogo cruzado
E a gente não consegue se entender
Porque não me telefona
Dê notícias de você
Liga ao menos pra dizer
Que o melhor é te esquecer

É a sua indiferença que me mata
É uma invasão, um nó dentro de mim
Coração divide em dois na sua falta
Uma parte é o começo a outra o fim

É a sua indiferença que me mata
Que me mata, que me mata
Coração divide em dois na sua falta
Na sua falta, na sua falta"
"Beleza Rara","Banda Eva","Eu não posso deixar que o tempo te leve jamais para longe de mim
Pois o nosso romance minha vida é tão lindo
És quem manda e desmanda nesse coração que só
Bate em razão de te amar
Daria o mundo a você se preciso

Você tem o aroma das rosas
Me envolve em teu cheiro e assim faz ninar
A imensa vontade de estar ao seu lado
Nem o mar tem o brilho encantante como o dos teus olhos
Minha pedra rara
Eu não vou negar sem você meu mundo para

Mil voltas e voltas que dei, querendo de uma vez encontrar
Alguém que levasse a sério amar
Mil voltas e voltas que dei, querendo de uma vez encontrar
Um alguém igual a você beleza rara

Hoje sou feliz e canto
Só por causa de você
Hoje sou feliz, feliz e canto
Só porque amo, amor, você"
"Danca da cordinha","É o tchan","Passa negão
Passa loirinha
Quero ver você passar
Por debaixo da cordinha

Passa loirão
Passa neguinha
Quero ver você passar
Por debaixo da cordinha

Passa negão
Passa loirinha
Quero ver você passar
Por debaixo da cordinha

Passa loirão
Passa neguinha
Quero ver você passar
Por debaixo da cordinha

Essa é a nova onda
Que eu vou lhe ensinar
Por debaixo da cordinha
Você vai ter que passar

Remexendo ao som do Gera
As meninas e o rapaz
É o bicho da cara preta
Mostrando como é que faz

Passa gordão
Passa magrinha
Quero ver você passar
Por debaixo da cordinha

Passa magrão
Passa gordinha
Quero ver você passar
Por debaixo da cordinha

Passa gordão
Passa magrinha
Quero ver você passar
Por debaixo da cordinha

Passa gordão
Passa gordinha
Quero ver você passar
Por debaixo da cordinha

Vai, vai, vai
Baixando
Vai, vai, vai
Passando
Vai, vai, vai
Que eu também vou

Essa aí passou!
Essa aí passou!
Essa aí passou!

Vai, vai, vai
Baixando
Vai, vai, vai
Passando
Vai, vai, vai
Que eu também vou

Essa aí passou!
Essa aí passou!
Essa aí passou!

Essa é a nova onda
Que eu vou lhe ensinar
Por debaixo da cordinha
Você vai ter que passar

Remexendo ao som do Gera
A menina e o rapaz
É o bicho da cara preta
Mostrando como é que faz

Passa gordão
Passa magrinha
Quero ver você passar
Por debaixo da cordinha

Passa magrão
Passa gordinha
Quero ver você passar
Por debaixo da cordinha

Passa gordão
Passa magrinha
Quero ver você passar
Por debaixo da cordinha

Passa magrão
Passa gordinha
Quero ver você passar
Por debaixo da cordinha

Vai, vai, vai
Baixando
Vai, vai, vai
Passando
Vai, vai, vai
Que eu também vou

Esse aí passou!
Esse aí passou!
Esse aí passou!

Vai, vai, vai
Baixando
Vai, vai, vai
Passando
Vai, vai, vai
Que eu também vou

Essa aí passou!
Essa aí passou!
Essa aí passou!"
"Vai sacudir, vai abalar","Cheiro de amor","Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (mas vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar

Vou abrir mão de tudo
Pra gente ficar junto
Não vou deixar você
Fugir de mim (amor)

Por terra, céu e mar
Eu vou te acompanhar
Preciso de você

Vou abrir mão de tudo
Pra gente ficar junto
Não vou deixar você
Fugir de mim (amor)

Por terra, céu e mar
Eu vou te acompanhar
Preciso de você (mas vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (mas vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar

Não há quem resista
A essa sinfonia, tambores e repiques a soar
Na magia desse dia de festa
É pra levantar poeira
Solte o corpo
Ficar parado é bobeira

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (mas vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar

Vou abrir mão de tudo
Pra gente ficar junto
Não vou deixar você
Fugir de mim (amor)

Por terra, céu e mar
Eu vou te acompanhar
Preciso de você (mas vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (mas vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (só vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (mais vai)

Vai sacudir
Vai abalar
Quando o meu amor passar
Explode coração
É muita emoção no ar (mais vai)"
"Minha estrela perdida","João Paulo e Daniel","Você vai rir quando eu pedir
Pra me fazer mais um favor
Deixe eu sonhar, acreditar
Mais uma vez num grande amor

Mente que eu finjo que acredito no seu coração
Conta uma mentira pra minha paixão
Diz que ainda sou o que você mais quis

Mente que eu sou um sonho lindo que você sonhou
Que a vida inteira você me esperou
Basta o seu sorriso pra me ver feliz

Só um beijo e nada mais
Pra deixar você em paz
E encontrar a minha estrela perdida
Só um sonho e nada mais
Depois disso tanto faz
Uma noite pra esquecer de uma vida
Minha estrela perdida

Mente que eu finjo que acredito no seu coração
Conta uma mentira pra minha paixão
Diz que ainda sou o que você mais quis

Mente que eu sou um sonho lindo que você sonhou
Que a vida inteira você me esperou
Basta o seu sorriso pra me ver feliz

Só um beijo e nada mais
Pra deixar você em paz
E encontrar a minha estrela perdida
Só um sonho e nada mais
Depois disso tanto faz
Uma noite pra esquecer de uma vida
Minha estrela perdida

Só um beijo e nada mais
Pra deixar você em paz
E encontrar a minha estrela perdida
Só um sonho e nada mais
Depois disso tanto faz
Uma noite pra esquecer de uma vida
Minha estrela perdida

Só um beijo e nada mais
Pra deixar você em paz
E encontrar a minha estrela perdida"
"Felicidade, que saudade de você","Zezé Di Camargo & Luciano","É amor
Tudo o que eu sinto por você
E não consigo disfarçar
Está escrito em meu olhar
É amor
Essa vontade de te ver
De te abraçar, de te amar
Mais uma vez

Por amor
Quantas loucuras eu já fiz
Pra não deixar de ser feliz
Eu me atrevi a te esquecer
Meu amor
Quase morri de solidão
Quando tentei tirar você do coração

Me senti sozinho, tudo fora de lugar
Feito um passarinho, sem ter asas pra voar
Tive tanto medo, de sofrer e te perder
Felicidade, que saudade de você

Seu amor é o meu raio de Sol
Minha luz da manhã
Minha estrada perdida
Seu amor é tudo que eu quero ter
Dói demais te perder, vem me tirar
Dessa saudade que invade a minha vida

Me senti sozinho, tudo fora de lugar
Feito um passarinho, sem ter asas pra voar
Tive tanto medo, de sofrer e te perder
Felicidade, que saudade de você

Seu amor é o meu raio de Sol
Minha luz da manhã
Minha estrada perdida
Seu amor é tudo que eu quero ter
Dói demais te perder, vem me tirar
Dessa saudade que invade a minha vida

Seu amor é o meu raio de Sol
Minha luz da manhã
Minha estrada perdida
Seu amor é tudo que eu quero ter
Dói demais te perder, vem me tirar
Dessa saudade que invade a minha vida

Seu amor é o meu raio de Sol
Minha luz da manhã
Minha estrada perdida
Seu amor é tudo que eu quero ter
Dói demais te perder, vem me tirar
Dessa saudade que invade a minha vida"
