title,artist,lyrics
"Vidro Fumê","Bruno & Marrone","Foi num telefonema anônimo
Uma voz disfarçada
Me falou que eu estava sendo traído
Eu nem quis acreditar
Pensei que era só um trote
Mas no fundo do meu peito
Já desconfiava dessa minha sorte

No calor de um momento
Na loucura do meu pensamento
Eu fui atrás
Em busca da verdade, de um segredo
Senti o amor estremecer
Na hora em que eu te vi entrando
Num carro importado de vidro fumê

Quando você chegou em casa
Eu te tratei naturalmente
E quando fiz amor contigo
A noite inteira, lentamente
Foi a canção da despedida
Foi de verdade, diferente
Foi a última noite de amor da gente

No calor de um momento
Na loucura do meu pensamento
Eu fui atrás
Em busca da verdade de um segredo
Senti o amor estremecer
Na hora em que eu te vi entrando
Num carro importado de vidro fumê

Quando você chegou em casa
Eu te tratei naturalmente
E quando fiz amor contigo
A noite inteira, lentamente
Foi a canção da despedida
Foi de verdade, diferente
Foi a última noite de amor da gente

Quando você chegou em casa
Eu te tratei naturalmente
E quando fiz amor contigo
A noite inteira, lentamente
Foi a canção da despedida
Foi de verdade, diferente
Foi a última noite de amor da gente

Foi última noite de amor da gente"
"Show das Poderosas","Anitta","Prepara!
Que agora é a hora
Do show das poderosas
Que descem e rebolam
Afrontam as fogosas
Só as que incomodam
Expulso as invejosas
Que ficam de cara quando toca
Prepara!

Se não tá mais à vontade, sai por onde entrei
Quando começo a dançar, eu te enlouqueço, eu sei
Meu exército é pesado, a gente tem poder
Ameaça coisas do tipo: Você vai!

Solta o som, que é pra me ver dançando
Até você vai ficar babando
Para o baile pra me ver dançando
Chama atenção à toa
Perde a linha, fica louca

Solta o som, que é pra me ver dançando
Até você vai ficar babando
Para o baile pra me ver dançando
Chama atenção à toa
Perde a linha, fica louca

Prepara!
Que agora é a hora
Do show das poderosas
Que descem e rebolam
Afrontam as fogosas
Só as que incomodam
Expulso as invejosas
Que ficam de cara quando toca
Prepara!

Se não tá mais à vontade, sai por onde entrei
Quando começo a dançar, eu te enlouqueço, eu sei
Meu exército é pesado, a gente tem poder
Ameaça coisas do tipo: Você vai!

Solta o som, que é pra me ver dançando
Até você vai ficar babando
Para o baile pra me ver dançando
Chama atenção à toa
Perde a linha, fica louca

Solta o som, que é pra me ver dançando
Até você vai ficar babando
Para o baile pra me ver dançando
Chama atenção à toa
Perde a linha, fica louca

Fica louca
Fica louca
Prepara!"
"Amor de Chocolate","Naldo Benny","Vodka ou água de coco, pra mim tanto faz
Gosto quando fica louca
E cada vez eu quero mais
Cada vez eu quero mais

Whisky ou água de coco, pra mim tanto faz
Eu já tô cheio de tesão
E cada vez eu quero mais
Cada vez eu quero mais

Um, dois, três, quatro
Pra ficar maneiro eu jogo o clima lá no alto
Alto em cima! Alto em cima!
Alto em cima! Alto em cima!
Em cima! Em cima! Em cima! Em cima!

Eu não tô de brincadeira, eu meto tudo, eu pego firme pra valer
Chego cheio de maldade, eu quero ouvir você gemer
Eu te ligo e chega a noite, vou com tudo e vai que vai
Tem sabor de chocolate o sexo que a gente faz

Corpo quente, tô suado, vem melar e vem lamber
Só o cheiro, só um toque, já me faz enlouquecer
Já me faz enlouquecer

Vodka ou água de coco, pra mim tanto faz
Eu gosto quando fica louca
E cada vez eu quero mais
Cada vez eu quero mais

Whisky ou água de coco, pra mim tanto faz
Eu já tô cheio de tesão
E cada vez eu quero mais
Cada vez eu quero mais

Um, dois, três, quatro
Pra ficar maneiro eu jogo o clima lá no alto
Alto em cima! Alto em cima!
Alto em cima! Alto em cima!
Em cima! Em cima! Em cima! Em cima!

Eu não tô de brincadeira eu meto tudo, eu pego firme pra valer
Chego cheio de maldade, eu quero ouvir você gemer
Eu te ligo e chega a noite, vou com tudo e vai que vai
Tem sabor de chocolate, o sexo que a gente faz

Corpo quente, tô suado, vem melar e vem lamber
Só o cheiro, só um toque, já me faz enlouquecer
Já me faz enlouquecer

Um, dois, três, quatro
Pra ficar maneiro eu jogo o clima lá no alto
Alto em cima! Alto em cima!
Alto em cima! Alto em cima!
Em cima! Em cima! Em cima! Em cima!"
"Na Linha do Tempo","Victor & Leo","Eu te dei o ouro do Sol, a prata da Lua
Te dei as estrelas pra desenhar o teu céu
Na linha do tempo, o destino escreveu
Com letras douradas, você e eu

Há quanto tempo eu esperava encontrar alguém assim
Que se encaixasse bem nos planos que um dia fiz pra mim
Você e eu

Vou dizer
Que nessas frases tem um pouco de nós dois
Que não deixamos o agora pra depois
Quando te vejo eu me sinto tão completo por onde eu vou

E nesses traços vou tentando descrever
Que mil palavras é tão pouco pra dizer
Que um sentimento muda tudo, muda o mundo
Isso é o amor

Na linha do tempo, o destino escreveu
Com letras douradas, você e eu

Há quanto tempo eu esperava encontrar alguém assim
Que se encaixasse bem nos planos que um dia fiz pra mim
Você e eu

Vou dizer
Que nessas frases tem um pouco de nós dois
Que não deixamos o agora pra depois
Quando te vejo eu me sinto tão completo por onde eu vou

E nesses traços vou tentando descrever
Que mil palavras é tão pouco pra dizer
Que um sentimento muda tudo, muda o mundo
Isso é o amor

Que nessas frases tem um pouco de nós dois
Que não deixamos o agora pra depois
Quando te vejo eu me sinto tão completo por onde eu vou

E nesses traços vou tentando descrever
Que mil palavras é tão pouco pra dizer
Que um sentimento muda tudo, muda o mundo
Isso é o amor

Isso é o amor (isso é o amor)
Amor"
"Jeito Carinhoso","Jads & Jadson","Como esquecer o beijo que você me deu?
Como esquecer o beijo que você me deu?
Não sei se era pra esquecer ou lembrar
E ficou um pedaço de você em mim
E hoje eu quero te ver pra me entregar

Como eu quero
De novo um beijo seu muito gostoso
Do jeito que cê faz é carinhoso
Por isso eu quero suas mãos em mim
Como eu quero
O cheiro de amor que vem chegando
Trazendo o seu corpo só pra mim

Como eu quero
De novo um beijo seu muito gostoso
Do jeito que cê faz é carinhoso
Por isso eu quero suas mãos em mim
Como eu quero
O cheiro de amor que vem chegando
Trazendo o seu corpo só pra mim

Como esquecer o beijo que você me deu?
Como esquecer o beijo que você me deu?
Não sei se era pra esquecer ou lembrar
E ficou um pedaço de você em mim
E hoje eu quero te ver pra me entregar

Como eu quero
De novo um beijo seu muito gostoso
Do jeito que cê faz é carinhoso
Por isso eu quero suas mãos em mim
Como eu quero
O cheiro de amor que vem chegando
Trazendo o seu corpo só pra mim

Como eu quero
De novo um beijo seu muito gostoso
Do jeito que cê faz é carinhoso
Por isso eu quero suas mãos em mim
Como eu quero
O cheiro de amor que vem chegando
Trazendo o seu corpo só pra mim"
"Amiga Da Minha Irmã","Michel Teló","Quando a campainha toca
Vou correndo abrir a porta
Ela vem toda arrumada
Pra ir pra balada com a minha irmã

Faz escova no cabelo
E eu olhando no espelho
Ela já sai me olhando
Tirando o excesso do batom vermelho

Já tá querendo ir comigo pra balada
Ela só tem 18 e eu já tenho 26
Tá me provocando
Me deixando sem controle

Ela é amiga da minha irmã, não quero nem saber
Eu vou pra cima, pra cima
Ela é amiga da minha irmã, não quero nem saber
Se ela é novinha, novinha

Ela é amiga da minha irmã, não quero nem saber
Eu vou pra cima, pra cima
Ela é amiga da minha irmã, não quero nem saber
Se ela é novinha, novinha"
"Sogrão Caprichou","Luan Santana","No espelho do quarto prepara arsenal
Vem de vermelho, tô passando mal
Ela dança envolvente, mexendo a cintura
Mané quando olha derrapa na curva

Faz carinha de santa, despede do pai
Volto cedo, juro, sogrão, eu cuido
Ele nem imagina o que a filha é capaz
Tem que ser censurado o que que ela faz

Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha
Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha

Não vai embora, não, deita aqui na cama
Se seu pai te perguntar, você tá com Luan Santana
Vou falar bem baixinho que é pra você saber
Sogrão caprichou na hora de fazer você, hein?

No espelho do quarto prepara arsenal
Vem de vermelho, tô passando mal
Ela dança envolvente, mexendo a cintura
Mané quando olha derrapa na curva

Faz carinha de santa, despede do pai
Volto cedo, juro, sogrão, eu cuido
Ele nem imagina o que a filha é capaz
Tem que ser censurado o que que ela faz

Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha
Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha

Não vai embora, não, deita aqui na cama
Se seu pai te perguntar, você tá com Luan Santana
Vou falar bem baixinho que é pra você saber
Sogrão caprichou na hora de fazer você, hein?

Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha
Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha

Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha
Perto de papai, você é santinha
Quando o sogrão não tá, você perde a linha

Não vai embora, não, deita aqui na cama
Se seu pai te perguntar, você tá com Luan Santana"
"Choro","Leonardo","Eu não choro porque te amo
E nem porque passo noites procurando teu abraço
Eu não choro porque te estranho
Nem porque perdi, já superei não ter você aqui
Eu não choro por ser um a mais pra você
Se como amante falhei, o que fazer?

Choro pelo tempo que passei suplicando os teus lábios
Choro pela estúpida ironia de querer você só minha
Pelas noites que sonhei querendo tanto o teu querer
Quando na verdade só fui um jogo pra você

Hoje eu choro por mim e penso em você
Penso no que podia ser

Choro pelo tempo que gastei desejando o teu beijo
Choro pela sorte maldita de te entregar a minha vida
Pelas noites que perdi sonhando estrelas mesmo assim
Pude sentir o sangue ainda queimar dentro de mim

Choro pelo tempo que gastei desejando o teu beijo
Choro pela sorte maldita de te entregar a minha vida
Pelas noites que perdi sonhando estrelas mesmo assim
Pude sentir o sangue ainda queimar dentro de mim
Choro, eu choro"
"Piradinha","Gabriel Valim","Piri, pipiri, pipiri, piri piradinha
Ela tá maluca, ela tá doidinha

Piri, pipiri, pipiri, piri piradinha
Ela tá doidona, fora da casinha

Ela não anda, ela desfila
Quando chega na festa
Arrasa na pista

A galera olha
Todo mundo quer pegar
Mas ela tá de boa
Só querendo dançar

Mas depois de um tempo
Bebe e fica piradinha
Ela desce do salto
A gatinha perde a linha"
"Deserto","Thaeme e Thiago","Vou construir um edifício
No meio do seu deserto
Pra ver se chego perto
De ter sua atenção

Vou enfeitar seu jardim
Com rosas de algodão
Vou regar com lágrimas
De sangue, sem tua atenção

Eu tô pintando a sua cara
Em cada rosto, por esse universo
Pra te fazer tá perto
Em qualquer situação

Eu tô te vendo em todo mundo
Acho mesmo que eu tô ficando cega
Pode me chamar de louca
Mas isso me faz bem

Ouvi tua voz, te vi chegar
Eu te abracei sem te tocar
Eu tô ficando louca
Mas isso me faz bem

Ouvi tua voz, te vi chegar
Eu te abracei sem te tocar
Eu tô ficando louca
Mas isso me faz bem

Eu tô pintando a sua cara
Em cada rosto, por esse universo
Pra te fazer tá perto
Em qualquer situação

Eu tô te vendo em todo mundo
Acho mesmo que eu tô ficando cega
Pode me chamar de louca
Mas isso me faz bem

Ouvi tua voz, te vi chegar
Eu te abracei sem te tocar
Eu tô ficando louca
Mas isso me faz bem

Ouvi tua voz, te vi chegar
Eu te abracei sem te tocar
Eu tô ficando louca
Mas isso me faz bem

Vou enfeitar seu jardim
Com rosas de algodão
Vou regar com lágrimas
De sangue, sem tua atenção

Eu irei até o fim
Mesmo sem ter direção
Porque prometi pra mim
Meus pés vão tocar seu chão

Vou construir um edifício
No meio do seu deserto"
"Um Ser Amor","Paula Fernandes","Você veio inteiro, veio como o dia
Livre como o vento numa tarde fria
Com o olhar brilhante, brilho de diamante
Um coração quente

Feito um vendaval em mim
Varreu as nuvens da minha solidão

E eu
Me apaixonei perdidamente por você
Agora sou
Bem mais que sei
Um ser amor

Amar alguém
É viajar pra terra onde ninguém vai
Amar alguém
É deixar fluir os sentimentos
Ser capaz de amar
Amar simplesmente"
"Esse cara sou eu","Roberto Carlos","



Essa música foi removida em razão de solicitação do(s) titular(es) da obra. O Letras.mus.br está trabalhando para obter o licenciamento desse conteúdo."
"Vai e Chora","Sorriso Maroto","Brigas, intrigas, segredos de nós dois
Não tem mais clima, chegou ao fim
E a culpa não é minha
Eu tinha certeza de nós dois
Mas não sabia
Que um dia só iria fazer mal para o meu coração

Você vive sumindo, mentindo, saindo
E eu fingindo que não sei de nada
Todo dia quer farra, bebida, balada
Eu me cansei da sua vida errada

Não aguento mais viver assim
Isso tá fazendo mal pra mim
Não, você não vai me convencer
Vai, vai

Toda hora alguém vem me falar
Que você se queixa de mim
Então parou aqui
Sai, sai

Não me merece
Esquece de mim (vai)
Tá decidido
Comigo é assim (sai)

Eu vou ser feliz sem você
Vou voltar a viver pra mim
Vai embora
Se eu te encontrar por aí
Vou fingir que eu nem te vi
Vai e chora

(Com a mão pra cima)
(Com a mão pra cima)
Lá lá lá lá lá lá lá lá lá lá lá lá vai e chora
Lá lá lá lá lá lá lá lá lá lá lá lá lá

Brigas, intrigas, segredos de nós dois
Não tem mais clima, chegou ao fim
E a culpa não é minha
Eu tinha certeza de nós dois
Mas não sabia
Que um dia só iria fazer mal para o meu coração

Você vive sumindo, mentindo, saindo
E eu fingindo que não sei de nada
Todo dia quer farra, bebida, balada
Eu me cansei da sua vida errada

Não aguento mais viver assim
Isso tá fazendo mal pra mim
Não, você não vai me convencer
Vai, vai

Toda hora alguém vem me falar
Que você se queixa de mim
Então parou aqui
Sai, sai

Não me merece
Esquece de mim (vai)
Tá decidido
Comigo é assim (sai)

Eu vou ser feliz sem você
Vou voltar a viver pra mim
Vai embora
Se eu te encontrar por aí
Vou fingir que eu nem te vi
Vai e chora

(Com a mão pra cima)
(Com a mão pra cima)
Lá lá lá lá lá lá lá lá lá lá lá lá vai e chora
(Com a mão pra cima)
Lá lá lá lá lá lá lá lá lá lá lá lá lá

(Com a mão pra cima)
(Com a mão pra cima)
Lá lá lá lá lá lá lá lá lá lá lá lá vai e chora
(Com a mão pra cima)
Lá lá lá lá lá lá lá lá lá lá lá lá lá

Brigas, intrigas, segredos de nós dois"
