title,artist,lyrics
"Cada Volta é Um Recomeço","Zezé di Camargo & Luciano","Mais uma vez
Meu coração esquece tudo o que você me fez
E eu volto pra esse amor insano sem pensar em mim
Pra recomeçar
Já sabendo o fim

Mas é paixão
E essas coisas de paixão não têm explicação
É simplesmente se entregar, deixar acontecer
E eu sempre acabo me envolvendo com você

Nesses desencontros eu insisto em te encontrar
Como se eu partisse já pensando em voltar
Como se no fundo eu não pudesse existir sem ter você
Toda vez que eu volto eu te vejo sempre igual
Como se a saudade fosse a coisa mais banal
E eu chegando sempre como um louco pra dizer
Que amo você
Amo você

Que me leve pela vida o coração
Como versos pra canção
Volto pra você, volto pelo amor
Não importa se é um sonho pelo avesso
Cada volta é um recomeço, oh, oh

Mas é paixão
E essas coisas de paixão não têm explicação
É simplesmente se entregar, deixar acontecer
E eu sempre acabo me envolvendo com você

Nesses desencontros eu insisto em te encontrar
Como se eu partisse já pensando em voltar
Como se no fundo eu não pudesse existir sem ter você
Toda vez que eu volto eu te vejo sempre igual
Como se a saudade fosse a coisa mais banal
E eu chegando sempre como um louco pra dizer
Que amo você
Amo você
Amo você

Eu amo, eu amo
Amo você
Eu amo, eu amo
Amo você
Amo você"
"Liberar Geral","Terra Samba","Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

E vira-e-mexe a noite inteira
Oh Oh Oh! No meio da ladeira
Vai levantar poeira
Ah Ah! Perder a estribeira

E vira-e-mexe a noite inteira
Oh Oh Oh! No meio da ladeira
Vai levantar poeira
Ah Ah! Perder a estribeira

O Terra Samba é assim
Swing, Swing, pra você e pra mim
Excita no corpo a razão de existir
No samba e no Samba eu quero ficar

O Terra Samba é assim
Swing, Swing, pra você e pra mim
Excita no corpo a razão de existir
No samba e no Samba eu quero ficar

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

E vira-e-mexe a noite inteira
Oh Oh Oh! No meio da ladeira
Vai levantar poeira
Ah Ah! Perder a estribeira

E vira-e-mexe a noite inteira
Oh Oh Oh! No meio da ladeira
Vai levantar poeira
Ah Ah! Perder a estribeira

O Terra Samba é assim
Swing, Swing, pra você e pra mim
Excita no corpo a razão de existir
No samba e no Samba eu quero ficar

O Terra Samba é assim
Swing, Swing, pra você e pra mim
Excita no corpo a razão de existir
No samba e no Samba eu quero ficar

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal!
Curtir o Terra Samba não é nada mal
Que legal!
Só entrar no clima e liberar geral

Nada mal
Que legal

Nada mal
Que legal"
"É Preciso Saber Viver","Titãs","Quem espera que a vida
Seja feita de ilusão
Pode até ficar maluco
Ou morrer na solidão
É preciso ter cuidado
Pra mais tarde não sofrer
É preciso saber viver

Toda pedra no caminho
Você pode retirar
Numa flor que tem espinhos
Você pode se arranhar
Se o bem e o mal existem
Você pode escolher
É preciso saber viver

É preciso saber viver
É preciso saber viver
É preciso saber viver
Saber viver

Quem espera que a vida
Seja feita de ilusão
Pode até ficar maluco
Ou morrer na solidão
É preciso ter cuidado
Pra mais tarde não sofrer
É preciso saber viver

Toda pedra no caminho
Você pode retirar
Numa flor que tem espinhos
Você pode se arranhar
Se o bem e o mal existem
Você pode escolher
É preciso saber viver

É preciso saber viver
É preciso saber viver
É preciso saber viver
Saber viver

É preciso saber viver
É preciso saber viver
É preciso saber viver
Saber viver"
"Inaraí","Katinguelê","Seu corpo é o mar
Por onde quero navegar
E no meu colo te ninar
Sua boca tem um beijo
Tão gostoso de provar
Cada vez mais quero beijar

No seu cabelo um cheiro bom
Que fica pelo ar
Tão doce é o perfume
De você Inara

Inara é minha vida
Meu sorriso, meu sonhar
Inara meu véu de luar

Eu gosto quando vejo
O seu olhar, no meu olhar
Dizendo pra mim, vem me amar

Inara é a minha gueixa
Que me faz um bem
Não troco minha amada
Inara por ninguém

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inaraí

Cura para minha dor
Meu mel, meu tudo, minha flor
Se é pra falar de amor
Eu falarei Inara

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí

Seu corpo é o mar
Por onde quero navegar
E no meu colo te ninar
Sua boca tem um beijo
Tão gostoso de provar
Cada vez mais quero beijar

No seu cabelo um cheiro bom
Que fica pelo ar
Tão doce é o perfume
De você Inara

Inara é minha vida
Meu sorriso, meu sonhar
Inara meu véu de luar

Eu gosto quando vejo
O seu olhar, no meu olhar
Dizendo pra mim, vem me amar

Inara é a minha gueixa
Que me faz um bem
Não troco minha amada
Inara por ninguém

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inaraí

Cura para minha dor
Meu mel, meu tudo, minha flor
Mas se é pra falar de amor
Eu falarei Inara

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inaraí

Cura para minha dor
Meu mel, meu tudo, minha flor
Mas se é pra falar de amor
Eu falarei

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí

Seu corpo é o mar
Por onde quero navegar

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí

No seu cabelo um cheiro bom
Que fica pelo ar

Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí
Inara, Inara, Inara, Inaraí"
"Cartão Postal","Exaltasamba","Como sempre distraída
Te filmei, você não viu
É a coisa mais bonita
O seu corpo de perfil

Pode parecer bobagem
Um impulso infantil
Meu amor, não é chantagem
Mas você me seduziu

Te proponho, amor
Um trato, que tal se render?
Eu te dou o seu retrato
Mas quero você

Você na foto toda nua
Num banho de Lua
Meu cartão postal
Meu corpo deu sinal, deu sinal, deu sinal

O meu desejo continua
Desejando a sua
Boca sensual
Meu sonho real

Você na foto toda nua
Num banho de Lua
Meu cartão postal
Meu corpo deu sinal, deu sinal, deu sinal

O meu desejo continua
Desejando a sua
Boca sensual
Meu sonho real

Como sempre distraída
Te filmei, você não viu
É a coisa mais bonita
O seu corpo de perfil

Pode parecer bobagem
Um impulso infantil
Meu amor, não é chantagem
Mas você me seduziu

Te proponho, amor
Um trato, que tal se render?
Eu te dou o seu retrato
Mas quero você

Você na foto toda nua
Num banho de Lua
Meu cartão postal
Meu corpo deu sinal, deu sinal, deu sinal

O meu desejo continua
Desejando a sua
Boca sensual
Meu sonho real

Você na foto toda nua
Num banho de Lua
Meu cartão postal
Meu corpo deu sinal, deu sinal, deu sinal

O meu desejo continua
Desejando a sua
Boca sensual
Meu sonho real"
"Vem Meu Amor","Banda Eva","Quando te vejo, paro logo em seu olhar
O meu desejo é que eu possa te beijar
Sentir teu corpo, me abrigar em seu calor
Hoje o que eu quero é ganhar o seu amor

Eu fico assim querendo o seu prazer
Eu não consigo um minuto sem te ver
Sua presença alegra meu coração
É pra você que eu canto essa canção

Vem, meu amor, vem me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem para o olodum, vem dançar no Pelô
Vem meu amor, chega pra cá, me dá a mão

Vem, meu amor, me tirar da solidão 
Vem, meu amor, me tirar da solidão 
Vem para o olodum, vem dançar no pelô 
Vem meu amor, chega pra cá, me dá a mão

Eu fico assim querendo seu prazer
Eu não consigo um minuto sem te ver
Sua presença alegra meu coração
É pra você que eu canto essa canção

Vem, meu amor, vem me tirar da solidão 
Vem, meu amor, vem me tirar da solidão 
Vem para o olodum, vem dançar no pelô 
Vem meu amor, chega pra cá, me dá a mão

Vem, meu amor, vem me tirar da solidão 
Vem, meu amor, vem me tirar da solidão 
Vem para o olodum, vem dançar no pelô 
Vem meu amor, chega pra cá, me dá a mão"
"Quero Te Encontrar","Claudinho e Buchecha","Quando você vem
Pra passar o fim de semana
Eu finjo estar tudo bem
Mesmo duro ou com grana

É que você ignora
Tudo que eu faço
Depois vai embora
Desatando os nossos laços

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quando você vem
Pra passar o fim de semana
Eu finjo estar tudo bem
Mesmo duro ou com grana

É que você ignora
Tudo o que eu faço
Depois vai embora
Desatando nossos laços

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

É muita ousadia ter que percorrer
O país inteiro pra achar você
Mas tudo o que faço tem um bom motivo
Linda, eu te amo, vem ficar comigo
Estou alucinado com o seu olhar
Vou aonde for até te encontrar
Eu te amo demais, você é minha paz
Faz amor gostoso, de novo comigo, faz (faz)

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quero te encontrar
Quero te amar
Você pra mim é tudo
Minha terra, meu céu, meu mar

Quero te encontrar
Quero te encontrar
Quero te encontrar
Quero te encontrar"
"Ela é demais","Rick e Renner","Ela tem um jeito lindo
De me olhar nos olhos
Me despertando sonhos
Loucuras de amor

Ela tem um jeito doce
De tocar meu corpo
Que me deixa louco
Um louco sonhador

Ela sabe me prender como ninguém
Tem seus mistérios
Sabe se fazer como ninguém
Meu caso sério

Uma deusa, uma louca, uma feiticeira
Ela é demais
Quando beija minha boca e se entrega inteira
Meu Deus, ela é demais

Uma deusa, uma louca, uma feiticeira
Ela é demais
Quando beija minha boca e se entrega inteira
Meu Deus, ela é demais

Ela tem um brilho forte
Brilha feito estrela
Ah, eu adoro vê-la
Fazendo aquele amor

Que me enlouquece, me embriaga
Me envolve inteiro
E me faz prisioneiro
Um louco sonhador

Ela sabe me prender como ninguém
Tem seus mistérios
Sabe se fazer como ninguém
Meu caso sério

Uma deusa, uma louca, uma feiticeira
Ela é demais
Quando beija minha boca e se entrega inteira
Meu Deus, ela é demais

Uma deusa, uma louca, uma feiticeira
Ela é demais
Quando beija minha boca e se entrega inteira
Meu Deus, ela é demais

Uma deusa, uma louca, uma feiticeira
Ela é demais
Quando beija minha boca e se entrega inteira
Meu Deus, ela é demais

Uma deusa, uma louca, uma feiticeira
Ela é demais
Quando beija minha boca e se entrega inteira
Meu Deus, ela é demais"
"Amarelinha","Art Popular","Pagode da amarelinha
Todo mundo passa rebolando
Quero ver você passar
A família inteira passa
A Aninha, o Zezinho
O João Grandão...

A titia solteirona
A vovó com a bengala
Vai cantando e vai descendo
Até o chão
Jogando essa pedrinha
Todo mundo vai cantando
No refrão
Quero ver você passar...

Passa!
No pagode da amarelinha
Se liga!
Vê se mexe mais
Não sai da linha
Alisa!
Tira essa peruca
Da banguela
Se liga!
Quem chegar primeiro
Beija ela...

Deixa isso prá lá
Vem prá cá, o que é que tem
Amarelinha nesse ritmo
Cai bem
Até o pimpolho tá passando
No chamado vai-e-vem...

Passa!
No pagode da amarelinha
Se liga!
Vê se mexe mais
Não sai da linha
Alisa!
Tira essa peruca
Da banguela
Se liga!
Quem chegar primeiro
Beija ela
Deixa isso prá lá
Vem prá cá, o que é que tem
Amarelinha nesse ritmo cai bem
Até o pimpolho tá passando
No chamado vai-e-vem...(final 2x)

(Repetir a letra)"
"Dois","Paulo Ricardo","Quando você disse nunca mais
Não ligue mais, melhor assim
Não era bem o que eu queria ouvir
E me disse decidida, saia da minha vida
Que aquilo era loucura, era absurdo

E mais uma vez você ligou
Dias depois, me procurou
Com a voz suave, quase que formal
E disse que não era bem assim
Não necessariamente o fim
De uma coisa tão bonita e casual

De repente as coisas mudam de lugar
E quem perdeu pode ganhar
Teu silêncio preso na minha garganta
E o medo da verdade

Eu sei que eu, eu queria estar contigo
Mas sei que não, sei que não é permitido
Talvez se nós, se nós tivéssemos fugido
E ouvido a voz desse desconhecido

O amor, o amor, o amor, o amor

Essa voz que chega devagar
Pra perturbar e pra enlouquecer
Dizendo pra eu pular de olhos fechados
Essa voz que chega a debochar do meu pavor
Mas ao pular, eu me vejo ganhar asas e voar

De repente as coisas mudam de lugar
E quem perdeu pode ganhar
Minha amiga, minha namorada
Quando é que eu posso te encontrar

Eu sei que eu, ah, eu queria estar contigo
Mas sei que não, sei que não é permitido
Talvez se nós, se nós tivéssemos fugido
E ouvido a voz desse desconhecido

Eu sei que eu, ah, eu queria estar contigo
Mas sei que não
Não, não, não, não
Não é permitido
Talvez se nós tivéssemos fugido"
