title,artist,lyrics
"Mina Do Condomínio","Seu Jorge","Tô namorando aquela mina
Mas não sei se ela me namora
Mina maneira do condomínio
Lá do bairro onde eu moro

Tô namorando aquela mina
Mas não sei se ela me namora
Mina maneira do condomínio
Lá do bairro onde eu moro

Seu cabelo me alucina
Sua boca me devora
Sua voz me ilumina
Seu olhar me apavora

Me perdi no seu sorriso
Nem preciso me encontrar
Não me mostre o paraíso
Que se eu for, não vou voltar
Pois eu vou
Eu vou

Eu digo oi, ela nem nada
Passa na minha calçada
Dou bom dia, ela nem liga
Se ela chega, eu paro tudo
Se ela passa, eu fico todo
Se vem vindo, eu faço figa

Eu mando um beijo, ela não pega
Pisco olho, ela se nega
Faço pose, ela não vê
Jogo charme, ela ignora
Chego junto, ela sai fora
Eu escrevo, ela não lê

Minha mina, minha amiga
Minha namorada
Minha gata, minha sina
Do meu condomínio
Minha musa, minha vida
Minha Monalisa
Minha Vênus, minha deusa
Quero seu fascínio

Minha mina, minha amiga
Minha namorada
Minha gata, minha sina
Do meu condomínio
Minha musa, minha vida
Minha Monalisa
Minha Vênus, minha deusa
Quero seu fascínio

Tô namorando aquela mina
Mas não sei se ela me namora
Mina maneira do condomínio
Lá do bairro onde eu moro

Tô namorando aquela mina
Mas não sei se ela me namora
Mina maneira do condomínio
Lá do bairro onde eu moro

Seu cabelo me alucina
Sua boca me devora
Sua voz me ilumina
Seu olhar me apavora

Me perdi no seu sorriso
Nem preciso me encontrar
Não me mostre o paraíso
Que se eu for, não vou voltar
Eu vou
Eu vou

Eu digo oi, ela nem nada
Passa na minha calçada
Dou bom dia, ela nem liga
Se ela chega, eu paro tudo
Se ela passa, eu fico todo
Se vem vindo, eu faço figa

Eu mando um beijo, ela não pega
Pisco olho, ela se nega
Faço pose, ela não vê
Jogo charme, ela ignora
Chego junto, ela sai fora
Eu escrevo, ela não lê

Minha mina, minha amiga
Minha namorada
Minha gata, minha sina
Do meu condomínio
Minha musa, minha vida
Minha Monalisa
Minha Vênus, minha deusa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio

Minha mina, minha amiga
Minha namorada
Minha gata, minha sina
Do meu condomínio
Minha musa, minha vida
Minha Monalisa
Minha Vênus, minha deusa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio

Minha namorada
Do meu condomínio
Minha Monalisa
Quero seu fascínio"
"Exttravasa","Claudia Leitte","Dominou geral, sacudiu a praça
Venha que o som é massa
Rock de timbau, groove de cabaça
E a galera embala

Dominou geral, sacudiu a praça
Venha que o som é massa
Rock de timbau, groove de cabaça
E a galera embala

Tem que ter
Bola na rede pra dizer que é gol
Vem dizer
A todo mundo que no nosso amor
Tem que ter
Uma balada pra gente dançar, ah, ah

Extravasa
Libera e joga tudo pro ar
Eu quero ser feliz antes de mais nada
Extravasa
Libera e joga tudo pro ar, ar, ar, ar, ar, ar, ar

Extravasa
Libera e joga tudo pro ar
Eu quero ser feliz antes de mais nada
Extravasa
Libera e joga tudo pro ar, ar, ar, ar, ar, ar, ar

Dominou geral, sacudiu a praça
Venha que o som é massa
Rock de timbau, groove de cabaça
E a galera embala

Tem que ter
Bola na rede pra dizer que é gol
Vem dizer
A todo mundo que no nosso amor
Tem que ter
Uma balada pra gente dançar, ah, ah

Extravasa
Libera e joga tudo pro ar
Eu quero ser feliz antes de mais nada
Extravasa
Libera e joga tudo pro ar, ar, ar, ar, ar, ar, ar

Extravasa
Libera e joga tudo pro ar
Eu quero ser feliz, eu quero ser feliz
Extravasa
Libera e joga tudo pro ar, ar, ar, ar, ar, ar, ar

O entusiasmo no movimento
A atividade na balada mais veloz que o vento
Chegue junto na ideia do meu papo reto
Aumente o som e dance com quem tiver por perto
Chega de problema quero solução
Boca na boca, escute a voz que vem do coração
Radicalizando mas com limite
Hoje é dia de extravasar, meu irmão

Tem que ter
Bola na rede pra dizer que é gol
Vem dizer
A todo mundo que no nosso amor
Tem que ter
Uma balada pra gente dançar, ah, ah

Extravasa
Libera e joga tudo pro ar
Eu quero ser feliz antes de mais nada
Extravasa
Libera e joga tudo pro ar, ar, ar, ar, ar, ar, ar

Extravasa
Libera e joga tudo pro ar
Eu quero ser feliz, ser feliz, ser feliz
Extravasa
Libera e joga tudo pro ar, pro ar, pro ar"
"Cedo ou tarde","NX Zero","Quando perco a fé, fico sem controle
E me sinto mal, sem esperança
E ao meu redor a inveja vai
Fazendo as pessoas se odiarem mais

Me sinto só (me sinto só)
Mas sei que não estou (mas sei que não estou)
Pois levo você no pensamento
Meu medo se vai (meu medo se vai)
Recupero a fé (recupero a fé)
E sinto que algum dia ainda vou te ver

Cedo ou tarde
Cedo ou tarde

Cedo ou tarde a gente vai se encontrar
Tenho certeza, numa bem melhor
Sei que quando canto você pode me escutar

Você me faz querer viver
E o que é nosso está guardado em mim
E em você
E apenas isso basta

Me sinto só (me sinto só)
Mas sei que não estou (mas sei que não estou)
Pois levo você no pensamento
Meu medo se vai (meu medo se vai)
Recupero a fé (recupero a fé)
E sinto que algum dia ainda vou te ver

Cedo ou tarde
Cedo ou tarde

Cedo ou tarde a gente vai se encontrar
Tenho certeza, numa bem melhor
Sei que quando canto você pode me escutar

Uh, uh-uh-uh
Uh, oh (oh)

Cedo ou tarde a gente vai se encontrar
Tenho certeza, numa bem melhor
Sei que quando canto você pode me escutar
Cedo ou tarde a gente vai se encontrar
Tenho certeza, numa bem melhor
Sei que quando canto você pode me escutar"
"Amado","Vanessa da Mata","Como pode ser gostar de alguém
E esse tal alguém não ser seu?
Fico desejando nós, gastando o mar
Pôr do Sol, postal, mais ninguém

Peço tanto a Deus para lhe esquecer
Mas só de pedir me lembro
Minha linda flor, meu jasmim será
Meus melhores beijos serão seus

Sinto que você é ligado a mim
Sempre que estou indo, volta atrás
Estou entregue a ponto de estar sempre só
Esperando um sim ou nunca mais

É tanta graça, lá fora passa o tempo sem você
Mas pode sim ser, sim, amado e tudo acontecer

Sinto absoluto o dom de existir
Não há solidão, nem penar
Nessa doação, milagres do amor
Sinto uma extensão divina

É tanta graça, lá fora passa o tempo sem você
Mas pode sim ser, sim, amado e tudo acontecer

Quero dançar com você
Dançar com você
Quero dançar com você
Dançar com você"
"Coração Bandido","Leonardo","Você me pergunta
Por quê estou assim
Os olhos chorando
Tristeza sem fim

Você sempre alegre
E eu sem razão
Estou dividido
Entre o amor e a paixão

Coração bandido esse meu
Vive traindo você
Coração ingênuo é o teu
Todo esse tempo, sem perceber

Eu não vou mais te esconder
Vou contar tudo pra você
Contar que beijo em outra boca

Dizer que já faz mais de um ano
Dizer também que eu te amo
Mas gosto de outra

Mas decidi que assim não dá
Que é contigo o meu lugar
Me perdoa, por favor

Paixão é só obsessão
No fim quem sofre é o coração
Que perde o verdadeiro amor

Coração tava dormindo e acordou
Mas tá sujeito a solidão

Coração bandido esse meu
Vive traindo você
Coração ingênuo é o teu
Todo esse tempo, sem perceber

Eu não vou mais te esconder
Vou contar tudo pra você
Contar que beijo em outra boca

Dizer que já faz mais de um ano
Dizer também que eu te amo
Mas gosto de outra

Mas decidi que assim não dá
Que é contigo o meu lugar
Me perdoa, por favor

Paixão é só obsessão
No fim quem sofre é o coração
Que perde o verdadeiro amor

Coração tava dormindo e acordou
Mas tá sujeito a solidão"
"Sem Ar","D´Black","Meus pés não tocam mais o chão
Meus olhos não veem a minha direção
Da minha boca saem coisas sem sentido
Você era o meu farol e hoje estou perdido

O sofrimento vem à noite sem pudor
Somente o sono ameniza a minha dor
Mas e depois? E quando o dia clarear?
Quero viver do teu sorriso, teu olhar

Eu corro pro mar pra não lembrar você
E o vento me traz o que eu quero esquecer
Entre os soluços do meu choro eu tento te explicar
Nos teus braços é o meu lugar

Contemplando as estrelas, minha solidão
Aperta forte o peito, é mais que uma emoção
Esqueci do meu orgulho pra você voltar
Permaneço sem amor, sem luz, sem ar

Perdi o jogo e tive que te ver partir
E a minha alma, sem motivo pra existir
Já não suporto esse vazio, quero me entregar
Ter você pra nunca mais nos separar

Você é o encaixe perfeito do meu coração
O teu sorriso é chama da minha paixão
Mas é fria a madrugada sem você aqui
Só com você no pensamento

Eu corro pro mar para não lembrar você
E o vento me traz o que eu quero esquecer
Entre os soluços do meu choro eu tento te explicar
Nos teus braços é o meu lugar

Contemplando as estrelas, minha solidão
Aperta forte o peito, é mais que uma emoção
Esqueci do meu orgulho pra você voltar
Permaneço sem amor, sem luz

Meu ar, meu chão é você
Mesmo quando fecho os olhos
Posso te ver

Eu corro pro mar pra não lembrar você
E o vento me traz o que eu quero esquecer
Entre os soluços do meu choro eu tento te explicar
Nos teus braços é o meu lugar

Contemplando as estrelas, minha solidão
Aperta forte o peito é mais que uma emoção
Esqueci do meu orgulho pra você voltar
Permaneço sem amor, sem luz, sem ar"
"A Fila Anda","Leonardo","Tá se achando demais
Tá pisando sem dó
Tá fazendo besteira uma atrás da outra
Tá querendo ficar só

Tá perdendo a razão
Vê se cai na real
Porque o ontem já era
O amanhã não espera
E você pode se dar mal

Você não pensa no que fala
E acaba sempre machucando quem te dá amor
Insiste em me olhar de cima
Eu sinto que não tem mais clima
A gente acabou

Não aguento mais, cansei
Quero esquecer o que chorei
De tanto desamor o amor desanda
A fila anda, a fila anda, a fila anda

Foi você quem quis assim
Abusou demais, pisou em mim
Doeu e aí, então, saltei de banda
A fila anda, a fila anda, a fila anda

Você não pensa no que fala
E acaba sempre machucando quem te dá amor
Insiste em me olhar de cima
Eu sinto que não tem mais clima
A gente acabou

Não aguento mais, cansei
Quero esquecer o que chorei
De tanto desamor o amor desanda
A fila anda, a fila anda, a fila anda

Foi você quem quis assim
Abusou demais, pisou em mim
Doeu e aí, então, saltei de banda
A fila anda, a fila anda, a fila anda
A fila anda, a fila anda, a fila anda"
"Não Faz Mais Isso Comigo","Bruno e Marrone","Não faz mais isso comigo
Não faz mais já perdoei demais
Não faz mais meu coração de bobo

Já nem sei se devo relevar
Não sei se posso me arriscar
Cansei de pôr a mão no fogo

O que já passei, o que já chorei
Você não sabe um por cento da dor
E da saudade que você deixou

Sai da minha vida, pelo amor de Deus
Para de zombar dos sentimentos meus
Diga de uma vez
O último adeus

Sai do meu caminho, que eu quero viver
Para de voltar pra me enlouquecer
Antes que eu perca de vez a cabeça
E me entregue a você

Não faz mais isso comigo
Não faz mais já perdoei demais
Não faz mais meu coração de bobo

Já nem sei se devo relevar
Não sei se posso me arriscar
Cansei de pôr a mão no fogo

O que já passei, o que já chorei
Você não sabe um por cento da dor
E da saudade que você deixou

Sai da minha vida, pelo amor de Deus
Para de zombar dos sentimentos meus
Diga de uma vez
O último adeus

Sai do meu caminho, que eu quero viver
Para de voltar pra me enlouquecer
Antes que eu perca de vez a cabeça
E me entregue a você

Sai da minha vida, pelo amor de Deus
Para de zombar dos sentimentos meus
Diga de uma vez
O último adeus

Sai do meu caminho, que eu quero viver
Para de voltar pra me enlouquecer
Antes que eu perca de vez a cabeça
E me entregue a você

Não faz mais"
"Difícil Não Falar De Amor","Daniel","Eu já te escrevi mil cartas
A chuva ainda não passou
O tempo não apaga marcas
Difícil não falar de amor

Penso tanto em você
Penso tanto em você
Penso tanto em você

Flores nascem nas esquinas
O vento ainda sopra frio
Frases que não te fascinam
Coisas que você nem viu

Penso tanto em você
Penso tanto em você
Penso tanto em você

Me joguei no chão
Na sala de estar
Tudo em minhas mãos
Uou uou, nada em seu olhar

Me joguei no chão
Na sala de estar
Tudo em minhas mãos
Uou uou, nada em seu olhar

Eu já te escrevi mil cartas
A chuva ainda não passou
O tempo não apaga marcas
Difícil não falar de amor

Penso tanto em você
Penso tanto em você
Penso tanto em você

Me joguei no chão
Na sala de estar
Tudo em minhas mãos
Uou uou, nada em seu olhar

Me joguei no chão
Na sala de estar
Tudo em minhas mãos
Uou uou, nada em seu olhar

Me joguei no chão
Na sala de estar
Tudo em minhas mãos
Uou uou, nada em seu olhar

Me joguei no chão
Na sala de estar, iê iê
Tudo em minhas mãos
Uou uou, nada em seu olhar

Penso tanto em você
Penso tanto em você
Penso tanto em você

Eu já te escrevi mil cartas"
"Pode chorar","Alexandre Pires","Quase que acabou com a minha vida
Você me pôs num beco sem saída
Por que fez isso comigo?
Me dediquei somente a você
Tudo que eu podia eu tentei fazer
Mas não, não adiantou

Você não sabe o que é amar
Você não sabe o que é amor
Acha que é somente ficar, ficar, ficar
E se rolar rolou
Não se maltrata o coração de quem não merece sofrer
Não vou ficar na solidão de mão em mão assim como você

Pode chorar, mas eu não volto pra você
Pode chorar, você não vai me convencer
Pode chorar, você se lembra o quanto eu chorei por você?"
