title,artist,lyrics
"Escreve aí","Luan Santana","Te falo tanta coisa enquanto tento segurar a lágrima
Que insiste em cair
Entro no meu carro, abro o vidro e, antes de ir embora
Eu te digo: Olha aqui, ainda vou te esquecer
Escreve aí

Chego em casa, dou de cara com a sua foto
Uma ducha e um vinho pra acalmar
E eu penso: Vou partir pra outra logo
Mas quem é que eu tô tentando enganar?
Mas quem é que eu tô tentando enganar?

É só você fazer assim
Que eu volto
É só você fazer assim
Que eu volto
Que eu volto

É que eu te amo e falo na sua cara
Se tirar você de mim não sobra nada
O teu sorriso me desmonta inteiro
Até um simples estalar de dedos
Talvez você tenha deixado eu ir
Pra ter o gosto de me ver aqui
Fraco demais para continuar
Juntando forças pra poder falar

Que eu volto, é só você sorrir
Que eu volto, é só fazer assim
Que eu volto
Eu volto
Eu volto

Chego em casa, dou de cara com a sua foto
Uma ducha e um vinho pra acalmar
E eu penso: Vou partir pra outra logo
Mas quem é que eu tô tentando enganar?
Mas quem é que eu tô tentando enganar?

É só você fazer assim
Que eu volto
É só você fazer assim
Que eu volto
Que eu volto

É que eu te amo e falo na sua cara
Se tirar você de mim não sobra nada
O teu sorriso me desmonta inteiro
Até um simples estalar de dedos
Talvez você tenha deixado eu ir
Pra ter o gosto de me ver aqui
Fraco demais para continuar
Juntando forças pra poder falar

Que eu volto, é só você sorrir
Que eu volto, é só fazer assim
Que eu volto, é só fazer assim
Que eu volto
Eu volto
Eu volto"
"Mudando de Assunto","Henrique e Juliano","Quer saber qual seria o meu pesadelo?
Sem nenhuma dúvida seria o medo
Seria acordar, não estar com você

Chega a dar tremedeira, um nó na barriga
Quem ama demais não suporta uma briga
Ciúme demais faz a gente sofrer

Mudando de assunto, cê tá tão bonita
Que cheiro gostoso que vem de você
E se eu te contar, você nem acredita
Se eu tava brigando eu nem lembro o porquê

Pra que brigar se o amor é isso
É uma espécie de um vício
Mil maneiras de querer

Pra que brigar, chorar, embora
Eu bem sei que nessa hora
Vai me dar vontade de você"
"Sapequinha","Eduardo Costa","Pensa num trem doido que é gostoso
Hoje não tem choro, nem migué
Se essa sapequinha cair na minha lagoa
Hoje eu sou jacaré

Pensa num trem doido que é gostoso
Hoje não tem choro, nem migué
Se essa sapequinha cair na minha lagoa
Hoje eu sou jacaré

Eu não dou mole não, eu não dou mole não
Ela vai ver que o caipira tem pressão
Eu não dou mole não, eu jogo ela nos meus braços
Grudo ela no peito e tá feito o regaço

Ô ô ô, ô ô ô
Vamos brincar de besteirinha
Brincar de fazer amor

Ô ô ô, ô ô ô
Vamos brincar de besteirinha
Brincar de fazer amor

Pensa num trem bom, que trem gostoso
Hoje não tem choro, nem migué
Se essa sapequinha cair na minha lagoa
Hoje eu sou jacaré

Pensa num trem bom, que trem gostoso
Hoje não tem choro, nem migué
Se essa sapequinha cair na minha lagoa
Hoje eu sou jacaré

Eu não dou mole não, eu não dou mole não
Ela vai ver que o Eduardo tem pressão
Eu não dou mole não, eu jogo ela nos meus braços
Grudo ela no peito e tá feito o regaço

Ô ô ô, ô ô ô
Vamos brincar de besteirinha
Brincar de fazer amor

Ô ô ô, ô ô ô
Vamos brincar de besteirinha
Brincar de fazer amor

Ô ô ô, ô ô ô
Vamos brincar de besteirinha
Brincar de fazer amor

Mãos pra cima, mexendo a cintura
Dança comigo, dança comigo
Mãos pra cima, mexendo a cintura
Dança comigo, dança comigo
Mãos pra cima, mexendo a cintura
Dança comigo, dança comigo"
"Isso Cê Num Conta","Bruno e Marrone","Fala pra elas que o fim de semana
Foi o melhor da sua vida
Que voltou a sorrir
Porque tava sem mim

Faz elas acreditarem
Que era de dó que ainda tava comigo
Que eu sempre fui um cara chato
Que nem sabe como tava do meu lado

Que a gente foi no motel ontem
Isso cê não conta, isso cê não conta
E que você pagou a conta
Isso cê não conta, isso cê não conta

Que ainda chora escondida
Isso cê não conta, isso cê não conta
Que pediu pra voltar comigo
Isso cê não conta, isso cê não conta

Aí você não conta

Fala pra elas que o fim de semana
Foi o melhor da sua vida
Que voltou a sorrir
Porque tava sem mim

Faz elas acreditarem
Que era de dó que ainda tava comigo
Que eu sempre fui um cara chato
Que nem sabe como tava do meu lado

Que a gente foi no motel ontem
Isso cê não conta, isso cê não conta
E que você pagou a conta
Isso cê não conta, isso cê não conta

Que ainda chora escondida
Isso cê não conta, isso cê não conta
Que pediu pra voltar comigo
Isso cê não conta, isso cê não conta"
"Farra, Pinga e Foguete","Bruno e Barretto","Hoje eu quero um dia de sossego, eu quero paz
Sentir o cheiro dela, o que eu nem me lembro mais
É tudo que eu planejo, acordar cedo e trabalhar
Pegar o mesmo ônibus, ir pra casa descansar
Mas todo fim de tarde a galera me aciona
Era pra tomar uma, mas de novo deu em zona

As luzes tão piscando
Jukebox tocando Amado Batista
E o pau tá quebrando
Ir trabalhar amanhã é o cacete
Hoje é só farra, pinga e foguete

As luzes tão piscando
Jukebox tocando com Bruno e Barretto
E o pau tá quebrando
Ir trabalhar amanhã é o cacete
Hoje é só farra, pinga e foguete"
"Vai Vendo","Lucas Lucco","Você achou que eu ia sofrer
Mas eu tinha meu plano B
Sabe de nada, a minha agenda tava disfarçada
Lugar de homem era mulher
Restaurante era cabaré
Sabe de nada, foi enganada

Você achou que eu ia sofrer
Mas eu tinha meu plano B
Sabe de nada, a minha agenda tava disfarçada
Lugar de homem era mulher
Restaurante era cabaré
Sabe de nada, foi enganada

Comprou essa ilusão
Achou que eu ia
Me afundar na solidão

Esse arrocha é pra você
Que achou
Que eu tava aqui sofrendo
Uh! Vai vendo, uh

Eu tô solto na balada
Aqui o coro tá comendo
Uh! Vai vendo, uh

Enquanto você tá em casa
Eu tô aqui no bar bebendo
Uh! Vai vendo, uh

Postando foto com as gatas
Pra você ficar sabendo
(Ficar sabendo)
Vai vendo (vai vendo)
Vai vendo"
"Bem Feito","Thaeme & Thiago","Você saiu, falou que nunca mais ia voltar
Que iria ser feliz sem mim, tá bom, haha!
Haha, eu duvido!

Juro que não é praga minha, mas não vai encontrar
Alguém que te ame tanto
Se quer ir então vá!
Haha, eu duvido!

Eu tenho pena quando perceber que foi um passatempo e nada mais
Uma vontade, um momento
Vai bater arrependimento
Aí cê vai lembrar de mim, aí cê vai lembrar de mim

Tá vendo, você não me escutou e tá aí sofrendo
Foi procurar lá fora o que tinha aqui dentro
Enxuga essas lágrimas e olha bem no fundo dos meu olhos

Bem feito!
Ninguém mandou se aventurar, cair em tentação
Agora se entenda com seu coração
Você estragou tudo e agora vai pagar pelo que fez
Bem feito!"
"Toca um João Mineiro e Marciano","Jads & Jadson","Um, dois, três, quatro copos
Já virei todos de uma vez
Pra acabar, quero ver essa mágoa não passar
Quero ver a tristeza no fundo do copo se afogar

Mas pode ficar sossegado
Tudo o que tô bebendo eu tô pagando
Toca aí um João Mineiro e Marciano
Tô sofrendo, mas tá passando

Mas pode ficar sossegado
Que eu não sou daquele tipo inconveniente
Minha história é tão comum, igual de tanta gente
Ainda ontem chorei de saudade

Quantas noites
E quantas garrafas preciso beber?
Pra tirar do meu peito
Essa mágoa, pra te esquecer

Mas pode ficar sossegado
Tudo o que tô bebendo eu tô pagando
Toca aí um João Mineiro e Marciano
Tô sofrendo, mas tá passando

Mas pode ficar sossegado
Que eu não sou daquele tipo inconveniente
Minha história é tão comum, igual de tanta gente
Ainda ontem chorei de saudade

Quantas noites
E quantas garrafas preciso beber?
Pra tirar do meu peito
Essa mágoa, pra te esquecer

Mas pode ficar sossegado
Tudo o que tô bebendo eu tô pagando
Toca aí um João Mineiro e Marciano
Tô sofrendo, mas tá passando

Mas pode ficar sossegado
Que eu não sou daquele tipo inconveniente
Minha história é tão comum, igual de tanta gente
Ainda ontem chorei de saudade

Quantas noites
E quantas garrafas preciso beber?
Pra tirar do meu peito
Essa mágoa, pra te esquecer"
"O Defensor","Zezé Di Camargo & Luciano","Mais uma vez ele te feriu
E é a ultima vez
Que ele vai por a mão em você
Te machucar, fazer sangrar
Te humilhar, fazer chorar seu coração

Não tenha medo, denuncie
Deixa ele e vem morar comigo
Deixa ele e vem morar comigo

Estou aqui, seu defensor
Eu vim pra te buscar, eu vou te amar
E onde ele bateu, eu vou te beijar
Eu só quero curar suas feridas

Não tenha medo, denuncie
Deixa ele e vem morar comigo
Deixa ele e vem morar comigo

Porque eu sou seu anjo
Seu defensor, te amo
E enquanto eu tiver vivo
Eu vou te defender, meu amor
Nunca mais ele vai te bater

Porque eu sou seu anjo
Seu defensor, te amo
E enquanto eu tiver vivo
Eu vou te defender, meu amor
Nunca mais ele vai te bater"
"Senha do Celular","Henrique & Diego","Se não deixa pegar o celular
É porque tá traindo
E tá mentindo, alguma coisa tem
Se não deixa pegar o celular
É porque tá devendo
Me enganando, de papo com outro alguém

Eu descobri a senha do seu celular
E machucou tudo o que eu vi
Eu fui na sua página e no seu WhatsApp
Vi suas mensagens todas

Agora eu entendi o seu desespero
Até no banheiro leva o celular
Desliga se eu tô do lado, diz que está descarregado
Ou que esqueceu o carregador

Se não deixa pegar o celular
É porque tá traindo
E tá mentindo, alguma coisa tem
Se não deixa pegar o celular
É porque tá devendo
Me enganando, de papo com outro alguém

Se não deixa pegar o celular
É porque tá traindo
E tá mentindo, alguma coisa tem
Se não deixa pegar o celular
É porque tá devendo
Me enganando, de papo com outro alguém

Descobri a senha do seu celular
E machucou tudo o que eu vi
Eu fui na sua página e no seu WhatsApp
Vi suas mensagens todas

Agora eu entendi o seu desespero
Até no banheiro leva o celular
Desliga se eu tô do lado, diz que está descarregado
Ou que esqueceu o carregador

Se não deixa pegar o celular
É porque tá traindo
E tá mentindo, alguma coisa tem
Se não deixa pegar o celular
É porque tá devendo
Me enganando, de papo com outro alguém

Se não deixa pegar o celular
É porque tá traindo
E tá mentindo, alguma coisa tem
Se não deixa pegar o celular
É porque tá devendo
Me enganando, de papo com outro alguém

Se não deixa pegar o celular
É porque tá traindo
E tá mentindo, alguma coisa tem
Se não deixa pegar o celular
É porque tá devendo
Me enganando, de papo com outro alguém
Me enganando, de papo com outro alguém"
