title,artist,lyrics
"Cabecinha No Ombro","Alcides Gerardi","Encosta a tua cabecinha
No meu ombro e chora
E conta, essas todas mágoa
Todas para mim

Quem chora no meu ombro
Eu juro que não vai embora
Que não vai embora
Que não vai embora

Quem chora no meu ombro
Eu juro que não vai embora
Que não vai embora
Porque gosta de mim

Amor, eu quero o teu carinho
Porque, eu vivo tão sozinho
Não sei, se a saudade fica
Ou se ela vai embora
Se ela vai embora
Se ela vai embora

Não sei, se a saudade fica
Ou se ela vai embora
Se ela vai embora
Porque gosta de mim

Amor, eu quero o teu carinho
Porque, eu vivo tão sozinho
Não sei, se a saudade fica
Ou se ela vai embora
Se ela vai embora
Se ela vai embora

Não sei, se a saudade fica
Ou se ela vai embora
Se ela vai embora
Porque gosta de mim

Amor, eu quero o teu carinho
Porque gosta de mim"
"Sereno","Paulo Molin","Sereno da madrugada,
Caindo no meu caminho...
Na rua abandonada
Eu vivo triste, sozinho...

Sereno, a minha amada
Se encontra em ontro ninho
E não no meu...
Sereno da madrugada,
Amigo que deus me deu."
"Ouça","Maysa","Ouça, vá viver
Sua vida com outro bem
Hoje eu já cansei
De pra você não ser ninguém

O passado não foi o bastante
Pra lhe convencer
Que o futuro seria bem grande
Só eu e você

Quando a lembrança
Com você for morar
E bem baixinho
De saudade você chorar

Vai lembrar que um dia existiu
Um alguém que só carinho pediu
E você fez questão de não dar
Fez questão de negar

Quando a lembrança
Com você for morar
E bem baixinho
De saudade você chorar

Vai lembrar que um dia existiu
Um alguém que só carinho pediu
E você fez questão de não dar
Fez questão de negar"
"Abismo","Anísio Silva","Quem na vida por amor,
Num momento de paixão,
Certo da felicidade,
Entregou seu coração,
Com certeza como outros,
Que o destino enganou,
Afastou-se da verdade,
E na mentira, acreditou.

Mas hoje,
No primeiro desengano,
Entregou-se ao abandono,
Esse pobre sonhador,
E agora,
Em todo instante que passa,
Vê maior sua desgraça,
No seu crime, por amor.

Mas hoje,
No primeiro desengano,
Entregou-se ao abandono,
Esse pobre sonhador,
E agora,
Em todo instante que passa,
Vê maior sua desgraça,
No seu crime, por amor."
"Escultura","Nelson Gonçalves","Cansado de tanto amar
Eu quis um dia criar
Na minha imaginação
Uma mulher diferente
De olhar e voz envolvente
Que atingisse a perfeição

Comecei a esculturar
No meu sonho singular
Essa mulher fantasia
Dei-lhe a voz de Dulcinéia
A malícia de Frinéia
E a pureza de Maria!

Em Gioconda fui buscar
O sorriso e o olhar
Em Du Barry o glamour
E para maior beleza
Dei-lhe o porte de nobreza
De madame Pompadour

E assim, de retalho em retalho
Terminei o meu trabalho
O meu sonho de escultor
E quando cheguei ao fim
Tinha diante de mim
Você, só você meu amor!"
"Patrícia","Emilinha Borba","Quero
Quero ser chamada de querida
Quero
Quero esquecer meu dissabor
Sonho (sonho)
Sonho com as venturas desta vida
(Vida, vida, vida, vida, vida, vida, vida)
Sonho (sonho)
Sonho com as delícias do amor
(Amor, amor, amor, amor, amor, amor)

Falam que eu sou bela Patrícia
Sempra a despertar loucas paixões
Falam que meus olhos, quando olham
São ternura, são malícia
Que, com meu sorriso provocante
Eu torturo corações

Mas bem sei que sou triste Patrícia
Com a alma cheia de amargor
Pois ainda estou a esperar de alguém
Sincero amor"
"Fanzoca De Rádio","Carequinha","Ela é fã da Emilinha
Não sai do Cesar de Alencar
Grita o nome do Cauby
E depois de desmaiar
Pega a revista do rádio
E começa a se abanar

É uma faixa aqui, outra faixa ali
O dia inteirinho ela não faz nada
Enquanto isso na minha casa
Ninguém arranja uma empregada

Pega a revista do rádio
E começa a soletrar
É uma letra aqui, outra letra ali
O dia inteirinho ela não faz nada
Enquanto isso na minha casa
Ninguém arranja uma empregada"
"Covarde","Fernando Barreto","Covarde
Eu sei que sou covarde
Por não fazer alarde
Deste amor que sinto por ti

Covarde
É triste a realidade
O medo me invade
Quando chego perto de ti

Covarde
Talvez já seja tarde
Mas a arma de um covarde
É renunciar

Como o calor que se afasta
Pro vento passar
Igual a sombra que morre
Se a luz não brilhar
Um covarde assim como eu
Não deve amar

Como o calor que se afasta
Pro vento passar
Igual a sombra que morre
Se a luz não brilhar
Um covarde assim como eu
Não deve amar"
"Se Todos Fossem Iguais A Você","Agostinho Dos Santos","Vai tua vida
Teu caminho é de paz e amor
A tua vida é uma linda canção de amor
Abre os teus braços e canta a última esperança
A esperança divina de amar em paz

Se todos fossem iguais a você
Que maravilha viver
Uma canção pelo ar
Uma mulher a cantar
Uma cidade a cantar
A sorrir, a cantar, a pedir
A beleza de amar

Como o Sol
Como a flor
Como a luz
Amar sem mentir
Nem sofrer

Existiria a verdade
Verdade que ninguém vê
Se todos fossem no mundo iguais a você

A sorrir, a cantar, a pedir
A beleza de amar

Como o Sol
Como a flor
Como a luz
Amar sem mentir
Nem sofrer

Existiria a verdade
Verdade que ninguém vê
Se todos fossem no mundo iguais a você"
"Castigo","Roberto Luna","A gente briga,
Diz tanta coisa que não quer dizer
Briga pensando que não vai sofrer
Que não faz mal se tudo terminar.

Um belo dia a gente entende que ficou sozinho
Vem a vontade de chorar baixinho
Vem o desejo triste de voltar.

Você se lembra,
Foi isso mesmo que se deu comigo
Eu tive orgulho e tenho por castigo
A vida inteira prá me arrepender
Se eu soubesse
Naquele dia o que sei agora
Eu não seria esse ser que chora
Eu não teria perdido você.

Se eu soubesse
Naquele dia o que sei agora
Eu não seria essa mulher que chora
Eu não teria perdido você."
